adsh,cik,company,form,period,filed,fm,person,name,last,title,is_ceo,is_cfo,is_dir,term_date,exp_date,trm_class,trm_reason,trm_stale,purchase_only,source,sic,dup,insider_target,primary,early_or_repl,ticker,ar,ar_etf,ar_2_60,mcap0,status,bench,delisted_in_window,in_universe
0001558370-23-013059,1341317,BRIDGEWATER BANCSHARES INC,10-Q,2023-06-30,2023-08-03,2023-08,JerryBaack,Jerry Baack,baack,"Chairman, Chief Executive Officer and President",True,False,True,2023-05-15,,early,text: scheduled end after termination,False,False,xbrl,6022.0,False,True,True,True,BWB,-0.043448614299047894,0.00651543247966746,-0.05930580313919609,301580377.7896242,ok,size_industry,False,True
0001628280-23-027295,1743725,"GRID DYNAMICS HOLDINGS, INC.",10-Q,2023-06-30,2023-08-03,2023-08,StanKlimoff,Stan Klimoff,klimoff,Chief Strategy Officer,False,False,False,,,early,default (no expiry / replacement cue),False,False,xbrl,7372.0,False,False,False,False,GDYN,0.33782179662778067,0.1745052692907163,0.20238213972308816,744324085.2215719,ok,size_industry,False,True
0000950170-23-037896,1354327,"PGT INNOVATIONS, INC.",10-Q,2023-06-30,2023-08-03,2023-08,DeborahLLapinska,Deborah L. LaPinska,lapinska,Senior Vice President  Chief Customer Officer,False,False,False,2023-06-01,,early,text: scheduled end after termination,False,False,xbrl,3442.0,False,False,False,False,,,,,,no_price,,,
0001371285-23-000218,1371285,"TRUPANION, INC.",10-Q,2023-06-30,2023-08-04,2023-08,d rawlings,Darryl Rawlings,rawlings,Chief Executive Officer and a member of our board of directors,True,False,False,2023-05-23,,early,default (no expiry / replacement cue),False,False,xbrl,6324.0,False,True,True,True,TRUP,-0.1847688680760171,-0.1672054373763694,-0.19147964665235506,1282523134.0,ok,size_industry,False,True
0000072741-23-000016,72741,EVERSOURCE ENERGY,10-Q,2023-06-30,2023-08-04,2023-08,JaySButh,Jay S. Buth,buth,"Vice President, Controller and Chief Accounting Officer",False,False,False,2023-05-31,,early,default (no expiry / replacement cue),False,False,xbrl,4911.0,False,False,False,False,ES,-0.16534094507738872,-0.13092402047752472,-0.16230184618836319,20217909867.4662,ok,size_industry,False,True
0001883685-23-000037,1883685,DRAFTKINGS INC.,10-Q,2023-06-30,2023-08-04,2023-08,JasonPark,Jason Park,park,Chief Financial Officer,False,True,False,2023-06-14,,early,text: scheduled end after termination,False,False,xbrl,7990.0,False,True,True,True,DKNG,-0.024061435423608613,-0.08526669457426284,-0.011666983620703841,27200822347.970844,ok,size_industry,False,True
0001683695-23-000045,1683695,"INTERNATIONAL MONEY EXPRESS, INC.",10-Q,2023-06-30,2023-08-04,2023-08,RobertLisy,Robert Lisy,lisy,"Chief Executive Officer, President and Chairman of the Board of Directors",True,False,True,2023-05-11,,early,default (no expiry / replacement cue),False,False,xbrl,7389.0,False,True,True,True,IMXI,-0.04790421509671405,-0.015258978994170502,-0.0007488274142213314,678260297.4389935,ok,size_industry,False,True
0000950170-23-039041,1435049,"CHINOOK THERAPEUTICS, INC.",10-Q,2023-06-30,2023-08-07,2023-08,AndrewKing,Andrew King,king,Chief Scientific Officer,False,False,False,2023-06-05,,early,default (no expiry / replacement cue),False,False,xbrl,2834.0,False,False,False,False,,,,,,no_price,,,
0000950170-23-039154,1637873,ACV AUCTIONS INC.,10-Q,2023-06-30,2023-08-07,2023-08,hall,Kirsten Castillo Hall,hall,member of the Board of Directors and Chair of the Nominating and Corporate Governance Committee,False,False,True,2023-05-24,,early,default (no expiry / replacement cue),False,False,text,7389.0,False,True,True,True,ACVA,-0.0491530912549657,-0.10728560403230647,-0.0734496174093473,2601060573.4993744,ok,size_industry,False,True
0001642545-23-000047,1642545,"SHOCKWAVE MEDICAL, INC.",10-Q,2023-06-30,2023-08-07,2023-08,DouglasGodshall,Douglas Godshall,godshall,Chief Executive Officer,True,False,False,,,early,default (no expiry / replacement cue),False,False,xbrl,3841.0,False,True,True,True,,,,,,no_price,,,
0000950170-23-039041,1435049,"CHINOOK THERAPEUTICS, INC.",10-Q,2023-06-30,2023-08-07,2023-08,MichelleGriffin,Michelle Griffin,griffin,director,False,False,True,2023-06-06,,early,default (no expiry / replacement cue),False,False,xbrl,2834.0,False,True,True,True,,,,,,no_price,,,
0000950170-23-039041,1435049,"CHINOOK THERAPEUTICS, INC.",10-Q,2023-06-30,2023-08-07,2023-08,EricBjerkholt,Eric Bjerkholt,bjerkholt,Chief Financial Officer,False,True,False,2023-06-05,,early,default (no expiry / replacement cue),False,False,xbrl,2834.0,False,True,True,True,,,,,,no_price,,,
0001628280-23-028235,1827821,"FORGE GLOBAL HOLDINGS, INC.",10-Q,2023-06-30,2023-08-08,2023-08,k rodriques,Kelly Rodriques,rodriques,Chief Executive Officer,True,False,False,2023-05-25,,replacement,same person adopted a plan in the same filing,False,False,xbrl,6200.0,False,True,False,True,,,,,,no_price,,,
0001666138-23-000085,1666138,ATKORE INC.,10-Q,2023-06-30,2023-08-08,2023-08,ScottMuse,Scott Muse,muse,a member of our Board of Directors,False,False,False,2023-06-28,,early,text: scheduled end after termination,False,False,xbrl,3690.0,False,False,False,False,ATKR,0.012144924347013863,-0.11211749994700027,0.039560059292388594,5624194494.249344,ok,size_industry,False,True
0001046257-23-000059,1046257,INGREDION INC,10-Q,2023-06-30,2023-08-08,2023-08,OriginalTradingPlan,James P. Zallie,zallie,President and Chief Executive Officer,True,False,False,2023-05-04,,replacement,same person adopted a plan in the same filing,False,False,xbrl,2040.0,False,True,False,True,INGR,0.051339381375098525,-0.016607092594076223,0.05475837770782632,6154067846.334106,ok,size_industry,False,True
0001617553-23-000035,1617553,"ZIPRECRUITER, INC.",10-Q,2023-06-30,2023-08-08,2023-08,QasimSaifee,Qasim Saifee,saifee,Chief Operating Officer,False,False,False,2023-05-11,,early,default (no expiry / replacement cue),False,False,xbrl,7370.0,False,False,False,False,ZIP,-0.20532610018889952,-0.2433760799006608,-0.13982179278779772,1737594618.3341675,ok,size_industry,False,True
0001356576-23-000050,1356576,"SUPERNUS PHARMACEUTICALS, INC.",10-Q,2023-06-30,2023-08-08,2023-08,JackKhattar,Jack Khattar,khattar,"President, Chief Executive Officer and Director",True,False,True,,,early,default (no expiry / replacement cue),False,False,xbrl,2834.0,False,True,True,True,SUPN,-0.04385664447048487,-0.13444551788487924,0.009050163061832928,1796701728.5795555,ok,size_industry,False,True
0001822993-23-000035,1822993,JACKSON FINANCIAL INC.,10-Q,2023-06-30,2023-08-08,2023-08,CraigDSmith,Craig D. Smith,smith,executive officer,False,False,False,2023-06-13,,early,text: scheduled end after termination,False,False,xbrl,6311.0,False,False,False,False,JXN,0.30097879256518834,0.2246615481034917,0.2654650124717982,2342972730.447815,ok,size_industry,False,True
0001528129-23-000169,1528129,"VITAL ENERGY, INC.",10-Q,2023-06-30,2023-08-08,2023-08,JasonPigott,Jason Pigott,pigott,President and Chief Executive Officer,True,False,False,2023-05-23,,early,default (no expiry / replacement cue),False,False,xbrl,1311.0,False,True,True,True,,,,,,no_price,,,
0000700564-23-000039,700564,FULTON FINANCIAL CORP,10-Q,2023-06-30,2023-08-08,2023-08,CurtisJMyers,Curtis J. Myers,myers,Chief Executive Officer,True,False,False,2023-04-27,,early,text: scheduled end after termination,False,False,xbrl,6021.0,False,True,True,True,FULT,0.05692868087324643,-0.018210782073347476,0.06351706779262112,2082703652.5812378,ok,size_industry,False,True
0001447669-23-000171,1447669,TWILIO INC,10-Q,2023-06-30,2023-08-09,2023-08,RichardDalzell,Richard Dalzell,dalzell,member of our Board of Directors,False,False,False,2023-06-13,,early,text: scheduled end after termination,False,False,xbrl,7372.0,False,False,False,False,TWLO,-0.05968672225448024,-0.09542913202588377,-0.07140852144219678,10810844292.864323,ok,size_industry,False,True
0000874015-23-000186,874015,IONIS PHARMACEUTICALS INC,10-Q,2023-06-30,2023-08-09,2023-08,EricSwayze,Eric Swayze,swayze,"EVP, Research",False,False,False,2023-06-28,,early,default (no expiry / replacement cue),False,False,xbrl,2834.0,False,False,False,False,IONS,0.3111571604857236,0.12374338183423972,0.3101518079133021,5731615298.488281,ok,size_industry,False,True
0001822966-23-000200,1822966,NUSCALE POWER CORP,10-Q,2023-06-30,2023-08-09,2023-08,JulieAdelman,Julie Adelman,adelman,Senior Director of Accounting,False,False,False,2023-04-11,,early,default (no expiry / replacement cue),False,False,xbrl,3443.0,False,False,False,False,SMR,-0.40386947933250494,-0.38799728441972703,-0.41483501499162034,1586086362.1668186,ok,size_industry,False,True
0001140361-23-038801,1378992,"BERRY GLOBAL GROUP, INC.",10-Q,2023-06-30,2023-08-09,2023-08,EvanBayh,Evan Bayh,bayh,Director,False,False,True,,,replacement,same person adopted a plan in the same filing,False,False,xbrl,3089.0,False,True,False,True,,,,,,no_price,,,
0000950170-23-040178,1828161,"FTC SOLAR, INC.",10-Q,2023-06-30,2023-08-09,2023-08,KristianNolde,Kristian Nolde,nolde,"Vice President, Marketing & Strategy",False,False,False,2023-05-11,,early,text: scheduled end after termination,False,False,xbrl,3674.0,False,False,False,False,FTCI,-0.23400405888840203,-0.3604526807261076,-0.2207405380760682,271650874.8,ok,size_industry,False,True
0001637207-23-000039,1637207,"PLANET FITNESS, INC.",10-Q,2023-06-30,2023-08-09,2023-08,ChristopherRondeau,Christopher Rondeau(1),rondeau,Chief Executive Officer,True,False,False,2023-06-05,,early,default (no expiry / replacement cue),False,False,xbrl,7997.0,False,True,True,True,PLNT,0.009727668077081808,-0.05938863601514466,0.0035060502920030157,5360780417.441277,ok,size_industry,False,True
0001666134-23-000010,1666134,"BLACKLINE, INC.",10-Q,2023-06-30,2023-08-09,2023-08,MarkPartin,Mark Partin,partin,Chief Financial Officer,False,True,False,2023-05-15,,early,text: scheduled end after termination,False,False,xbrl,7372.0,False,True,True,True,BL,0.18429698915865556,0.07007292468907789,0.14547919535623444,2983803822.639946,ok,size_industry,False,True
0000950170-23-040178,1828161,"FTC SOLAR, INC.",10-Q,2023-06-30,2023-08-09,2023-08,SeanHunkler,Sean Hunkler,hunkler,Chief Executive Officer,True,False,False,2023-05-11,,early,text: scheduled end after termination,False,False,xbrl,3674.0,False,True,True,True,FTCI,-0.23400405888840203,-0.3604526807261076,-0.2207405380760682,271650874.8,ok,size_industry,False,True
0000950170-23-040178,1828161,"FTC SOLAR, INC.",10-Q,2023-06-30,2023-08-09,2023-08,SasanAminpour,Sasan Aminpour,aminpour,Chief Operating Officer,False,False,False,2023-05-11,,early,text: scheduled end after termination,False,False,xbrl,3674.0,False,False,False,False,FTCI,-0.23400405888840203,-0.3604526807261076,-0.2207405380760682,271650874.8,ok,size_industry,False,True
0001725160-23-000155,1725160,"ZENTALIS PHARMACEUTICALS, INC.",10-Q,2023-06-30,2023-08-09,2023-08,MelissaEpperly,Melissa Epperly,epperly,Chief Financial Officer,False,True,False,2023-05-19,,early,text: scheduled end after termination,False,False,xbrl,2834.0,False,True,True,True,ZNTL,-0.13695763706499586,-0.24194295031249669,-0.1711821003258286,1806188625.6729298,ok,size_industry,False,True
0001725160-23-000155,1725160,"ZENTALIS PHARMACEUTICALS, INC.",10-Q,2023-06-30,2023-08-09,2023-08,KevinBunker,Kevin Bunker,bunker,Chief Scientific Officer,False,False,False,2023-06-06,,early,text: scheduled end after termination,False,False,xbrl,2834.0,False,False,False,False,ZNTL,-0.13695763706499586,-0.24194295031249669,-0.1711821003258286,1806188625.6729298,ok,size_industry,False,True
0000950170-23-040178,1828161,"FTC SOLAR, INC.",10-Q,2023-06-30,2023-08-09,2023-08,RobertPhelpsMorris,Robert Phelps Morris,morris,Chief Financial Officer,False,True,False,2023-05-11,,early,text: scheduled end after termination,False,False,xbrl,3674.0,False,True,True,True,FTCI,-0.23400405888840203,-0.3604526807261076,-0.2207405380760682,271650874.8,ok,size_industry,False,True
0000950170-23-040178,1828161,"FTC SOLAR, INC.",10-Q,2023-06-30,2023-08-09,2023-08,PatrickMCook,Patrick M. Cook,cook,Chief Commercial Officer,False,False,False,2023-05-11,,early,text: scheduled end after termination,False,False,xbrl,3674.0,False,False,False,False,FTCI,-0.23400405888840203,-0.3604526807261076,-0.2207405380760682,271650874.8,ok,size_industry,False,True
0001315098-23-000125,1315098,ROBLOX CORP,10-Q,2023-06-30,2023-08-09,2023-08,AnthonyLee,Anthony Lee,lee,Lead Independent Director,False,False,True,2023-06-30,,early,text: scheduled end after termination,False,False,xbrl,7372.0,False,True,True,True,RBLX,0.20683951260980182,0.16939189866733018,0.16502004435790307,18170047582.970078,ok,size_industry,False,True
0000950170-23-040178,1828161,"FTC SOLAR, INC.",10-Q,2023-06-30,2023-08-09,2023-08,NagendraCherukupalli,Nagendra Cherukupalli,cherukupalli,Chief Technology Officer,False,False,False,2023-05-16,,early,text: scheduled end after termination,False,False,xbrl,3674.0,False,False,False,False,FTCI,-0.23400405888840203,-0.3604526807261076,-0.2207405380760682,271650874.8,ok,size_industry,False,True
0001318568-23-000166,1318568,EVERI HOLDINGS INC.,10-Q,2023-06-30,2023-08-09,2023-08,DavidJLucchese,David J. Lucchese,lucchese,"Executive Vice President, Sales and Marketing",False,False,False,2023-05-31,,early,default (no expiry / replacement cue),False,False,xbrl,7990.0,False,False,False,False,,,,,,no_price,,,
0000950170-23-040178,1828161,"FTC SOLAR, INC.",10-Q,2023-06-30,2023-08-09,2023-08,MaryCathyBehnen,Mary Cathy Behnen,behnen,Chief Accounting Officer,False,False,False,2023-05-11,,early,text: scheduled end after termination,False,False,xbrl,3674.0,False,False,False,False,FTCI,-0.23400405888840203,-0.3604526807261076,-0.2207405380760682,271650874.8,ok,size_industry,False,True
0000950170-23-040543,800240,ODP CORP,10-Q,2023-06-30,2023-08-09,2023-08,a scaglione,D. Anthony Scaglione,scaglione,Executive Vice President and Chief Financial Officer,False,True,False,2023-06-14,,replacement,text: modified / replaced,False,False,xbrl,5940.0,False,True,False,True,,,,,,no_price,,,
0001562088-23-000175,1562088,"DUOLINGO, INC.",10-Q,2023-06-30,2023-08-09,2023-08,MatthewSkaruppa,Matthew Skaruppa,skaruppa,Chief Financial Officer,False,True,False,2023-06-09,,replacement,same person adopted a plan in the same filing,False,False,xbrl,7372.0,False,True,False,True,DUOL,0.10290671090835546,0.06603540793152307,0.1331528011990023,6019190292.694641,ok,size_industry,False,True
0000950170-23-043659,1117297,"QUINSTREET, INC",10-K,2023-06-30,2023-08-21,2023-08,DouglasValenti,Douglas Valenti,valenti,Chairman of our Board of Directors and Chief Executive Officer,True,False,True,2023-05-12,,replacement,same person adopted a plan in the same filing,False,False,xbrl,7389.0,False,True,False,True,QNST,0.16248516916820566,0.18540599594077745,0.15819701047690593,536039865.0615082,ok,size_industry,False,True
0001531152-23-000111,1531152,"BJ'S WHOLESALE CLUB HOLDINGS, INC.",10-Q,2023-07-31,2023-08-25,2023-08,ScottKessler,Mr. Scott Kessler,kessler,"Executive Vice President, Chief Information Officer",False,False,False,2023-05-30,,early,default (no expiry / replacement cue),False,False,xbrl,5331.0,False,False,False,False,BJ,-0.024018591945680234,-0.05403391703718008,-0.010106621019028372,8660455398.92141,ok,size_industry,False,True
0000027419-23-000035,27419,TARGET CORP,10-Q,2023-07-31,2023-08-25,2023-08,BrianCCornell,Brian C. Cornell,cornell,Chair of the Board and Chief Executive Officer,True,False,True,2023-05-31,,early,text: scheduled end after termination,False,False,xbrl,5331.0,False,True,True,True,TGT,0.07081719348820248,0.03944208736616206,0.0696271298754475,50368850485.93872,ok,size_industry,False,True
0001902733-23-000062,1902733,"NCINO, INC.",10-Q,2023-07-31,2023-08-29,2023-08,PierreNaude,Pierre Naude,naude,Chairman and Chief Executive Officer,True,False,True,2023-06-26,,early,text: scheduled end after termination,False,False,xbrl,7372.0,False,True,True,True,NCNO,0.06733784379671626,-0.021708082246135407,-0.015623882388847266,3328621976.913357,ok,size_industry,False,True
0001640147-23-000199,1640147,SNOWFLAKE INC.,10-Q,2023-07-31,2023-08-31,2023-08,JohnMcMahon,John McMahon,mcmahon,Former Director,False,False,True,2023-05-31,,early,text: scheduled end after termination,False,False,xbrl,7372.0,False,True,True,True,SNOW,0.1030164216307633,0.07302029401162491,0.11177810258838006,51713447012.3291,ok,size_industry,False,True
0001441816-23-000168,1441816,"MONGODB, INC.",10-Q,2023-07-31,2023-09-01,2023-09,MarkPorter,Mark Porter,porter,Chief Technology Officer,False,False,False,2023-06-01,,early,default (no expiry / replacement cue),False,False,xbrl,7372.0,False,False,False,False,MDB,0.05879203318097226,0.022185090917479222,0.05154313228398688,28029872689.562378,ok,size_industry,False,True
0001628280-23-031928,1840572,BOWLERO CORP.,10-K,2023-06-30,2023-09-11,2023-09,BrettParker,Brett Parker,parker,Executive Vice Chairman,False,False,True,2023-06-16,,replacement,same person adopted a plan in the same filing,False,False,xbrl,7900.0,False,True,False,True,LUCK,-0.012889900075573557,-0.0020348476981153496,0.0014159368265269645,1608800778.4681892,ok,size_industry,False,True
0000813672-23-000068,813672,CADENCE DESIGN SYSTEMS INC,10-Q,2023-09-30,2023-10-23,2023-10,AnirudhDevgan,Anirudh Devgan,devgan,President and Chief Executive Officer,True,False,False,2023-09-13,,replacement,same person adopted a plan in the same filing,False,False,xbrl,7372.0,False,True,False,True,CDNS,0.014362932554846664,0.06561780277179308,0.040295049716283504,65273114541.8396,ok,size_industry,False,True
0001668397-23-000048,1668397,"MEDPACE HOLDINGS, INC.",10-Q,2023-09-30,2023-10-24,2023-10,AugustJTroendle,August J. Troendle,troendle,Chief Executive Officer and Chairman of the Board of the Company,True,False,True,2023-09-21,,early,default (no expiry / replacement cue),False,False,xbrl,8731.0,False,True,True,True,MEDP,-0.09316930448774263,-0.04477903244709602,-0.05538698610958592,8354332349.623169,ok,size_industry,False,True
0001670076-23-000086,1670076,"FRONTIER GROUP HOLDINGS, INC.",10-Q,2023-09-30,2023-10-26,2023-10,DanielMShurz,Daniel M. Shurz,shurz,Senior Vice President,False,False,False,2023-08-14,,early,text: scheduled end after termination,False,False,xbrl,4512.0,False,False,False,False,ULCC,0.06210419991925309,0.05737077933474821,0.17351629496514032,926257003.6393676,ok,size_industry,False,True
0001670076-23-000086,1670076,"FRONTIER GROUP HOLDINGS, INC.",10-Q,2023-09-30,2023-10-26,2023-10,JamesGDempsey,James G. Dempsey,dempsey,President,False,False,False,2023-08-07,,early,text: scheduled end after termination,False,False,xbrl,4512.0,False,False,False,False,ULCC,0.06210419991925309,0.05737077933474821,0.17351629496514032,926257003.6393676,ok,size_industry,False,True
0001004980-23-000149,1004980,PG&E CORP,10-Q,2023-09-30,2023-10-26,2023-10,CherylFCampbell,Cheryl F. Campbell,campbell,non-employee director,False,False,True,2023-09-12,,early,default (no expiry / replacement cue),False,False,xbrl,4931.0,False,True,True,True,PCG,0.020308324168746728,-0.13981776545540492,0.0069257508241808985,40755600310.71974,ok,size_industry,False,True
0001758730-23-000169,1758730,TRADEWEB MARKETS INC.,10-Q,2023-09-30,2023-10-26,2023-10,BillyHult,Billy Hult,hult,Chief Executive Officer and Director,True,False,True,2023-09-08,,replacement,same person adopted a plan in the same filing,False,False,xbrl,6200.0,False,True,False,True,TW,-0.08124735897706614,-0.06716654439092795,-0.10034075200424009,20382364885.762985,ok,size_industry,False,True
0001023459-23-000124,1023459,"SIMULATIONS PLUS, INC.",10-K,2023-08-31,2023-10-27,2023-10,WalterWoltosz,Walter Woltosz (1),woltosz,Director,False,False,True,2023-06-30,,replacement,same person adopted a plan in the same filing,False,False,xbrl,7373.0,False,True,False,True,SLP,-0.07148358030759838,-0.060022154750346335,-0.059380340924079844,674160456.6636963,ok,size_industry,False,True
0001794515-23-000169,1794515,ZOOMINFO TECHNOLOGIES INC.,10-Q,2023-09-30,2023-10-30,2023-10,HenrySchuck,Henry Schuck,schuck,Chief Executive Officer,True,False,False,2023-07-05,,early,default (no expiry / replacement cue),False,False,xbrl,7372.0,False,True,True,True,GTM,-0.23338255196652824,-0.15371409930928337,-0.013813262290144124,6045524958.114109,ok,size_industry,False,True
0001559720-23-000020,1559720,"AIRBNB, INC.",10-Q,2023-09-30,2023-11-01,2023-11,DaveStephenson,Dave Stephenson,stephenson,Chief Financial Officer,False,True,False,2023-08-29,,replacement,same person adopted a plan in the same filing,False,False,xbrl,7340.0,False,True,False,True,ABNB,0.037751141385427234,0.08471895969150567,0.11163288593048448,77468895700.28036,ok,size_industry,False,True
0001410384-23-000139,1410384,"Q2 HOLDINGS, INC.",10-Q,2023-09-30,2023-11-01,2023-11,DavidMehok,David Mehok,mehok,Chief Financial Officer,False,True,False,,,replacement,same person adopted a plan in the same filing,False,False,xbrl,7372.0,False,True,False,True,QTWO,0.24910670367555676,0.27889581459940227,0.14757306300528916,1747323104.2650414,ok,size_industry,False,True
