panel,anchor,ladder,chooser,1,2,5,10,21,42,63,126,252,504,1008,L_DEP
U56,A,CADENCE,CH_ISCAGR,False,False,False,False,False,False,False,False,False,False,False,False
U56,A,CADENCE,CH_ISDD,False,False,False,False,False,False,False,False,False,False,True,True
U56,A,CADENCE,CH_ISSHARPE,False,False,False,False,False,False,False,False,False,False,False,False
U56,A,GROSS,CH_ISCAGR,True,True,True,True,True,True,True,True,True,True,True,False
U56,A,GROSS,CH_ISDD,True,True,True,True,True,True,True,True,True,True,True,False
U56,A,GROSS,CH_ISSHARPE,False,False,False,False,False,False,False,False,False,True,True,True
U56,A,H,CH_ISCAGR,False,False,False,False,False,False,False,False,False,False,False,False
U56,A,H,CH_ISDD,False,False,False,False,False,False,False,False,False,True,True,True
U56,A,H,CH_ISSHARPE,False,False,False,False,False,False,False,False,False,False,False,False
U56,A,N,CH_ISCAGR,False,False,False,False,False,False,False,False,True,True,True,True
U56,A,N,CH_ISDD,False,False,False,False,False,True,True,True,True,True,True,True
U56,A,N,CH_ISSHARPE,False,False,False,False,False,False,False,False,False,False,False,False
U56,B,CADENCE,CH_ISCAGR,False,False,False,False,False,False,False,False,False,False,True,True
U56,B,CADENCE,CH_ISDD,False,False,False,False,False,False,False,False,False,False,False,False
U56,B,CADENCE,CH_ISSHARPE,False,False,False,False,False,False,False,False,False,False,True,True
U56,B,GROSS,CH_ISCAGR,True,True,True,True,True,True,True,True,True,True,True,False
U56,B,GROSS,CH_ISDD,True,True,True,True,True,True,True,True,True,True,True,False
U56,B,GROSS,CH_ISSHARPE,False,False,False,True,True,True,True,True,True,True,True,True
U56,B,H,CH_ISCAGR,False,False,False,False,False,False,False,False,False,False,False,False
U56,B,H,CH_ISDD,False,False,False,False,False,False,False,False,False,False,False,False
U56,B,H,CH_ISSHARPE,False,False,False,False,False,False,False,False,False,False,False,False
U56,B,N,CH_ISCAGR,False,False,False,False,False,False,False,False,False,False,False,False
U56,B,N,CH_ISDD,False,False,False,False,False,False,False,True,True,True,True,True
U56,B,N,CH_ISSHARPE,False,False,False,False,False,False,False,False,False,False,False,False
