kind,date,script,tier,width_R1,nominal,evidence,idea,width,width_raw
PRICED,2026-09-04,2026-09-04_position-count,R3,,2.0,row-text:size,2 ON  EQW    n=2,1.9710459645313065,2.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,3.0,row-text:size,2 ON  EQW    n=3,2.95656894679696,3.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,4.0,row-text:size,2 ON  EQW    n=4,3.942091929062613,4.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,5.0,row-text:size,2 ON  EQW    n=5,4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,6.0,row-text:size,2 ON  EQW    n=6,5.946579804560262,6.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,8.0,row-text:size,2 ON  EQW    n=8,7.937459283387622,8.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,10.0,row-text:size,2 ON  EQW    n=10,9.921824104234528,10.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,12.0,row-text:size,2 ON  EQW    n=12,11.906188925081434,12.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,15.0,row-text:size,2 ON  EQW    n=15,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,20.0,row-text:size,2 ON  EQW    n=20,19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,2.0,row-text:size,2 OFF FIXEDW n=2,1.9710459645313065,2.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,3.0,row-text:size,2 OFF FIXEDW n=3,2.95656894679696,3.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,4.0,row-text:size,2 OFF FIXEDW n=4,3.942091929062613,4.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,5.0,row-text:size,2 OFF FIXEDW n=5,4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,6.0,row-text:size,2 OFF FIXEDW n=6,5.946579804560262,6.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,2.0,row-text:size,2 OFF EQW    n=2,1.9710459645313065,2.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,3.0,row-text:size,2 OFF EQW    n=3,2.95656894679696,3.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,4.0,row-text:size,2 OFF EQW    n=4,3.942091929062613,4.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,5.0,row-text:size,2 OFF EQW    n=5,4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,6.0,row-text:size,2 OFF EQW    n=6,5.946579804560262,6.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,8.0,row-text:size,2 OFF EQW    n=8,7.937459283387622,8.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,10.0,row-text:size,2 OFF EQW    n=10,9.921824104234528,10.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,12.0,row-text:size,2 OFF EQW    n=12,11.906188925081434,12.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,15.0,row-text:size,2 OFF EQW    n=15,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_position-count,R3,,20.0,row-text:size,2 OFF EQW    n=20,19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_small-cap-pead,R0,,,,"31 PEAD tercile h=40 (broad, 2012-26)",,
PRICED,2026-09-04,2026-09-04_small-cap-pead,R0,,,,"31 PEAD tercile h=60 (broad, 2012-26)",,
PRICED,2026-09-04,2026-09-04_small-cap-pead,R0,,,,"31 PEAD quintile h=40 (broad, 2012-26)",,
PRICED,2026-09-04,2026-09-04_small-cap-pead,R0,,,,"31 PEAD quintile h=60 (broad, 2012-26)",,
PRICED,2026-09-04,2026-09-04_small-cap-pead,R0,,,,31 PEAD CONTROL bottom-tercile h=60 (sort reversed — beats the signal),,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,5.0,row-text:size,46 N  n=5,4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,8.0,row-text:size,46 N  n=8,7.937459283387622,8.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,10.0,row-text:size,46 N  n=10,9.921824104234528,10.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,12.0,row-text:size,46 N  n=12,11.906188925081434,12.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,15.0,row-text:size,46 N  n=15,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,20.0,row-text:size,46 N  n=20,19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,25.0,row-text:size,46 N  n=25,24.607763300760045,25.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,30.0,row-text:size,46 N  n=30,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,5.0,row-text:size,46 NF n=5,4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,8.0,row-text:size,46 NF n=8,7.937459283387622,8.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,10.0,row-text:size,46 NF n=10,9.921824104234528,10.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,12.0,row-text:size,46 NF n=12,11.906188925081434,12.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,15.0,row-text:size,46 NF n=15,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,20.0,row-text:size,46 NF n=20,19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,25.0,row-text:size,46 NF n=25,24.607763300760045,25.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R3,,30.0,row-text:size,46 NF n=30,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=0.15,,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=0.25,,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=0.35,,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=0.45,,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=0.55,,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=0.70,,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=0.85,,
PRICED,2026-09-04,2026-09-04_eligible-fraction-vs-n_B,R0,,,,46 F  f=1.00,,
PRICED,2026-09-04,2026-09-04_spinoff-calendar,R0,,,,36 spinoff INVESTABLE daily-EW,,
PRICED,2026-09-04,2026-09-04_spinoff-calendar,R0,,,,36 spinoff INVESTABLE drift,,
PRICED,2026-09-04,2026-09-04_spinoff-calendar,R3,,5.0,row-text:size,36 spinoff INVESTABLE ex top-5,4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_spinoff-calendar,R0,,,,36 spinoff ALL daily-EW,,
PRICED,2026-09-04,2026-09-04_spinoff-calendar,R0,,,,36 spinoff ALL drift,,
PRICED,2026-09-04,2026-09-04_insider-cluster-buying,R0,,,,"insider-cluster-buying hold=6m (broad universe, 2012+)",,
PRICED,2026-09-04,2026-09-04_insider-cluster-buying,R0,,,,"insider-cluster-buying hold=12m (broad universe, 2012+)",,
PRICED,2026-09-04,2026-09-04_insider-cluster-buying,R0,,,,"RULES v1 baseline, 2012+ broad-universe sample - reference",,
PRICED,2026-09-04,2026-09-04_insider-cluster-buying,R0,,,,"SPY buy & hold, 2012+ sample - reference",,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap ALL hold=6m EW100%,,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap ALL hold=6m cap5%,,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap ALL hold=12m EW100%,,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap ALL hold=12m cap5%,,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap OPP hold=6m EW100% (best arm),,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap OPP hold=6m cap5%,,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap OPP hold=12m EW100%,,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,50 insider-cluster-smallcap OPP hold=12m cap5%,,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,"50 RULES v1 on the small panel, 2012+ - reference",,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,"50 SPY buy & hold, 2012+ - reference",,
PRICED,2026-09-04,2026-09-04_insider-cluster-smallcap,R0,,,,"50 EW all 439 small caps, 2012+ - CONTROL (no insider signal)",,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,5.0,row-text:size,49 N  n=5 (small panel),4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,8.0,row-text:size,49 N  n=8 (small panel),7.937459283387622,8.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,10.0,row-text:size,49 N  n=10 (small panel),9.921824104234528,10.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,12.0,row-text:size,49 N  n=12 (small panel),11.906188925081434,12.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,15.0,row-text:size,49 N  n=15 (small panel),14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,20.0,row-text:size,49 N  n=20 (small panel),19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,25.0,row-text:size,49 N  n=25 (small panel),24.607763300760045,25.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,30.0,row-text:size,49 N  n=30 (small panel),29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,40.0,row-text:size,49 N  n=40 (small panel) [diag],38.841476655808904,40.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,60.0,row-text:size,49 N  n=60 (small panel) [diag],41.188925081433226,60.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,90.0,row-text:size,49 N  n=90 (small panel) [diag],61.78338762214983,90.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,120.0,row-text:size,49 N  n=120 (small panel) [diag],82.2398926997509,120.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,5.0,row-text:size,49 NF n=5 (small panel),4.955483170466884,5.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,8.0,row-text:size,49 NF n=8 (small panel),7.937459283387622,8.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,10.0,row-text:size,49 NF n=10 (small panel),9.921824104234528,10.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,12.0,row-text:size,49 NF n=12 (small panel),11.906188925081434,12.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,15.0,row-text:size,49 NF n=15 (small panel),14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,20.0,row-text:size,49 NF n=20 (small panel),19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,25.0,row-text:size,49 NF n=25 (small panel),24.607763300760045,25.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,30.0,row-text:size,49 NF n=30 (small panel),29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=0.15 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=0.25 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=0.35 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=0.45 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=0.55 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=0.70 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=0.85 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,49 F  f=1.00 (small panel),,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,"49 SPY buy & hold, 2011+ sample - reference",,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R3,,56.0,row-text:panel(universe.json),"49 RULES v1 live (universe.json), 2011+ - baseline",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,"49 RULES v1 on the small panel, 2011+ - reference",,
PRICED,2026-09-04,2026-09-04_third-universe-portability_B,R0,,,,"49 EW all 439 small caps @75% gross - CONTROL (no filter, no ranking)",,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 F f=0.45 g=0.75,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 F f=0.45 g=1.00,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 F f=0.85 g=0.75,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 F f=0.85 g=1.00,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 F f=1.0 g=0.75,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 F f=1.0 g=1.00,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R3,,20.0,row-text:size,39 N n=20 g=0.75,19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R3,,20.0,row-text:size,39 N n=20 g=1.00,19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R3,,40.0,row-text:size,39 N n=40 g=0.75,38.841476655808904,40.0
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R3,,40.0,row-text:size,39 N n=40 g=1.00,38.841476655808904,40.0
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 SPY buy & hold - reference,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 RULES v1 on the small panel - reference,,
PRICED,2026-09-04,2026-09-04_smallcap-eligible-equal-weight_C,R0,,,,39 EW all 439 names @75% - CONTROL (no eligibility filter),,
