claimset,nonmono,panel,arm,cost,resolution,step,n_pass_rungs,w_ladder,w_exact,d_width,class_ladder,class_exact,artefact_width,artefact_class,artefact,g_lo_ladder,g_hi_ladder,g_lo_exact,g_hi_exact,sharpe_ok
REPRO,False,U56,CAND20,10.0,RECORD8,0.1,1,0.0,0.20955048506164564,-0.20955048506164564,SINGLE,WIDE,True,True,True,0.75,0.75,0.6241396102905273,0.833690095352173,True
REPRO,False,U56,CAND20,10.0,STEP25,0.25,1,0.0,0.20955048506164564,-0.20955048506164564,SINGLE,NARROW,False,False,False,0.75,0.75,0.6241396102905273,0.833690095352173,True
REPRO,False,U56,CAND20,10.0,STEP10,0.1,2,0.10000000000000009,0.20955048506164564,-0.10955048506164555,WIDE,WIDE,True,False,True,0.7,0.8,0.6241396102905273,0.833690095352173,True
REPRO,False,U56,CAND20,10.0,STEP05,0.05,4,0.15000000000000002,0.20955048506164564,-0.05955048506164562,WIDE,WIDE,True,False,True,0.65,0.8,0.6241396102905273,0.833690095352173,True
REPRO,False,U56,CAND20,10.0,STEP01,0.01,21,0.19999999999999996,0.20955048506164564,-0.009550485061645686,WIDE,WIDE,False,False,False,0.63,0.83,0.6241396102905273,0.833690095352173,True
REPRO,False,U56,CAND20,25.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7295087795257568,0.8274360346069336,False
REPRO,False,U56,CAND20,25.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7295087795257568,0.8274360346069336,False
REPRO,False,U56,CAND20,25.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7295087795257568,0.8274360346069336,False
REPRO,False,U56,CAND20,25.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7295087795257568,0.8274360346069336,False
REPRO,False,U56,CAND20,25.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7295087795257568,0.8274360346069336,False
REPRO,False,U56,CAND10,0.0,RECORD8,0.1,3,0.25,0.33614405767822264,-0.08614405767822264,WIDE,WIDE,False,False,False,0.6,0.85,0.539408555984497,0.8755526136627196,True
REPRO,False,U56,CAND10,0.0,STEP25,0.25,1,0.0,0.33614405767822264,-0.33614405767822264,SINGLE,WIDE,True,True,True,0.75,0.75,0.539408555984497,0.8755526136627196,True
REPRO,False,U56,CAND10,0.0,STEP10,0.1,3,0.20000000000000007,0.33614405767822264,-0.13614405767822257,WIDE,WIDE,True,False,True,0.6,0.8,0.539408555984497,0.8755526136627196,True
REPRO,False,U56,CAND10,0.0,STEP05,0.05,7,0.29999999999999993,0.33614405767822264,-0.03614405767822271,WIDE,WIDE,False,False,False,0.55,0.85,0.539408555984497,0.8755526136627196,True
REPRO,False,U56,CAND10,0.0,STEP01,0.01,34,0.32999999999999996,0.33614405767822264,-0.006144057678222681,WIDE,WIDE,False,False,False,0.54,0.87,0.539408555984497,0.8755526136627196,True
REPRO,False,U56,CAND10,10.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6070915603637697,0.8722347540130615,False
REPRO,False,U56,CAND10,10.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6070915603637697,0.8722347540130615,False
REPRO,False,U56,CAND10,10.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6070915603637697,0.8722347540130615,False
REPRO,False,U56,CAND10,10.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6070915603637697,0.8722347540130615,False
REPRO,False,U56,CAND10,10.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6070915603637697,0.8722347540130615,False
REPRO,False,U56,CAND10,25.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7515317153930664,0.8672988905181884,False
REPRO,False,U56,CAND10,25.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7515317153930664,0.8672988905181884,False
REPRO,False,U56,CAND10,25.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7515317153930664,0.8672988905181884,False
REPRO,False,U56,CAND10,25.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7515317153930664,0.8672988905181884,False
REPRO,False,U56,CAND10,25.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.7515317153930664,0.8672988905181884,False
REPRO,False,U56,CAND05,0.0,RECORD8,0.1,2,0.09999999999999998,0.30602444021606445,-0.20602444021606447,WIDE,WIDE,True,False,True,0.5,0.6,0.4317513389587402,0.7377757791748046,True
REPRO,False,U56,CAND05,0.0,STEP25,0.25,1,0.0,0.30602444021606445,-0.30602444021606445,SINGLE,WIDE,True,True,True,0.5,0.5,0.4317513389587402,0.7377757791748046,True
REPRO,False,U56,CAND05,0.0,STEP10,0.1,3,0.19999999999999996,0.30602444021606445,-0.1060244402160645,WIDE,WIDE,True,False,True,0.5,0.7,0.4317513389587402,0.7377757791748046,True
REPRO,False,U56,CAND05,0.0,STEP05,0.05,6,0.24999999999999994,0.30602444021606445,-0.05602444021606451,WIDE,WIDE,True,False,True,0.45,0.7,0.4317513389587402,0.7377757791748046,True
REPRO,False,U56,CAND05,0.0,STEP01,0.01,30,0.29,0.30602444021606445,-0.016024440216064473,WIDE,WIDE,True,False,True,0.44,0.73,0.4317513389587402,0.7377757791748046,True
REPRO,False,U56,CAND05,10.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.4865521774291992,0.7017580618133544,False
REPRO,False,U56,CAND05,10.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.4865521774291992,0.7017580618133544,False
REPRO,False,U56,CAND05,10.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.4865521774291992,0.7017580618133544,False
REPRO,False,U56,CAND05,10.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.4865521774291992,0.7017580618133544,False
REPRO,False,U56,CAND05,10.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.4865521774291992,0.7017580618133544,False
REPRO,False,U56,CAND05,25.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6039954624176026,0.6437059873809814,False
REPRO,False,U56,CAND05,25.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6039954624176026,0.6437059873809814,False
REPRO,False,U56,CAND05,25.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6039954624176026,0.6437059873809814,False
REPRO,False,U56,CAND05,25.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6039954624176026,0.6437059873809814,False
REPRO,False,U56,CAND05,25.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6039954624176026,0.6437059873809814,False
REPRO,False,U56,CAND20_NOCAP,0.0,RECORD8,0.1,1,0.0,0.19646559278869624,-0.19646559278869624,SINGLE,WIDE,True,True,True,0.6,0.6,0.5149843120574951,0.7114499048461913,True
REPRO,False,U56,CAND20_NOCAP,0.0,STEP25,0.25,0,0.0,0.19646559278869624,-0.19646559278869624,EMPTY,NARROW,False,True,True,,,0.5149843120574951,0.7114499048461913,True
REPRO,False,U56,CAND20_NOCAP,0.0,STEP10,0.1,2,0.09999999999999998,0.19646559278869624,-0.09646559278869626,WIDE,WIDE,False,False,False,0.6,0.7,0.5149843120574951,0.7114499048461913,True
REPRO,False,U56,CAND20_NOCAP,0.0,STEP05,0.05,4,0.1499999999999999,0.19646559278869624,-0.04646559278869633,WIDE,WIDE,False,False,False,0.55,0.7,0.5149843120574951,0.7114499048461913,True
REPRO,False,U56,CAND20_NOCAP,0.0,STEP01,0.01,20,0.18999999999999995,0.19646559278869624,-0.006465592788696295,WIDE,WIDE,False,False,False,0.52,0.71,0.5149843120574951,0.7114499048461913,True
REPRO,False,U56,CAND20_NOCAP,10.0,RECORD8,0.1,1,0.0,0.15085501615905728,-0.15085501615905728,SINGLE,WIDE,True,True,True,0.6,0.6,0.5559959506988527,0.7068509668579099,True
REPRO,False,U56,CAND20_NOCAP,10.0,STEP25,0.25,0,0.0,0.15085501615905728,-0.15085501615905728,EMPTY,NARROW,False,True,True,,,0.5559959506988527,0.7068509668579099,True
REPRO,False,U56,CAND20_NOCAP,10.0,STEP10,0.1,2,0.09999999999999998,0.15085501615905728,-0.0508550161590573,WIDE,WIDE,False,False,False,0.6,0.7,0.5559959506988527,0.7068509668579099,True
REPRO,False,U56,CAND20_NOCAP,10.0,STEP05,0.05,3,0.09999999999999998,0.15085501615905728,-0.0508550161590573,WIDE,WIDE,True,False,True,0.6,0.7,0.5559959506988527,0.7068509668579099,True
REPRO,False,U56,CAND20_NOCAP,10.0,STEP01,0.01,15,0.1399999999999999,0.15085501615905728,-0.010855016159057373,WIDE,WIDE,True,False,True,0.56,0.7,0.5559959506988527,0.7068509668579099,True
REPRO,False,U56,CAND20_NOCAP,25.0,RECORD8,0.1,0,0.0,0.06798656980896012,-0.06798656980896012,EMPTY,NARROW,False,True,True,,,0.6320725879669188,0.7000591577758789,True
REPRO,False,U56,CAND20_NOCAP,25.0,STEP25,0.25,0,0.0,0.06798656980896012,-0.06798656980896012,EMPTY,NARROW,False,True,True,,,0.6320725879669188,0.7000591577758789,True
REPRO,False,U56,CAND20_NOCAP,25.0,STEP10,0.1,1,0.0,0.06798656980896012,-0.06798656980896012,SINGLE,NARROW,False,False,False,0.7,0.7,0.6320725879669188,0.7000591577758789,True
REPRO,False,U56,CAND20_NOCAP,25.0,STEP05,0.05,2,0.04999999999999993,0.06798656980896012,-0.017986569808960184,WIDE,WIDE,False,False,False,0.65,0.7,0.6320725879669188,0.7000591577758789,True
REPRO,False,U56,CAND20_NOCAP,25.0,STEP01,0.01,7,0.05999999999999994,0.06798656980896012,-0.007986569808960176,WIDE,WIDE,False,False,False,0.64,0.7,0.6320725879669188,0.7000591577758789,True
REPRO,False,U56,EWELIG,0.0,RECORD8,0.1,3,0.19999999999999996,0.268252616333008,-0.06825261633300805,WIDE,WIDE,False,False,False,0.75,0.95,0.7053976669311522,0.9736502832641603,True
REPRO,False,U56,EWELIG,0.0,STEP25,0.25,1,0.0,0.268252616333008,-0.268252616333008,SINGLE,WIDE,True,True,True,0.75,0.75,0.7053976669311522,0.9736502832641603,True
REPRO,False,U56,EWELIG,0.0,STEP10,0.1,2,0.09999999999999998,0.268252616333008,-0.16825261633300803,WIDE,WIDE,True,False,True,0.8,0.9,0.7053976669311522,0.9736502832641603,True
REPRO,False,U56,EWELIG,0.0,STEP05,0.05,5,0.19999999999999996,0.268252616333008,-0.06825261633300805,WIDE,WIDE,True,False,True,0.75,0.95,0.7053976669311522,0.9736502832641603,True
REPRO,False,U56,EWELIG,0.0,STEP01,0.01,27,0.26,0.268252616333008,-0.008252616333008,WIDE,WIDE,False,False,False,0.71,0.97,0.7053976669311522,0.9736502832641603,True
REPRO,False,U56,EWELIG,10.0,RECORD8,0.1,2,0.09999999999999998,0.20012228147888167,-0.10012228147888169,WIDE,WIDE,True,False,True,0.85,0.95,0.7670083980560304,0.967130679534912,True
REPRO,False,U56,EWELIG,10.0,STEP25,0.25,0,0.0,0.20012228147888167,-0.20012228147888167,EMPTY,NARROW,False,True,True,,,0.7670083980560304,0.967130679534912,True
REPRO,False,U56,EWELIG,10.0,STEP10,0.1,2,0.09999999999999998,0.20012228147888167,-0.10012228147888169,WIDE,WIDE,True,False,True,0.8,0.9,0.7670083980560304,0.967130679534912,True
REPRO,False,U56,EWELIG,10.0,STEP05,0.05,4,0.1499999999999999,0.20012228147888167,-0.05012228147888176,WIDE,WIDE,True,False,True,0.8,0.95,0.7670083980560304,0.967130679534912,True
REPRO,False,U56,EWELIG,10.0,STEP01,0.01,20,0.18999999999999995,0.20012228147888167,-0.010122281478881723,WIDE,WIDE,True,False,True,0.77,0.96,0.7670083980560304,0.967130679534912,True
REPRO,False,U56,EWELIG,25.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.8835275173187257,0.9574921354522705,False
REPRO,False,U56,EWELIG,25.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.8835275173187257,0.9574921354522705,False
REPRO,False,U56,EWELIG,25.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.8835275173187257,0.9574921354522705,False
REPRO,False,U56,EWELIG,25.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.8835275173187257,0.9574921354522705,False
REPRO,False,U56,EWELIG,25.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.8835275173187257,0.9574921354522705,False
REPRO,False,U56,SPYBH,0.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6929476032257081,0.5644685320129393,False
REPRO,False,U56,SPYBH,0.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6929476032257081,0.5644685320129393,False
REPRO,False,U56,SPYBH,0.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6929476032257081,0.5644685320129393,False
REPRO,False,U56,SPYBH,0.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6929476032257081,0.5644685320129393,False
REPRO,False,U56,SPYBH,0.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6929476032257081,0.5644685320129393,False
REPRO,False,U56,SPYBH,10.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6943181476593018,0.5642305902709961,False
REPRO,False,U56,SPYBH,10.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6943181476593018,0.5642305902709961,False
REPRO,False,U56,SPYBH,10.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6943181476593018,0.5642305902709961,False
REPRO,False,U56,SPYBH,10.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6943181476593018,0.5642305902709961,False
REPRO,False,U56,SPYBH,10.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6943181476593018,0.5642305902709961,False
REPRO,False,U56,SPYBH,25.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.6963615913391115,0.563873677658081,False
