src,n_chars,C_STRICT,C_PROX,C_ALL,N_MULT,MAX_MULT,MIN_MULT,STATES_K,N_DISTINCT_K,K_MIN,K_MAX,VARYING_K,IS_BAND,BAND_LO,BAND_HI,ADJUDICATED
LEADERBOARD,953,False,False,True,0,,,True,1,252,252,False,False,,,True
LEADERBOARD,979,False,False,False,0,,,True,4,2,84,True,False,,,True
LEADERBOARD,943,False,False,False,2,18.0,7.9,True,2,3,420,True,False,,,True
LEADERBOARD,790,False,False,False,0,,,True,1,840,840,False,False,,,True
LEADERBOARD,1033,False,True,True,1,1.5,1.5,True,1,168,168,False,False,,,False
LEADERBOARD,922,False,False,True,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,594,False,False,True,0,,,True,2,173,3349,True,False,,,True
LEADERBOARD,625,False,False,False,1,2.0,2.0,False,0,0,0,False,False,,,True
LEADERBOARD,792,False,False,False,0,,,True,2,16,64,True,False,,,True
LEADERBOARD,653,False,False,False,0,,,True,1,64,64,False,False,,,True
LEADERBOARD,483,False,False,False,0,,,True,2,72,439,True,False,,,True
LEADERBOARD,664,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,668,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,661,False,False,True,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,549,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,614,False,False,False,0,,,True,1,12,12,False,False,,,False
LEADERBOARD,793,False,False,True,0,,,True,2,144,439,True,False,,,False
LEADERBOARD,692,False,False,False,0,,,True,1,439,439,False,False,,,True
LEADERBOARD,703,False,False,False,0,,,True,1,108,108,False,False,,,True
LEADERBOARD,682,False,False,True,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,762,False,False,False,0,,,True,2,56,439,True,False,,,False
LEADERBOARD,823,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,675,False,False,False,0,,,True,1,3,3,False,False,,,True
LEADERBOARD,648,False,False,False,0,,,True,2,0,3,True,False,,,False
LEADERBOARD,859,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,852,False,False,True,0,,,True,3,0,9,True,False,,,True
LEADERBOARD,590,False,False,True,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,855,False,False,False,0,,,True,2,3,219,True,False,,,True
LEADERBOARD,772,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,651,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,623,False,True,True,1,1.5,1.5,True,2,31,2017,True,False,,,False
LEADERBOARD,760,False,False,False,0,,,True,5,3,6138,True,False,,,False
LEADERBOARD,493,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,853,False,False,False,0,,,True,3,3,792,True,False,,,True
LEADERBOARD,846,False,False,True,0,,,True,2,68,122,True,False,,,True
LEADERBOARD,692,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,645,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,659,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,810,False,True,True,1,270.0,270.0,False,0,0,0,False,False,,,False
LEADERBOARD,570,False,False,False,0,,,True,2,26951,172144,True,False,,,True
LEADERBOARD,621,False,False,False,0,,,True,2,3,297,True,False,,,True
LEADERBOARD,863,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,689,False,False,False,0,,,True,1,381,381,False,False,,,False
LEADERBOARD,677,False,False,True,0,,,True,2,3,2687,True,False,,,False
LEADERBOARD,719,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,691,False,False,False,0,,,True,2,16,24,True,False,,,False
LEADERBOARD,859,False,False,False,0,,,True,3,3,17,True,False,,,True
LEADERBOARD,842,False,False,False,5,23.0,12.0,True,3,20,448,True,False,,,True
LEADERBOARD,678,False,False,True,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,604,False,False,True,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,624,False,False,True,0,,,True,1,116,116,False,False,,,False
LEADERBOARD,647,False,False,True,0,,,True,1,284,284,False,False,,,False
LEADERBOARD,645,False,False,True,0,,,True,1,3,3,False,False,,,False
LEADERBOARD,602,False,False,True,0,,,True,3,3,42,True,False,,,True
LEADERBOARD,597,False,False,True,0,,,True,1,6,6,False,False,,,True
LEADERBOARD,559,False,False,True,0,,,True,1,294,294,False,False,,,False
LEADERBOARD,546,False,False,True,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,506,False,True,True,1,9.0,9.0,False,0,0,0,False,False,,,False
LEADERBOARD,424,False,False,True,0,,,True,2,46,93,True,False,,,False
LEADERBOARD,425,False,True,True,1,439.0,439.0,False,0,0,0,False,False,,,False
LEADERBOARD,399,False,True,True,1,15.1,15.1,False,0,0,0,False,False,,,False
LEADERBOARD,469,False,False,True,0,,,True,1,6,6,False,False,,,True
LEADERBOARD,471,False,False,True,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,540,False,False,True,0,,,True,2,3,126,True,False,,,True
LEADERBOARD,566,False,False,True,0,,,True,1,0,0,False,False,,,True
LEADERBOARD,471,True,True,True,1,1.93,1.93,False,0,0,0,False,False,,,True
LEADERBOARD,532,False,False,False,0,,,True,3,2,16,True,False,,,False
LEADERBOARD,514,False,False,False,0,,,True,2,46,50,True,False,,,True
LEADERBOARD,578,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,451,False,False,False,0,,,True,1,96,96,False,False,,,False
LEADERBOARD,582,False,False,False,0,,,True,1,6,6,False,False,,,True
LEADERBOARD,462,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,415,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,520,False,False,False,0,,,True,4,2,378,True,False,,,True
LEADERBOARD,420,True,True,True,1,1.93,1.93,False,0,0,0,False,False,,,True
LEADERBOARD,459,False,False,False,0,,,True,1,6,6,False,False,,,True
LEADERBOARD,483,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,514,False,False,False,2,14.0,6.2,True,1,9,9,False,False,,,True
LEADERBOARD,512,False,False,False,1,4.3,4.3,False,0,0,0,False,False,,,True
LEADERBOARD,559,False,False,False,0,,,True,1,18,18,False,False,,,True
LEADERBOARD,372,False,False,False,0,,,True,2,2,40,True,False,,,True
LEADERBOARD,415,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,431,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,384,False,False,False,2,13.77,9.63,False,0,0,0,False,False,,,False
LEADERBOARD,483,False,False,False,0,,,True,2,1,8,True,False,,,True
LEADERBOARD,415,False,False,False,0,,,True,1,30,30,False,False,,,True
LEADERBOARD,426,False,False,True,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,471,False,False,True,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,385,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,428,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,300,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,518,False,False,True,0,,,True,1,6,6,False,False,,,True
LEADERBOARD,400,False,False,True,0,,,True,1,4,4,False,False,,,False
LEADERBOARD,475,False,False,True,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,466,False,False,True,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,404,False,True,True,1,14.6,14.6,False,0,0,0,False,False,,,False
LEADERBOARD,516,False,False,True,0,,,True,1,8,8,False,False,,,True
LEADERBOARD,577,False,False,False,0,,,True,1,4,4,False,False,,,True
LEADERBOARD,384,False,False,False,0,,,True,1,144,144,False,False,,,True
LEADERBOARD,436,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,432,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,352,False,False,True,0,,,True,1,48,48,False,False,,,True
LEADERBOARD,327,False,False,True,0,,,True,1,60,60,False,False,,,True
LEADERBOARD,412,False,False,False,0,,,True,1,60,60,False,False,,,True
LEADERBOARD,458,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,422,False,False,False,0,,,True,1,12,12,False,False,,,True
LEADERBOARD,476,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,151,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,151,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,152,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,153,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,171,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,140,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,140,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,171,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,171,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,171,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,194,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,178,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,185,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,139,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,144,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,144,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,145,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,152,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,184,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,185,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,194,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,190,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,171,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,172,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,176,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,172,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,69,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,33,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,173,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,174,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,176,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,145,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,169,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,173,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,143,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,144,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,174,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,144,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,143,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,145,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,149,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,170,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,149,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,206,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,153,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,197,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,148,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,257,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,167,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,167,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,161,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,146,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,146,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,188,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,188,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,188,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,196,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,218,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,218,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,171,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,188,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,171,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,157,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,157,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,158,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,131,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,148,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,155,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,148,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,131,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,132,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,132,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,157,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,147,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,132,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,132,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,132,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,181,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,181,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,182,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,182,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,207,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,152,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,149,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,152,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,149,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,150,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,135,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,152,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,155,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,152,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,137,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,137,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,137,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,137,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,154,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,195,False,False,False,1,1.8,1.8,False,0,0,0,False,False,,,True
LEADERBOARD,145,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,157,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,185,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,167,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,193,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,221,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,193,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,176,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,217,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,216,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,218,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,217,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,228,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,216,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,218,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,217,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,186,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,174,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,199,False,False,False,0,,,False,0,0,0,False,False,,,False
LEADERBOARD,200,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,200,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,201,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,201,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,201,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,201,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,201,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,201,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,208,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,208,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,208,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,209,False,False,False,0,,,False,0,0,0,False,False,,,True
LEADERBOARD,200,False,False,False,0,,,False,0,0,0,False,False,,,True
