scope,item,file,x,y,rows,levels,pinned,x0,n_pins,next_up,next_dn,exact_crossing,last_nonpos,reader_floor,published,kind
SWEEP,,2026-09-06_gate-instrument-speed-curve_cloud.keep.csv,dial,pass4b,408,14,True,0.1,5,0.12,0.08,,252.0,False,,
SWEEP,,2026-09-06_gate-instrument-speed-curve_cloud.keep.csv,flips,dial,408,48,True,5.654991527064019,3,5.881313878582322,3.979062812259549,7.442769168783254,6.887203930074751,False,,
SWEEP,,2026-09-06_gate-instrument-speed-curve_cloud.keep.csv,flips,pass4a,408,48,True,0.2588096808724951,47,0.3060708838860941,,,8.601415634650671,False,,
SWEEP,,2026-09-06_gate-instrument-speed-curve_cloud.keep.csv,flips,pass4b,408,48,True,0.2588096808724951,35,0.3060708838860941,,,8.601415634650671,False,,
SWEEP,,2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.bookgrid.csv,band,dIS,126,7,True,0.0,1,0.02,,0.02,0.0,True,,
SWEEP,,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.curve.csv,decile,sd_d_median,36,9,True,9.0,1,,8.0,,9.0,False,,
SWEEP,,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.curve.csv,decile,switch,36,9,True,7.0,3,8.0,6.0,,9.0,False,,
SWEEP,,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.curve.csv,share_lo,sd_d_median,36,9,True,0.9583333333333331,1,,0.9049213551119178,,0.9583333333333331,False,,
SWEEP,,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.curve.csv,share_lo,switch,36,9,True,0.8125,3,0.9049213551119178,0.71875,,0.9583333333333331,False,,
SWEEP,,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.curve.csv,share_hi,sd_d_median,36,9,True,1.0,1,,0.9583333333333331,,1.0,False,,
SWEEP,,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.curve.csv,share_hi,switch,36,9,True,0.9049213551119178,3,0.9583333333333331,0.8125,,1.0,False,,
SWEEP,,2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_cloud.curve.csv,q,Sharpe_sd,432,6,True,1.0,1,,0.95,,1.0,False,,
SWEEP,,2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_cloud.curve.csv,q,premium_sd,432,6,True,1.0,1,,0.95,,1.0,False,,
SWEEP,,2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_cloud.curve.csv,base,cost,432,9,True,0.4344070840717527,3,0.9059874589571602,0.3344127721447989,,1.1323917267232175,False,,
