panel,arm,cost,ceiling,ceiling_tag,claimset,nonmono,insolvent,chooser,IS_empty,IS_lo,IS_hi,g_pick,levered_pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,pass4b,pass4a,turn_yr,leg_L1_H1,leg_L2_H2,leg_L3_OOS,leg_L4_DDcap,leg_L5_CAGRfloor
U56,BAND03,10.0,1.25,LEV125,REPRO,False,False,IS_MID,False,1.04,1.25,1.145,True,0.14558785403823693,1.2759994330736788,-0.18110226015204867,1.4064336089920302,1.1330189956157963,True,False,2.718623410135532,True,True,True,True,True
U56,BAND03,10.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,1.04,1.25,1.25,True,0.1592263643609637,1.2756107625727806,-0.196857642541721,1.4054432137507251,1.133278674487329,True,False,2.971798073935622,True,True,True,True,True
U56,BAND03,10.0,1.5,LEV150,REPRO,False,False,IS_MID,False,1.04,1.27,1.155,True,0.1468852285264357,1.2759638494036751,-0.18260892748901847,1.406341141087753,1.1330446701158465,True,False,2.7425656434369214,True,True,True,True,True
U56,BAND03,10.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,1.04,1.27,1.27,True,0.1618280188065191,1.2755327543480748,-0.19984250443767648,1.4052494182263486,1.133325518376387,True,False,3.020529827529038,True,True,True,True,True
U56,BAND03,10.0,2.0,LEV200,REPRO,False,False,IS_MID,False,1.04,1.27,1.155,True,0.1468852285264357,1.2759638494036751,-0.18260892748901847,1.406341141087753,1.1330446701158465,True,False,2.7425656434369214,True,True,True,True,True
U56,BAND03,10.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,1.04,1.27,1.27,True,0.1618280188065191,1.2755327543480748,-0.19984250443767648,1.4052494182263486,1.133325518376387,True,False,3.020529827529038,True,True,True,True,True
U56,BAND03,10.0,3.0,LEV300,REPRO,False,False,IS_MID,False,1.04,1.27,1.155,True,0.1468852285264357,1.2759638494036751,-0.18260892748901847,1.406341141087753,1.1330446701158465,True,False,2.7425656434369214,True,True,True,True,True
U56,BAND03,10.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,1.04,1.27,1.27,True,0.1618280188065191,1.2755327543480748,-0.19984250443767648,1.4052494182263486,1.133325518376387,True,False,3.020529827529038,True,True,True,True,True
U56,BAND03,25.0,1.0,PROTO,REPRO,False,False,IS_MID,True,,,,,,,,,,,,,,,,,
U56,BAND03,25.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,True,,,,,,,,,,,,,,,,,
U56,BAND03,25.0,1.25,LEV125,REPRO,False,False,IS_MID,False,1.08,1.22,1.15,True,0.14155278728133158,1.2393196783620768,-0.18239488427189587,1.3751873513405426,1.0899955160535002,True,False,2.7305908454758736,True,True,True,True,True
U56,BAND03,25.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,1.08,1.22,1.22,True,0.1503147142974559,1.2390434141901856,-0.19293795234836586,1.3745171805649403,1.0901396885806642,True,False,2.8990475482780442,True,True,True,True,True
U56,BAND03,25.0,1.5,LEV150,REPRO,False,False,IS_MID,False,1.08,1.22,1.15,True,0.14155278728133158,1.2393196783620768,-0.18239488427189587,1.3751873513405426,1.0899955160535002,True,False,2.7305908454758736,True,True,True,True,True
U56,BAND03,25.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,1.08,1.22,1.22,True,0.1503147142974559,1.2390434141901856,-0.19293795234836586,1.3745171805649403,1.0901396885806642,True,False,2.8990475482780442,True,True,True,True,True
U56,BAND03,25.0,2.0,LEV200,REPRO,False,False,IS_MID,False,1.08,1.22,1.15,True,0.14155278728133158,1.2393196783620768,-0.18239488427189587,1.3751873513405426,1.0899955160535002,True,False,2.7305908454758736,True,True,True,True,True
U56,BAND03,25.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,1.08,1.22,1.22,True,0.1503147142974559,1.2390434141901856,-0.19293795234836586,1.3745171805649403,1.0901396885806642,True,False,2.8990475482780442,True,True,True,True,True
U56,BAND03,25.0,3.0,LEV300,REPRO,False,False,IS_MID,False,1.08,1.22,1.15,True,0.14155278728133158,1.2393196783620768,-0.18239488427189587,1.3751873513405426,1.0899955160535002,True,False,2.7305908454758736,True,True,True,True,True
U56,BAND03,25.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,1.08,1.22,1.22,True,0.1503147142974559,1.2390434141901856,-0.19293795234836586,1.3745171805649403,1.0901396885806642,True,False,2.8990475482780442,True,True,True,True,True
U56,BAND08,0.0,1.0,PROTO,REPRO,False,False,IS_MID,False,0.98,1.0,0.99,False,0.12065408034353164,1.1789071782611977,-0.1885642770635373,1.259875571795433,1.0918152708818365,True,False,1.5333938915957646,True,True,True,True,True
U56,BAND08,0.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,False,0.98,1.0,1.0,False,0.12188751623081617,1.1788570950897204,-0.19037403419352605,1.259768514205952,1.0918335008072486,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,0.0,1.25,LEV125,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.1323800736650942,1.178427595619362,-0.20567995736331823,1.2588522455522926,1.0919886240016803,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,0.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1453603886981285,1.1778875300236096,-0.2243968499237995,1.2577047116015263,1.0921806561111622,False,False,1.8379777100391306,True,True,True,False,True
U56,BAND08,0.0,1.5,LEV150,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.1323800736650942,1.178427595619362,-0.20567995736331823,1.2588522455522926,1.0919886240016803,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,0.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1453603886981285,1.1778875300236096,-0.2243968499237995,1.2577047116015263,1.0921806561111622,False,False,1.8379777100391306,True,True,True,False,True
U56,BAND08,0.0,2.0,LEV200,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.1323800736650942,1.178427595619362,-0.20567995736331823,1.2588522455522926,1.0919886240016803,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,0.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1453603886981285,1.1778875300236096,-0.2243968499237995,1.2577047116015263,1.0921806561111622,False,False,1.8379777100391306,True,True,True,False,True
U56,BAND08,0.0,3.0,LEV300,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.1323800736650942,1.178427595619362,-0.20567995736331823,1.2588522455522926,1.0919886240016803,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,0.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1453603886981285,1.1778875300236096,-0.2243968499237995,1.2577047116015263,1.0921806561111622,False,False,1.8379777100391306,True,True,True,False,True
U56,BAND08,10.0,1.0,PROTO,REPRO,False,False,IS_MID,False,0.99,1.0,0.995,False,0.11954397197706479,1.1635959226204222,-0.18960110098887217,1.246127914475431,1.0745574388779635,True,False,1.5409172927195287,True,True,True,True,True
U56,BAND08,10.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,False,0.99,1.0,1.0,False,0.12015132965351971,1.163573347220819,-0.19050613852673592,1.2460769332785626,1.0745687786917875,True,False,1.5484444904125099,True,True,True,True,True
U56,BAND08,10.0,1.25,LEV125,REPRO,False,False,IS_MID,False,0.99,1.18,1.085,True,0.13048226765631932,1.1631784173660478,-0.2058187820154368,1.245196063384707,1.0747548793452695,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,10.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,0.99,1.18,1.18,True,0.14203950174243452,1.162709159593263,-0.22277021770143857,1.2441783965667375,1.0749432905899967,False,False,1.82248716864063,True,True,True,False,True
U56,BAND08,10.0,1.5,LEV150,REPRO,False,False,IS_MID,False,0.99,1.18,1.085,True,0.13048226765631932,1.1631784173660478,-0.2058187820154368,1.245196063384707,1.0747548793452695,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,10.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,0.99,1.18,1.18,True,0.14203950174243452,1.162709159593263,-0.22277021770143857,1.2441783965667375,1.0749432905899967,False,False,1.82248716864063,True,True,True,False,True
U56,BAND08,10.0,2.0,LEV200,REPRO,False,False,IS_MID,False,0.99,1.18,1.085,True,0.13048226765631932,1.1631784173660478,-0.2058187820154368,1.245196063384707,1.0747548793452695,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,10.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,0.99,1.18,1.18,True,0.14203950174243452,1.162709159593263,-0.22277021770143857,1.2441783965667375,1.0749432905899967,False,False,1.82248716864063,True,True,True,False,True
U56,BAND08,10.0,3.0,LEV300,REPRO,False,False,IS_MID,False,0.99,1.18,1.085,True,0.13048226765631932,1.1631784173660478,-0.2058187820154368,1.245196063384707,1.0747548793452695,False,False,1.6769459547673662,True,True,True,False,True
U56,BAND08,10.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,0.99,1.18,1.18,True,0.14203950174243452,1.162709159593263,-0.22277021770143857,1.2441783965667375,1.0749432905899967,False,False,1.82248716864063,True,True,True,False,True
U56,BAND08,25.0,1.0,PROTO,REPRO,False,False,IS_MID,True,,,,,,,,,,,,,,,,,
U56,BAND08,25.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,True,,,,,,,,,,,,,,,,,
U56,BAND08,25.0,1.25,LEV125,REPRO,False,False,IS_MID,False,1.01,1.17,1.0899999999999999,True,0.1282348746861448,1.1402684989954766,-0.20692404813163756,1.2246501246689856,1.0488955511383848,False,False,1.6845434239967478,True,True,True,False,True
U56,BAND08,25.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,1.01,1.17,1.17,True,0.1377332676324945,1.1398987753542484,-0.22121275056348455,1.2238201203816974,1.0490737828957089,False,False,1.8070347777717413,True,True,True,False,True
U56,BAND08,25.0,1.5,LEV150,REPRO,False,False,IS_MID,False,1.01,1.17,1.0899999999999999,True,0.1282348746861448,1.1402684989954766,-0.20692404813163756,1.2246501246689856,1.0488955511383848,False,False,1.6845434239967478,True,True,True,False,True
U56,BAND08,25.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,1.01,1.17,1.17,True,0.1377332676324945,1.1398987753542484,-0.22121275056348455,1.2238201203816974,1.0490737828957089,False,False,1.8070347777717413,True,True,True,False,True
U56,BAND08,25.0,2.0,LEV200,REPRO,False,False,IS_MID,False,1.01,1.17,1.0899999999999999,True,0.1282348746861448,1.1402684989954766,-0.20692404813163756,1.2246501246689856,1.0488955511383848,False,False,1.6845434239967478,True,True,True,False,True
U56,BAND08,25.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,1.01,1.17,1.17,True,0.1377332676324945,1.1398987753542484,-0.22121275056348455,1.2238201203816974,1.0490737828957089,False,False,1.8070347777717413,True,True,True,False,True
U56,BAND08,25.0,3.0,LEV300,REPRO,False,False,IS_MID,False,1.01,1.17,1.0899999999999999,True,0.1282348746861448,1.1402684989954766,-0.20692404813163756,1.2246501246689856,1.0488955511383848,False,False,1.6845434239967478,True,True,True,False,True
U56,BAND08,25.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,1.01,1.17,1.17,True,0.1377332676324945,1.1398987753542484,-0.22121275056348455,1.2238201203816974,1.0490737828957089,False,False,1.8070347777717413,True,True,True,False,True
U56,BAND03_M,0.0,1.0,PROTO,REPRO,False,False,IS_MID,False,0.96,1.0,0.98,False,0.1274354910177955,1.2410088577301404,-0.18436686332286567,1.333381501070692,1.1409268011076474,True,False,1.6263329418118968,True,True,True,True,True
U56,BAND03_M,0.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,False,0.96,1.0,1.0,False,0.13010193004050308,1.2410751910760953,-0.18783781874682826,1.3333584282958224,1.1410990180120555,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,0.0,1.25,LEV125,REPRO,False,False,IS_MID,False,0.96,1.2,1.08,True,0.1407923798889339,1.2413384370299299,-0.201611803232435,1.333262931596444,1.1417876253233772,True,False,1.7921265241557385,True,True,True,True,True
U56,BAND03_M,0.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,0.96,1.2,1.2,True,0.15690108995073926,1.2417271474799612,-0.22194716511480794,1.3331102520970755,1.14281984689071,False,False,1.9925941537034477,True,True,True,False,True
U56,BAND03_M,0.0,1.5,LEV150,REPRO,False,False,IS_MID,False,0.96,1.2,1.08,True,0.1407923798889339,1.2413384370299299,-0.201611803232435,1.333262931596444,1.1417876253233772,True,False,1.7921265241557385,True,True,True,True,True
U56,BAND03_M,0.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,0.96,1.2,1.2,True,0.15690108995073926,1.2417271474799612,-0.22194716511480794,1.3331102520970755,1.14281984689071,False,False,1.9925941537034477,True,True,True,False,True
U56,BAND03_M,0.0,2.0,LEV200,REPRO,False,False,IS_MID,False,0.96,1.2,1.08,True,0.1407923798889339,1.2413384370299299,-0.201611803232435,1.333262931596444,1.1417876253233772,True,False,1.7921265241557385,True,True,True,True,True
U56,BAND03_M,0.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,0.96,1.2,1.2,True,0.15690108995073926,1.2417271474799612,-0.22194716511480794,1.3331102520970755,1.14281984689071,False,False,1.9925941537034477,True,True,True,False,True
U56,BAND03_M,0.0,3.0,LEV300,REPRO,False,False,IS_MID,False,0.96,1.2,1.08,True,0.1407923798889339,1.2413384370299299,-0.201611803232435,1.333262931596444,1.1417876253233772,True,False,1.7921265241557385,True,True,True,True,True
U56,BAND03_M,0.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,0.96,1.2,1.2,True,0.15690108995073926,1.2417271474799612,-0.22194716511480794,1.3331102520970755,1.14281984689071,False,False,1.9925941537034477,True,True,True,False,True
U56,BAND03_M,10.0,1.0,PROTO,REPRO,False,False,IS_MID,False,0.98,1.0,0.99,False,0.12691732382507825,1.225007020176153,-0.1863169012256597,1.319920593704822,1.1218386983085495,True,False,1.6428670273826333,True,True,True,True,True
U56,BAND03_M,10.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,False,0.98,1.0,1.0,False,0.12823003720224202,1.225041620056701,-0.1880527277690669,1.3199106050867464,1.1219257578049109,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,10.0,1.25,LEV125,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.13941074449535118,1.225329856907412,-0.20269627682722557,1.3198179117032034,1.1226626089825065,False,False,1.800444789420627,True,True,True,False,True
U56,BAND03_M,10.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1532771471101777,1.2256718307372412,-0.2205138974577574,1.3196853807055884,1.1235645435664308,False,False,1.975816129297536,True,True,True,False,True
U56,BAND03_M,10.0,1.5,LEV150,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.13941074449535118,1.225329856907412,-0.20269627682722557,1.3198179117032034,1.1226626089825065,False,False,1.800444789420627,True,True,True,False,True
U56,BAND03_M,10.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1532771471101777,1.2256718307372412,-0.2205138974577574,1.3196853807055884,1.1235645435664308,False,False,1.975816129297536,True,True,True,False,True
U56,BAND03_M,10.0,2.0,LEV200,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.13941074449535118,1.225329856907412,-0.20269627682722557,1.3198179117032034,1.1226626089825065,False,False,1.800444789420627,True,True,True,False,True
U56,BAND03_M,10.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1532771471101777,1.2256718307372412,-0.2205138974577574,1.3196853807055884,1.1235645435664308,False,False,1.975816129297536,True,True,True,False,True
U56,BAND03_M,10.0,3.0,LEV300,REPRO,False,False,IS_MID,False,0.98,1.19,1.085,True,0.13941074449535118,1.225329856907412,-0.20269627682722557,1.3198179117032034,1.1226626089825065,False,False,1.800444789420627,True,True,True,False,True
U56,BAND03_M,10.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,0.98,1.19,1.19,True,0.1532771471101777,1.2256718307372412,-0.2205138974577574,1.3196853807055884,1.1235645435664308,False,False,1.975816129297536,True,True,True,False,True
U56,BAND03_M,25.0,1.0,PROTO,REPRO,False,False,IS_MID,False,1.0,1.0,1.0,False,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,False,1.0,1.0,1.0,False,0.1254273859985522,1.2009255518048394,-0.18837509130242458,1.299679522958157,1.093097357364206,True,False,1.6594111557062767,True,True,True,True,True
U56,BAND03_M,25.0,1.25,LEV125,REPRO,False,False,IS_MID,False,1.0,1.19,1.095,True,0.1376263848981265,1.2012608906475912,-0.2047526627491203,1.2995891473638097,1.0939288787254697,False,False,1.8170874705286568,True,True,True,False,True
U56,BAND03_M,25.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,1.0,1.19,1.19,True,0.14986729385067887,1.2015712768316216,-0.2208837589451842,1.2994689225894696,1.094741998358579,False,False,1.975816129297536,True,True,True,False,True
U56,BAND03_M,25.0,1.5,LEV150,REPRO,False,False,IS_MID,False,1.0,1.19,1.095,True,0.1376263848981265,1.2012608906475912,-0.2047526627491203,1.2995891473638097,1.0939288787254697,False,False,1.8170874705286568,True,True,True,False,True
U56,BAND03_M,25.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,1.0,1.19,1.19,True,0.14986729385067887,1.2015712768316216,-0.2208837589451842,1.2994689225894696,1.094741998358579,False,False,1.975816129297536,True,True,True,False,True
U56,BAND03_M,25.0,2.0,LEV200,REPRO,False,False,IS_MID,False,1.0,1.19,1.095,True,0.1376263848981265,1.2012608906475912,-0.2047526627491203,1.2995891473638097,1.0939288787254697,False,False,1.8170874705286568,True,True,True,False,True
U56,BAND03_M,25.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,1.0,1.19,1.19,True,0.14986729385067887,1.2015712768316216,-0.2208837589451842,1.2994689225894696,1.094741998358579,False,False,1.975816129297536,True,True,True,False,True
U56,BAND03_M,25.0,3.0,LEV300,REPRO,False,False,IS_MID,False,1.0,1.19,1.095,True,0.1376263848981265,1.2012608906475912,-0.2047526627491203,1.2995891473638097,1.0939288787254697,False,False,1.8170874705286568,True,True,True,False,True
U56,BAND03_M,25.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,1.0,1.19,1.19,True,0.14986729385067887,1.2015712768316216,-0.2208837589451842,1.2994689225894696,1.094741998358579,False,False,1.975816129297536,True,True,True,False,True
U56,CAND20_VS,0.0,1.0,PROTO,REPRO,False,False,IS_MID,False,0.76,0.94,0.85,False,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,False,0.76,0.94,0.94,False,0.15041353848512395,1.0924710616124855,-0.21406821313788393,1.1484000090756363,1.0350635303633415,False,False,15.325681380447,True,True,True,False,True
U56,CAND20_VS,0.0,1.25,LEV125,REPRO,False,False,IS_MID,False,0.76,0.94,0.85,False,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,0.76,0.94,0.94,False,0.15041353848512395,1.0924710616124855,-0.21406821313788393,1.1484000090756363,1.0350635303633415,False,False,15.325681380447,True,True,True,False,True
U56,CAND20_VS,0.0,1.5,LEV150,REPRO,False,False,IS_MID,False,0.76,0.94,0.85,False,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,0.76,0.94,0.94,False,0.15041353848512395,1.0924710616124855,-0.21406821313788393,1.1484000090756363,1.0350635303633415,False,False,15.325681380447,True,True,True,False,True
U56,CAND20_VS,0.0,2.0,LEV200,REPRO,False,False,IS_MID,False,0.76,0.94,0.85,False,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,0.76,0.94,0.94,False,0.15041353848512395,1.0924710616124855,-0.21406821313788393,1.1484000090756363,1.0350635303633415,False,False,15.325681380447,True,True,True,False,True
U56,CAND20_VS,0.0,3.0,LEV300,REPRO,False,False,IS_MID,False,0.76,0.94,0.85,False,0.13601332998611348,1.0928339159098563,-0.19471761981909252,1.1491993491563077,1.0350142602755716,True,False,13.863558643355573,True,True,True,True,True
U56,CAND20_VS,0.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,0.76,0.94,0.94,False,0.15041353848512395,1.0924710616124855,-0.21406821313788393,1.1484000090756363,1.0350635303633415,False,False,15.325681380447,True,True,True,False,True
U56,CAND20_VS,10.0,1.0,PROTO,REPRO,False,False,IS_MID,False,0.86,0.9,0.88,False,0.12456971846765974,0.9807902429801846,-0.20219903439071107,1.0439519822542331,0.9160479326984378,True,False,14.350515716048099,True,True,True,True,True
U56,CAND20_VS,10.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,False,0.86,0.9,0.9,False,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,1.25,LEV125,REPRO,False,False,IS_MID,False,0.86,0.9,0.88,False,0.12456971846765974,0.9807902429801846,-0.20219903439071107,1.0439519822542331,0.9160479326984378,True,False,14.350515716048099,True,True,True,True,True
U56,CAND20_VS,10.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,False,0.86,0.9,0.9,False,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,1.5,LEV150,REPRO,False,False,IS_MID,False,0.86,0.9,0.88,False,0.12456971846765974,0.9807902429801846,-0.20219903439071107,1.0439519822542331,0.9160479326984378,True,False,14.350515716048099,True,True,True,True,True
U56,CAND20_VS,10.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,False,0.86,0.9,0.9,False,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,2.0,LEV200,REPRO,False,False,IS_MID,False,0.86,0.9,0.88,False,0.12456971846765974,0.9807902429801846,-0.20219903439071107,1.0439519822542331,0.9160479326984378,True,False,14.350515716048099,True,True,True,True,True
U56,CAND20_VS,10.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,False,0.86,0.9,0.9,False,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,10.0,3.0,LEV300,REPRO,False,False,IS_MID,False,0.86,0.9,0.88,False,0.12456971846765974,0.9807902429801846,-0.20219903439071107,1.0439519822542331,0.9160479326984378,True,False,14.350515716048099,True,True,True,True,True
U56,CAND20_VS,10.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,False,0.86,0.9,0.9,False,0.12735853999262692,0.9807291814090966,-0.20651988072228866,1.0438013305099758,0.9160696006430922,False,False,14.675383389154637,True,True,True,False,True
U56,CAND20_VS,25.0,1.0,PROTO,REPRO,False,False,IS_MID,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,1.0,PROTO,REPRO,False,False,IS_SHARPE,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,1.25,LEV125,REPRO,False,False,IS_MID,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,1.25,LEV125,REPRO,False,False,IS_SHARPE,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,1.5,LEV150,REPRO,False,False,IS_MID,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,1.5,LEV150,REPRO,False,False,IS_SHARPE,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,2.0,LEV200,REPRO,False,False,IS_MID,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,2.0,LEV200,REPRO,False,False,IS_SHARPE,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,3.0,LEV300,REPRO,False,False,IS_MID,True,,,,,,,,,,,,,,,,,
U56,CAND20_VS,25.0,3.0,LEV300,REPRO,False,False,IS_SHARPE,True,,,,,,,,,,,,,,,,,
