panel,ladder,mode,K,K_cand,chosen,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS
B136,H,RAW,4,4,H=63,0.17141325998392132,1.0923498510546932,-0.28694818362899366,1.3529497231567988,0.8940923774811949,0.16610264706157918,1.0023341092550495,-0.28694818362899377,False,False,False
B136,H,DEDUP_P_MAX,4,4,H=63,0.17141325998392132,1.0923498510546932,-0.28694818362899366,1.3529497231567988,0.8940923774811949,0.16610264706157918,1.0023341092550495,-0.28694818362899377,False,False,False
B136,H,DEDUP_P_MEAN,4,4,H=63,0.17141325998392132,1.0923498510546932,-0.28694818362899366,1.3529497231567988,0.8940923774811949,0.16610264706157918,1.0023341092550495,-0.28694818362899377,False,False,False
B136,H,DEDUP_P_MEDIAN,4,4,H=63,0.17141325998392132,1.0923498510546932,-0.28694818362899366,1.3529497231567988,0.8940923774811949,0.16610264706157918,1.0023341092550495,-0.28694818362899377,False,False,False
B136,H,DEDUP_P_MIN,4,2,H=126,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,H,DEDUP_PANEL,4,4,H=63,0.17141325998392132,1.0923498510546932,-0.28694818362899366,1.3529497231567988,0.8940923774811949,0.16610264706157918,1.0023341092550495,-0.28694818362899377,False,False,False
SMALL,H,RAW,4,4,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,H,DEDUP_P_MAX,4,4,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,H,DEDUP_P_MEAN,4,4,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,H,DEDUP_P_MEDIAN,4,4,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,H,DEDUP_P_MIN,4,2,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,H,DEDUP_PANEL,4,4,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
U56,GROSS,RAW,10,10,GROSS=0.75,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
U56,GROSS,DEDUP_P_MAX,10,1,GROSS=0.3,0.06252355116553265,1.1505227896873804,-0.07990333123577342,1.211316313805986,1.1106556470045978,0.06825950253472968,1.1810751122539387,-0.07990333123577398,False,False,False
U56,GROSS,DEDUP_P_MEAN,10,1,GROSS=0.3,0.06252355116553265,1.1505227896873804,-0.07990333123577342,1.211316313805986,1.1106556470045978,0.06825950253472968,1.1810751122539387,-0.07990333123577398,False,False,False
U56,GROSS,DEDUP_P_MEDIAN,10,1,GROSS=0.3,0.06252355116553265,1.1505227896873804,-0.07990333123577342,1.211316313805986,1.1106556470045978,0.06825950253472968,1.1810751122539387,-0.07990333123577398,False,False,False
U56,GROSS,DEDUP_P_MIN,10,1,GROSS=0.3,0.06252355116553265,1.1505227896873804,-0.07990333123577342,1.211316313805986,1.1106556470045978,0.06825950253472968,1.1810751122539387,-0.07990333123577398,False,False,False
U56,GROSS,DEDUP_PANEL,10,1,GROSS=0.3,0.06252355116553265,1.1505227896873804,-0.07990333123577342,1.211316313805986,1.1106556470045978,0.06825950253472968,1.1810751122539387,-0.07990333123577398,False,False,False
B136,GROSS,RAW,10,10,GROSS=0.75,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,GROSS,DEDUP_P_MAX,10,1,GROSS=0.3,0.064416922364535,1.0675754732597473,-0.08672096624141135,1.2862304266524882,0.895115752376443,0.06508635487337444,1.0195369811665826,-0.08672096624141135,False,False,False
B136,GROSS,DEDUP_P_MEAN,10,1,GROSS=0.3,0.064416922364535,1.0675754732597473,-0.08672096624141135,1.2862304266524882,0.895115752376443,0.06508635487337444,1.0195369811665826,-0.08672096624141135,False,False,False
B136,GROSS,DEDUP_P_MEDIAN,10,1,GROSS=0.3,0.064416922364535,1.0675754732597473,-0.08672096624141135,1.2862304266524882,0.895115752376443,0.06508635487337444,1.0195369811665826,-0.08672096624141135,False,False,False
B136,GROSS,DEDUP_P_MIN,10,1,GROSS=0.3,0.064416922364535,1.0675754732597473,-0.08672096624141135,1.2862304266524882,0.895115752376443,0.06508635487337444,1.0195369811665826,-0.08672096624141135,False,False,False
B136,GROSS,DEDUP_PANEL,10,1,GROSS=0.3,0.064416922364535,1.0675754732597473,-0.08672096624141135,1.2862304266524882,0.895115752376443,0.06508635487337444,1.0195369811665826,-0.08672096624141135,False,False,False
SMALL,GROSS,RAW,10,10,GROSS=0.75,0.07837619925720163,0.5054582547554105,-0.3581405418032818,0.6593951268632167,0.39418522800842726,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
SMALL,GROSS,DEDUP_P_MAX,10,1,GROSS=0.3,0.03455795374968185,0.5033399983825739,-0.15665461197088582,0.6568451144538797,0.392200092134313,0.03210950949710423,0.45138230147505126,-0.15665461197088526,False,False,False
SMALL,GROSS,DEDUP_P_MEAN,10,1,GROSS=0.3,0.03455795374968185,0.5033399983825739,-0.15665461197088582,0.6568451144538797,0.392200092134313,0.03210950949710423,0.45138230147505126,-0.15665461197088526,False,False,False
SMALL,GROSS,DEDUP_P_MEDIAN,10,1,GROSS=0.3,0.03455795374968185,0.5033399983825739,-0.15665461197088582,0.6568451144538797,0.392200092134313,0.03210950949710423,0.45138230147505126,-0.15665461197088526,False,False,False
SMALL,GROSS,DEDUP_P_MIN,10,1,GROSS=0.3,0.03455795374968185,0.5033399983825739,-0.15665461197088582,0.6568451144538797,0.392200092134313,0.03210950949710423,0.45138230147505126,-0.15665461197088526,False,False,False
SMALL,GROSS,DEDUP_PANEL,10,1,GROSS=0.3,0.03455795374968185,0.5033399983825739,-0.15665461197088582,0.6568451144538797,0.392200092134313,0.03210950949710423,0.45138230147505126,-0.15665461197088526,False,False,False
U56,CADENCE,RAW,2,2,CADENCE=W,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
U56,CADENCE,DEDUP_P_MAX,2,2,CADENCE=W,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
U56,CADENCE,DEDUP_P_MEAN,2,2,CADENCE=W,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
U56,CADENCE,DEDUP_P_MEDIAN,2,2,CADENCE=W,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
U56,CADENCE,DEDUP_P_MIN,2,2,CADENCE=W,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
U56,CADENCE,DEDUP_PANEL,2,2,CADENCE=W,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
B136,CADENCE,RAW,2,2,CADENCE=W,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,CADENCE,DEDUP_P_MAX,2,2,CADENCE=W,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,CADENCE,DEDUP_P_MEAN,2,2,CADENCE=W,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,CADENCE,DEDUP_P_MEDIAN,2,2,CADENCE=W,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,CADENCE,DEDUP_P_MIN,2,2,CADENCE=W,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
B136,CADENCE,DEDUP_PANEL,2,2,CADENCE=W,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
SMALL,CADENCE,RAW,2,2,CADENCE=M,0.05383712958413378,0.3811279576188131,-0.38523856599537976,0.603856664786726,0.23049894430859347,0.029782993979284855,0.24826335226879284,-0.38523856599538164,False,False,False
SMALL,CADENCE,DEDUP_P_MAX,2,2,CADENCE=M,0.05383712958413378,0.3811279576188131,-0.38523856599537976,0.603856664786726,0.23049894430859347,0.029782993979284855,0.24826335226879284,-0.38523856599538164,False,False,False
SMALL,CADENCE,DEDUP_P_MEAN,2,2,CADENCE=M,0.05383712958413378,0.3811279576188131,-0.38523856599537976,0.603856664786726,0.23049894430859347,0.029782993979284855,0.24826335226879284,-0.38523856599538164,False,False,False
SMALL,CADENCE,DEDUP_P_MEDIAN,2,2,CADENCE=M,0.05383712958413378,0.3811279576188131,-0.38523856599537976,0.603856664786726,0.23049894430859347,0.029782993979284855,0.24826335226879284,-0.38523856599538164,False,False,False
SMALL,CADENCE,DEDUP_P_MIN,2,2,CADENCE=M,0.05383712958413378,0.3811279576188131,-0.38523856599537976,0.603856664786726,0.23049894430859347,0.029782993979284855,0.24826335226879284,-0.38523856599538164,False,False,False
SMALL,CADENCE,DEDUP_PANEL,2,2,CADENCE=M,0.05383712958413378,0.3811279576188131,-0.38523856599537976,0.603856664786726,0.23049894430859347,0.029782993979284855,0.24826335226879284,-0.38523856599538164,False,False,False
U56,UNION,RAW,19,19,N=40,0.13443489553141097,1.1346869565732272,-0.2245552108552068,1.266294739283014,1.0427178666609016,0.14163875971720574,1.1212046598635055,-0.22455521085520647,False,False,False
U56,UNION,DEDUP_P_MAX,19,10,N=40,0.13443489553141097,1.1346869565732272,-0.2245552108552068,1.266294739283014,1.0427178666609016,0.14163875971720574,1.1212046598635055,-0.22455521085520647,False,False,False
U56,UNION,DEDUP_P_MEAN,19,10,N=40,0.13443489553141097,1.1346869565732272,-0.2245552108552068,1.266294739283014,1.0427178666609016,0.14163875971720574,1.1212046598635055,-0.22455521085520647,False,False,False
U56,UNION,DEDUP_P_MEDIAN,19,10,N=40,0.13443489553141097,1.1346869565732272,-0.2245552108552068,1.266294739283014,1.0427178666609016,0.14163875971720574,1.1212046598635055,-0.22455521085520647,False,False,False
U56,UNION,DEDUP_P_MIN,19,3,N=15,0.1712513442147694,1.171073124862731,-0.2014457489579955,1.259559340954203,1.1154781647693055,0.18981196763901864,1.19530470786359,-0.20144574895799494,False,True,True
U56,UNION,DEDUP_PANEL,19,6,N=40,0.13443489553141097,1.1346869565732272,-0.2245552108552068,1.266294739283014,1.0427178666609016,0.14163875971720574,1.1212046598635055,-0.22455521085520647,False,False,False
B136,UNION,RAW,19,19,N=5,0.1872779889378513,0.9689798274656515,-0.2812388100874458,1.3074296361205184,0.7109124693456492,0.14711932339670653,0.7546439359925252,-0.2812388100874462,False,False,False
B136,UNION,DEDUP_P_MAX,19,10,N=5,0.1872779889378513,0.9689798274656515,-0.2812388100874458,1.3074296361205184,0.7109124693456492,0.14711932339670653,0.7546439359925252,-0.2812388100874462,False,False,False
B136,UNION,DEDUP_P_MEAN,19,10,N=5,0.1872779889378513,0.9689798274656515,-0.2812388100874458,1.3074296361205184,0.7109124693456492,0.14711932339670653,0.7546439359925252,-0.2812388100874462,False,False,False
B136,UNION,DEDUP_P_MEDIAN,19,10,N=5,0.1872779889378513,0.9689798274656515,-0.2812388100874458,1.3074296361205184,0.7109124693456492,0.14711932339670653,0.7546439359925252,-0.2812388100874462,False,False,False
B136,UNION,DEDUP_P_MIN,19,3,H=252,0.16386492526981544,1.072333570067406,-0.234909982764114,1.243552220587236,0.9434898465571806,0.1704732382055223,1.047801028726617,-0.23490998276411434,False,False,False
B136,UNION,DEDUP_PANEL,19,7,N=10,0.18530225114346233,1.0665533143779662,-0.20203288162979294,1.3780429811739299,0.8362003587033098,0.16787343178113612,0.923493018629746,-0.20203288162979294,False,True,False
SMALL,UNION,RAW,19,19,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,UNION,DEDUP_P_MAX,19,10,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,UNION,DEDUP_P_MEAN,19,10,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,UNION,DEDUP_P_MEDIAN,19,10,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,UNION,DEDUP_P_MIN,19,3,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
SMALL,UNION,DEDUP_PANEL,19,8,H=252,0.13356082787910206,0.7844886599736367,-0.37411836270629706,0.9554730021692056,0.6418946271088335,0.11159184725299287,0.667742920666616,-0.37411836270629706,False,False,False
U56,NONE,DO_NOTHING,0,0,N=20,0.1578143852165539,1.152200994598872,-0.19127563591226449,1.2126878654965827,1.1127597044294906,0.17284600189211563,1.1831862943616596,-0.19127563591226437,False,True,True
B136,NONE,DO_NOTHING,0,0,N=20,0.16184809643572629,1.0715348935832014,-0.20740302267849475,1.2901570913907343,0.8994538327030833,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
SMALL,NONE,DO_NOTHING,0,0,N=20,0.07837619925720163,0.5054582547554105,-0.3581405418032818,0.6593951268632167,0.39418522800842726,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
