file,object,token,n_rows,columns,interp_ctx,publishes_denominator,publishes_resolution
2026-09-07_is-the-priceability-floor-the-real-selector_B.walkforward_floor.csv,S_PHI_OTHER,phi,10,phi,False,False,False
2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C.csv_census.csv,S_BAND_OTHER,band,135,lo/hi,False,True,False
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_cloud.fidelity.csv,S_PHI_OTHER,phi,420,phi,False,False,False
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_cloud.frontier.csv,S_PHI_OTHER,phi,14,phi,False,False,False
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_cloud.grid.csv,S_PHI_OTHER,phi,420,phi,False,False,False
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_cloud.walkforward.csv,S_PHI_OTHER,phi,60,chosen_phi,False,False,False
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.pinned.csv,S_BAND_OTHER,band,33,ci_lo/ci_hi,False,True,False
2026-09-08_are-the-records-7-rung-ladders-two-rung-ladders_cloud.loadbearing.csv,S_BAND_OTHER,band,184,fail4a_lo/fail4a_hi|fail4b_lo/fail4b_hi,False,True,False
2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.curve.csv,S_BAND_OTHER,band,36,share_lo/share_hi,False,True,False
2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud.autocorr.csv,S_BAND_OTHER,band,672,lo/hi,False,True,False
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.bootstrap.csv,S_BAND,band,12,ci_lo/ci_hi|oos_ci_lo/oos_ci_hi,True,True,False
2026-09-08_how-many-published-count-dials-are-gross-dials_B.census.csv,S_BAND_OTHER,band,694,g_lo/g_hi,False,True,False
2026-09-08_is-168c-s-k-CROSSING-a-SMOOTHING-artefact-end-to-end_cloud.exact.csv,S_BAND_OTHER,band,55,lo/hi,False,True,True
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.rungcurve.csv,S_BAND_OTHER,band,80,delta_lo/delta_hi,False,True,False
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud.matched.csv,S_PHI_OTHER,phi,12,PHI_CAGR|PHI_Sharpe|PHI_MaxDD|PHI_gross|PHI_x,False,False,False
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud.walkforward.csv,S_PHI_OTHER,phi,60,pick_is_phi|oracle_is_phi,False,False,False
2026-09-08_is-the-EMPTY-POOL-RATE-the-only-dial-the-4b-screen-has_B.dial.csv,S_PHI_OTHER,phi,49,phi,False,False,False
2026-09-08_is-the-EMPTY-POOL-RATE-the-only-dial-the-4b-screen-has_B.keeppaths.csv,S_PHI_OTHER,phi,49,phi,False,False,False
2026-09-08_is-the-EMPTY-POOL-RATE-the-only-dial-the-4b-screen-has_B.walkforward.csv,S_PHI_OTHER,phi,49,phi,False,False,False
2026-09-08_is-the-failing-bar-a-published-column_cloud.closure.csv,S_BAND_OTHER,band,1378,closer_lo/closer_hi,False,True,False
2026-09-08_is-the-hole-about-SHARE-or-about-PICK-ENTROPY_cloud.regions.csv,S_BAND_OTHER,band,12,lo/hi,False,True,False
2026-09-08_label-the-337-undecidable-count-cells-from-the-AST_cloud.ladder.csv,S_BAND_OTHER,band,790,g_lo/g_hi,False,True,False
2026-09-08_make-PROTOCOL-quote-REGRET-instead-of-the-selection-MARGIN_cloud.boot.csv,S_BAND,band,12,margin_lo/margin_hi|room_lo/room_hi|regret_lo/regret_hi,True,True,True
2026-09-08_price-ORACLE-OOS-as-the-headroom-column-beside-every-selector-kill_C.census.csv,S_BAND_OTHER,band,754,h_mean_med_lo/h_mean_med_hi,False,True,False
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.frontier.csv,S_PHI_OTHER,phi,32,phi_star|phi_4b,False,False,False
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_C.calgrid.csv,S_BAND,band,30,perm_lo/perm_hi,True,True,False
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_C.livegrid.csv,S_BAND,band,30,perm_lo/perm_hi,True,True,False
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_C.taugrid.csv,S_BAND,band,31,perm_lo/perm_hi,True,True,False
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_C.verdicts.csv,S_BAND,band,1276,dnet_lo/dnet_hi,True,True,False
2026-09-08_re-quote-every-gross-ceiling-with-its-grid-band_B.band.csv,S_BAND_OTHER,band,72,m_lo/m_hi|g_lo/g_hi,False,True,False
2026-09-08_re-quote-every-gross-ceiling-with-its-grid-band_B.census.csv,S_BAND_OTHER,band,72,m_lo/m_hi|g_lo/g_hi,False,True,False
2026-09-08_re-read-the-195-base-controlled-instances-against-their-OWN-unselected-arm_C.boot.csv,S_BAND,band,6,book_lo/book_hi|arm_lo/arm_hi|shift_lo/shift_hi,True,True,False
2026-09-08_the-gap-vs-tilt-rule-as-a-leaderboard-column_B.census.csv,S_BAND_OTHER,band,18277,c_lo/c_hi,False,True,False
2026-09-08_the-mid-tercile-band_cloud.bandgrid.csv,S_BAND_OTHER,band,330,qlo/qhi,False,True,False
2026-09-08_the-mid-tercile-band_cloud.livegrid.csv,S_BAND_OTHER,band,30,qlo/qhi,False,True,False
2026-09-08_the-mid-tercile-band_cloud.walkforward.csv,S_BAND_OTHER,band,378,qlo/qhi,False,True,True
2026-09-08_the-one-corner-three-books-audit_C.census.csv,S_BAND_OTHER,band,884,lo/hi,False,True,False
2026-09-08_the-one-corner-three-books-audit_C.spread.csv,S_BAND_OTHER,band,36,lo/hi,False,True,False
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.boot.csv,S_BAND,band,6,lo/hi,True,True,False
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.classes.csv,S_BAND_OTHER,band,10,lo/hi,False,True,False
2026-09-08_why-is-the-ungated-control-the-IS-argmax-on-broad136-and-SMALL439-but-not-u56_C.grid.csv,S_PHI_OTHER,phi,69,phi,False,False,False
2026-09-08_why-is-the-ungated-control-the-IS-argmax-on-broad136-and-SMALL439-but-not-u56_C.props.csv,S_PHI_OTHER,phi,69,phi,False,False,False
2026-09-09_can-SMALL439-clear-a-4b-SHARPE-leg-under-ANY-unlevered-book-form_C.ginvar.csv,S_BAND_OTHER,band,5,lo/hi,False,True,False
2026-09-09_can-any-B136-recomposition-reach-SMALL439-s-CHARACTERISTIC-SUPPORT_C.chars.csv,S_BAND_OTHER,band,150,reach_lo/reach_hi,False,True,True
2026-09-09_census-every-published-N-EQUALS-50-model-comparison-in-the-record_C.pairs.csv,S_BAND_OTHER,band,52,spec_lo/spec_hi|p_lo/p_hi,False,True,False
2026-09-09_do-CLASSIFIER-selectors-behave-differently-from-ARGMAX-selectors_B.diff.csv,S_BAND,band,12,lo/hi,True,True,False
2026-09-09_does-4b-discriminate-ANYTHING-on-gross-scalar-books_cloud.bands.csv,S_BAND_OTHER,band,36,lo/hi|scale_lo/scale_hi,False,True,False
2026-09-09_does-4b-discriminate-ANYTHING-on-gross-scalar-books_cloud.walkforward.csv,S_BAND_OTHER,band,39,is_lo/is_hi|oos_lo/oos_hi,False,True,False
2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C.boot.csv,S_BAND,band,3,boot_lo/boot_hi,True,True,False
2026-09-09_does-any-other-published-EDGE-FLAG-survive-its-own-EXTENSION-re-run_C.census.csv,S_BAND_OTHER,band,21,lo/hi,False,True,False
2026-09-09_does-the-TIMING-RESIDUAL-constant-survive-a-fourth-panel_cloud.constant.csv,S_BAND_OTHER,band,39,lo/hi,False,True,True
2026-09-09_how-many-of-the-records-POOLED-ACROSS-CADENCE-bars-clear-a-band-their-own-CELLS-fail_B.census.csv,S_BAND_OTHER,band,81,lo/hi,False,True,False
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B.orderings.csv,S_BAND_OTHER,band,332,k_lo/k_hi|n_lo/n_hi|share_lo/share_hi|sd_lo/sd_hi,False,True,False
2026-09-09_is-4b-a-SINGLE-GROSS-DIAL-wearing-five-bars_C.ladders.csv,S_BAND_OTHER,band,60,g_lo/g_hi,False,True,False
2026-09-09_is-EVOL-the-real-survivor-not-DISP_B.blockA.csv,S_BAND,band,108,partial_lo/partial_hi,True,True,True
2026-09-09_is-EVOL-the-real-survivor-not-DISP_B.blockB.csv,S_BAND,band,108,partial_lo/partial_hi,True,True,True
2026-09-09_is-EVOL-the-real-survivor-not-DISP_cloud.stability.csv,S_BAND_OTHER,band,24,lo/hi,False,True,True
2026-09-09_is-every-published-BAND-a-band-on-a-MEAN-quoted-as-a-CELL-expectation_cloud.bands.csv,S_BAND_OTHER,band,16,lo/hi,False,True,False
2026-09-09_is-every-published-BAND-a-band-on-a-MEAN-quoted-as-a-CELL-expectation_cloud.census.csv,S_BAND_OTHER,band,80,lo/hi,False,True,False
2026-09-09_is-the-0.2125-vol-threshold-a-PLATEAU-or-a-CLIFF_cloud.interval.csv,S_BAND_OTHER,band,6,lo/hi|dist_to_lo/dist_to_hi|bc_lo/bc_hi|oos_lo/oos_hi,False,True,False
2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud.argmax.csv,S_BAND_OTHER,band,24,ridge_lo/ridge_hi,False,True,False
2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud.boot.csv,S_BAND,band,3,boot_lo/boot_hi,True,True,False
2026-09-09_is-the-ETF-dilution-slope-a-BETA-story-or-a-BREADTH-story_B.attribution.csv,S_BAND_OTHER,band,6,sharpe_lo/sharpe_hi,False,True,False
2026-09-09_is-the-ETF-dilution-slope-a-BETA-story-or-a-BREADTH-story_B.panelattribution.csv,S_BAND_OTHER,band,6,sharpe_lo/sharpe_hi|k_eff_lo/k_eff_hi|rho_lo/rho_hi|cv_lo/cv_hi|beta_lo/beta_hi,False,True,True
2026-09-09_is-the-MARGINAL-rho-the-only-estimable-characteristic-statistic_C.cells.csv,S_BAND,band,216,partial_lo/partial_hi,True,True,True
2026-09-09_is-the-panel-ordering-an-ETF-SHARE-effect_B.noisefloor.csv,S_BAND_OTHER,band,11,lo/hi,False,True,True
2026-09-09_is-the-panel-ordering-an-ETF-SHARE-effect_B.walkforward.csv,S_BAND_OTHER,band,8,lo/hi,False,True,False
2026-09-09_name-the-CARRIER-that-survives-a-CHARACTERISTIC-MATCH_cloud.chars.csv,S_BAND_OTHER,band,372,reach_lo/reach_hi,False,True,True
2026-09-09_what-n-would-make-the-partial-estimable_C.curve.csv,S_BAND,band,192,ci_lo/ci_hi,True,True,True
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.reach.csv,S_BAND_OTHER,band,9,overlap_lo/overlap_hi,False,True,False
2026-09-10_does-the-sleeve-earn-anything-over-its-own-de-grossed-control_B.ladder.csv,S_BAND_OTHER,band,24,mg_lo/mg_hi|dd_lo/dd_hi,False,True,False
2026-09-10_is-the--0.014-Sharpe-cost-of-choosing-on-CAGR-a-record-wide-constant_cloud.grid.csv,S_BAND,band,12,ci_lo/ci_hi,True,True,False
2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.windows.csv,S_BAND_OTHER,band,384,f_lo/f_hi|is_lo/is_hi,False,True,False
2026-09-10_is-the-CORRELATION-CUT-a-pre-registrable-SLEEVE-ADMISSION-test_C.rungfit.csv,S_BAND_OTHER,band,6,tau_lo/tau_hi,False,True,False
2026-09-10_is-the-INTERCEPT-of-the-width-law-a-DEFENSIVE-SLEEVE-statistic_C.windows.csv,S_BAND_OTHER,band,1920,f_lo/f_hi,False,True,False
2026-09-10_is-the-IS-WINDOW-a-SUPERSET-on-every-published-dial_cloud.windows.csv,S_BAND_OTHER,band,60,f_lo/f_hi|i_lo/i_hi,False,True,False
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.curves.csv,S_BAND_OTHER,band,279,rate_lo/rate_hi,False,True,False
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.sufficiency.csv,S_BAND_OTHER,band,35,rate_lo/rate_hi,False,True,False
2026-09-10_price-the-CAPACITY-CRITERION-s-own-two-constants_cloud.spread.csv,S_BAND_OTHER,band,12,cagr_lo/cagr_hi|sh_lo/sh_hi|oos_lo/oos_hi,False,True,False
2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud.windows.csv,S_BAND_OTHER,band,480,f_lo/f_hi,False,True,False
2026-09-10_publish-the-PENALTY-beside-every-residualisation_B.stability.csv,S_BAND_OTHER,band,72,survive_lo/survive_hi,False,True,False
2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C.density.csv,S_BAND_OTHER,band,81,lo/hi,False,True,False
2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C.sweeps.csv,S_BAND_OTHER,band,27,lo/hi,False,True,False
2026-09-10_restate-idea-621-s-SPLIT-as-an-EFFECT-SIZE-law-and-price-it_cloud.fit.csv,S_BAND_OTHER,band,40,p_step_lo/p_step_hi,False,True,False
2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B.cells.csv,S_BAND_OTHER,band,186,window_lo/window_hi,False,True,False
2026-09-11_does-mrho-s-GAP-SHRINKAGE-survive-a-WIDER-overlap_cloud.feas.csv,S_BAND_OTHER,band,162,reach_lo/reach_hi,False,True,False
2026-09-11_does-the-premium-order-in-any-NON-TREND-persistence-variable_C.chars.csv,S_BAND_OTHER,band,324,reach_lo/reach_hi,False,True,True
2026-09-11_how-much-of-the-record-s-CAND-vs-EWALL-premia-is-EXPOSURE_C.repriced.csv,S_BAND_OTHER,band,10224,exp_real_lo/exp_real_hi,False,True,False
2026-09-11_is-WIDTH-MAXIMISATION-a-general-rule-8-selector-pathology_C.extensivity.csv,S_BAND_OTHER,band,17,lo/hi,False,True,True
2026-09-11_is-WIDTH-MAXIMISATION-a-general-rule-8-selector-pathology_C.walkforward.csv,S_BAND_OTHER,band,85,band_lo/band_hi,False,True,True
2026-09-11_is-momac-s-0.0549-MATCHED-LEVEL-GAP-real-or-a-MATCHING-RESIDUAL_cloud.feas.csv,S_BAND_OTHER,band,297,reach_lo/reach_hi,False,True,False
2026-09-11_is-n_elig-the-variable-the-record-keeps-mislabelling_cloud.within.csv,S_BAND_OTHER,band,9,ebar_lo/ebar_hi|s_lo/s_hi,False,True,False
2026-09-11_is-the-46-percent-ROUND-MATCH-FLOOR-a-property-of-ARTEFACT-SIZE_C.runs.csv,S_BAND_OTHER,band,713,lo/hi,False,True,False
2026-09-11_is-the-86.7-percent-DD-CUT-RATE-a-PANEL-CONSTANT_cloud.bycell.csv,S_BAND_OTHER,band,27,cut_lo/cut_hi,False,True,False
2026-09-11_is-the-86.7-percent-DD-CUT-RATE-a-PANEL-CONSTANT_cloud.bydial.csv,S_BAND_OTHER,band,9,cut_lo/cut_hi,False,True,False
2026-09-11_is-the-86.7-percent-DD-CUT-RATE-a-PANEL-CONSTANT_cloud.bypanel.csv,S_BAND_OTHER,band,3,cut_lo/cut_hi,False,True,False
2026-09-11_is-the-86.7-percent-DD-CUT-RATE-a-PANEL-CONSTANT_cloud.walkforward.csv,S_BAND_OTHER,band,9,lo/hi,False,True,False
2026-09-11_is-the-RATIO-to-OOS-slope-steeper-at-the-WIDE-end-for-a-reason_C.buckets.csv,S_BAND,band,192,lo/hi,True,True,True
2026-09-11_is-the-U56-CAGR-FLOOR-GAP-a-DELISTING-artefact_B.grid.csv,S_PHI_OTHER,phi,2240,phi,False,False,False
2026-09-11_is-the-U56-CAGR-FLOOR-GAP-a-DELISTING-artefact_B.hazard.csv,S_PHI_OTHER,phi,308,phi_measured,False,False,False
2026-09-11_is-the-U56-CAGR-FLOOR-GAP-a-DELISTING-artefact_B.inversion.csv,S_PHI_OTHER,phi,448,phi,False,False,False
2026-09-11_is-tpers-INFORMATION-or-TAUTOLOGY_B.chars.csv,S_BAND_OTHER,band,324,reach_lo/reach_hi,False,True,True
2026-09-11_price-the-0.60-DD-CAP-as-the-single-tuned-number-in-4b_cloud.surface.csv,S_PHI_OTHER,phi,96,phi_DD|phi_CAGR,False,False,False
2026-09-11_publish-a-MINIMUM-CLAIM-COUNT-beside-every-permutation-band-verdict_cloud.census.csv,S_BAND,band,862,lo/hi,True,True,False
2026-09-11_publish-a-MINIMUM-CLAIM-COUNT-beside-every-permutation-band-verdict_cloud.floors.csv,S_BAND,band,3076,lo/hi,True,True,False
2026-09-11_publish-a-MINIMUM-CLAIM-COUNT-beside-every-permutation-band-verdict_cloud.pricefloor.csv,S_BAND,band,48,null_lo/null_hi,True,True,False
2026-09-11_should-PROTOCOL-quote-the-4a-leg-as-a-COUNT-not-a-SHARE_C.floors.csv,S_BAND,band,120,null_lo/null_hi,True,True,False
2026-09-11_should-every-published-HEADLINE-NUMBER-be-required-to-appear-in-a-COMMITTED-DATA-FILE_cloud.grid.csv,S_PHI_OTHER,phi,25,phi,False,False,False
2026-09-12_does-ANY-cheap-to-compute-BOOK-STATISTIC-order-OOS-SHARPE-out-of-window-at-n-GE-30_C.cluster.csv,S_BAND,band,120,cluster_lo/cluster_hi,True,True,False
2026-09-12_does-ANY-cheap-to-compute-BOOK-STATISTIC-order-OOS-SHARPE-out-of-window-at-n-GE-30_C.grid.csv,S_BAND,band,480,cluster_lo/cluster_hi,True,True,False
2026-09-12_is-every-MATCHED-LEVEL-GAP-in-the-record-an-OOS-WINDOW-fact_C.feas.csv,S_BAND_OTHER,band,165,reach_lo/reach_hi,False,True,False
2026-09-12_is-the-MATCHED-LEVEL-RESIDUAL-a-SEPARATION-law-not-a-SIZE-law_cloud.entitle.csv,S_BAND_OTHER,band,5,smd_lo/smd_hi,False,True,False
2026-09-12_is-the-NEGATIVE-NEXT-WINDOW-delta-a-BASE-RATE-IDENTITY_cloud.generators.csv,S_BAND,band,45,band_lo/band_hi,True,True,False
2026-09-12_is-the-NEGATIVE-NEXT-WINDOW-delta-a-BASE-RATE-IDENTITY_cloud.wf.csv,S_BAND_OTHER,band,18,lo/hi,False,True,False
2026-09-12_is-the-NEGATIVE-NEXT-WINDOW-sign-a-MEAN-REVERSION-fact-or-a-CONDITIONING-artefact_cloud.null.csv,S_BAND,band,12,within_lo/within_hi|book_lo/book_hi,True,True,False
2026-09-12_is-the-NEGTURN-to-cost_surv-ordering-a-FINDING-or-an-IDENTITY_C.cluster.csv,S_BAND_OTHER,band,80,cl_lo/cl_hi,False,True,False
2026-09-12_is-the-NEGTURN-to-cost_surv-ordering-a-FINDING-or-an-IDENTITY_C.grid.csv,S_BAND_OTHER,band,410,cl_lo/cl_hi,False,True,False
2026-09-12_is-the-ONE-RUNG-4b-BAND-a-property-of-every-book-or-of-the-DD-CAP_C.arith.csv,S_BAND_OTHER,band,60,d_lo/d_hi,False,True,False
2026-09-12_is-the-ONE-RUNG-4b-BAND-a-property-of-every-book-or-of-the-DD-CAP_C.bands.csv,S_BAND_OTHER,band,60,band_lo/band_hi|bind_lo/bind_hi,False,True,False
2026-09-12_is-the-ONE-RUNG-4b-BAND-a-property-of-every-book-or-of-the-DD-CAP_C.walkforward.csv,S_BAND_OTHER,band,60,is_lo/is_hi|oos_lo/oos_hi,False,True,False
2026-09-12_is-the-ONE-RUNG-4b-BAND-a-property-of-every-book-or-of-the-DD-CAP_cloud.bands.csv,S_BAND_OTHER,band,50,lo/hi,False,True,False
2026-09-12_is-the-ONE-RUNG-4b-BAND-a-property-of-every-book-or-of-the-DD-CAP_cloud.walkforward.csv,S_BAND_OTHER,band,50,is_lo/is_hi|is_lower/is_upper|oos_lo/oos_hi|oos_lower/oos_upper,False,True,False
2026-09-12_is-the-PRE-POST-ASYMMETRY-QROLL-s-or-the-WINDOW-s_C.grid.csv,S_BAND,band,3600,null_lo/null_hi,True,True,True
