file,bytes,states_full_sample,states_IS_only
2026-09-06_price-the-vol20-drawdown-purchase-against-the-cheaper-instruments_C.memo.md,2386,False,False
2026-09-06_re-price-every-ranked-candidate-at-its-Sharpe-maximising-turnover_C.KEEP_MEMO.md,2549,True,True
2026-09-06_the-anchor-position-column_B.memo.md,2182,False,True
2026-09-06_the-trade-date-anchor-as-a-published-column_cloud.memo.md,2036,True,True
2026-09-06_vol20-gate-in-isolation_cloud.memo.md,3105,True,True
2026-09-06_where-selectivity-and-cost-cross_cloud.memo.md,3730,True,True
2026-09-07_S3-arm-cost-breakeven_B_MEMO.md,2008,False,True
2026-09-07_amihud-illiquidity-premium_MEMO.md,2442,False,False
2026-09-07_b136-shy-residual-ewall-g0375_4a_cloud_MEMO.md,2773,True,True
2026-09-07_book-size-floor-for-any-quoted-price_B.memo.md,2591,False,True
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.memo.md,2492,False,True
2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C.memo.md,3029,True,True
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.memo.md,3028,False,True
2026-09-07_eligible-equal-weight-v2_B_MEMO.md,3275,False,True
2026-09-07_exit-buffer-cap-convention_MEMO.md,2116,False,True
2026-09-07_is-CADENCE-the-real-dial-behind-the-band_cloud.memo.md,3422,True,True
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud_MEMO.md,5177,False,True
2026-09-07_is-TURNOVER-not-COUNT-the-real-n-dial_cloud.memo.md,1978,False,True
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.memo.md,3326,False,True
2026-09-07_is-it-gold-or-any-real-asset_cloud_PARK_MEMO.md,3122,False,True
2026-09-07_is-the-0-bps-to-10-bps-cliff-the-real-killer_cloud.memo.md,2859,False,False
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.memo.md,3054,False,True
2026-09-07_is-the-ENTRY-buffer-just-n-in-disguise_cloud.memo.md,2343,False,True
2026-09-07_price-the-U56-EWALL-MA-band-at-b012-on-its-own_cloud_MEMO.md,2015,False,True
2026-09-07_price-the-sleeve-fraction-against-the-gross-numeraire_cloud.memo.md,2447,False,True
2026-09-07_sleeve-f-plateau-width_B_MEMO.md,3539,False,True
2026-09-07_sleeve-moves-the-frontier_cloud.memo.md,4264,False,True
2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.memo.md,2352,False,True
2026-09-07_the-SCORED-vs-PRICED-denominator_B.memo.md,2157,False,True
2026-09-07_top40-band3rw-u56_PARK_MEMO.md,2018,False,False
2026-09-07_u56-top20-band-m20_4b_B_MEMO.md,4255,False,True
2026-09-07_u56-top20-g075-4b_C_MEMO.md,2511,False,True
2026-09-07_volcap-g075-4b_C_MEMO.md,3204,False,True
2026-09-08_fix-hivol80s-IS-OOS-coverage-and-re-read-the-parked-arm_cloud.memo.md,4095,True,True
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_cloud.memo.md,2891,False,True
2026-09-08_selector-comparison-needs-more-cells_B.memo.md,3350,True,True
2026-09-08_u56-band3-fullgross_KEEP_MEMO.md,3983,True,True
2026-09-08_u56-ewall-magate-fullgross_KEEP_MEMO.md,2582,True,True
2026-09-09_do-the-record-s-CONDITIONAL-clauses-ever-beat-their-own-unconditional-parents_cloud.memo.md,2512,False,False
2026-09-09_does-the-DRAWDOWN-a-vol-cap-BUYS-ever-clear-the-4b-DD-LEG-on-its-own_C.memo.md,3072,True,True
2026-09-09_how-many-of-the-record-s-PUBLISHED-parent-COMPARISONS-are-GROSS-UNMATCHED_C.memo.md,2809,True,True
2026-09-09_is-every-published-CADENCE-verdict-really-a-c_sd-verdict_cloud.memo.md,1665,True,False
2026-09-09_is-the-0.2125-vol-threshold-a-PLATEAU-or-a-CLIFF_cloud.memo.md,4360,True,True
2026-09-09_price-the-removal-of-the-daily-hard-exit_B.memo.md,3338,False,True
2026-09-10_KEEP-4b-candidate-VOLQ60-halfgross-on-CAND20_memo.md,3311,True,True
2026-09-10_MEMO_rules-v2-at-gross-1.00.md,3516,True,True
2026-09-10_census-the-record-s-ABSOLUTE-thresholds-for-the-firing-RATE-artefact_cloud.memo.md,3202,False,True
2026-09-10_does-the-BREADTH-gate-4b-pass-live-only-at-gross-1.00_cloud.memo.md,3205,False,True
2026-09-10_does-the-sleeve-earn-anything-over-its-own-de-grossed-control_B_MEMO.md,4489,True,True
2026-09-11_4b-candidate-U56-MA-DISTANCE-TOP-HALF-monthly_memo.md,2788,False,True
2026-09-11_de-grossed-cash-leg_MEMO_B.md,3570,True,True
2026-09-11_u56-band003-gross100_4b_B_MEMO.md,2741,True,True
2026-09-11_u56-band008-gross100_4b_cloud_MEMO.md,2981,True,False
2026-09-11_u56-marsrespread-gross075_4b_C_MEMO.md,2652,True,False
2026-09-11_u56-quantile50-respread-M_4b_B_MEMO.md,4144,True,True
2026-09-11_u56-v2band-gross100_4b_cloud_MEMO.md,6882,True,False
2026-09-12_609_BYPRODUCT_MEMO.md,3121,False,True
2026-09-12_b136-corr-hi-q017-w252-d050-D-g100_4b_B_MEMO.md,4720,True,True
2026-09-12_b136-r620-gross065-W_4b_C_MEMO.md,3450,True,True
2026-09-12_entry-date-stamp-on-the-standing-4b-candidate_B_MEMO.md,3442,False,True
2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_B.memo.md,1958,False,True
