panel,cost,kind,rule,cell,band,gross,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_rank,keep4b_full,keep4b_oos,keep4a_full,keep4a_oos
U56,10,ZEROPARAM,EWALL,EWALL,,1.0,0.1827728361996397,1.1262584564966094,-0.29178984854630396,-1,False,False,False,False
U56,10,ZEROPARAM,RANDCELL,MEAN-OF-25,,,0.09059837864986338,1.2366162662730442,-0.12406408875598858,13,False,False,False,False
B136,10,FITTED,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.1097976270130907,1.0920752045528088,-0.19499212250678077,20,True,True,False,False
B136,10,FITTED,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.1097976270130907,1.0920752045528088,-0.19499212250678077,20,True,True,False,False
B136,10,FITTED,IS_CALMAR,b0.03_g1.00,0.03,1.0,0.10473004292318344,1.1006130604666327,-0.16158091944280473,15,True,False,False,False
B136,10,FITTED,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.1097976270130907,1.0920752045528088,-0.19499212250678077,20,True,True,False,False
B136,10,FITTED,IS_LEGS,b0.08_g1.00,0.08,1.0,0.1097976270130907,1.0920752045528088,-0.19499212250678077,20,True,True,False,False
B136,10,FITTED,IS_DD,b0.03_g0.50,0.03,0.5,0.05223856475356703,1.1026154838915398,-0.08242143912987199,11,False,False,False,True
B136,10,FITTED,CELL_ALPHA,b0.00_g0.50,0.0,0.5,0.051541279938585705,1.1107936700095014,-0.08507105860159869,6,False,False,False,True
B136,10,ZEROPARAM,MAXGROSS_b0.00,b0.00_g1.00,0.0,1.0,0.10333726431921875,1.108442001481368,-0.16630880562889716,10,False,False,False,False
B136,10,ZEROPARAM,MAXGROSS_b0.02,b0.02_g1.00,0.02,1.0,0.10594775603192264,1.1210690026396035,-0.1617961575244825,5,True,False,False,False
B136,10,ZEROPARAM,MAXGROSS_b0.03,b0.03_g1.00,0.03,1.0,0.10473004292318344,1.1006130604666327,-0.16158091944280473,15,True,False,False,False
B136,10,ZEROPARAM,MAXGROSS_b0.05,b0.05_g1.00,0.05,1.0,0.10424320321478908,1.0761161598023437,-0.17325019052764723,25,True,False,False,False
B136,10,ZEROPARAM,MAXGROSS_b0.08,b0.08_g1.00,0.08,1.0,0.1097976270130907,1.0920752045528088,-0.19499212250678077,20,True,True,False,False
B136,10,ZEROPARAM,EWALL,EWALL,,1.0,0.18268755492248268,1.0854301380904505,-0.3272153855796246,-1,False,False,False,False
B136,10,ZEROPARAM,RANDCELL,MEAN-OF-25,,,0.07807596539130872,1.1008567708539763,-0.12822361992885864,13,False,False,False,False
SMALL,10,FITTED,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.05282154755009438,0.5860568042874938,-0.19094476396868398,5,False,False,False,False
SMALL,10,FITTED,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.05282154755009438,0.5860568042874938,-0.19094476396868398,5,False,False,False,False
SMALL,10,FITTED,IS_CALMAR,b0.08_g1.00,0.08,1.0,0.05282154755009438,0.5860568042874938,-0.19094476396868398,5,False,False,False,False
SMALL,10,FITTED,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.05282154755009438,0.5860568042874938,-0.19094476396868398,5,False,False,False,False
SMALL,10,FITTED,IS_LEGS,b0.08_g1.00,0.08,1.0,0.05282154755009438,0.5860568042874938,-0.19094476396868398,5,False,False,False,False
SMALL,10,FITTED,IS_DD,b0.08_g0.50,0.08,0.5,0.027260231463182016,0.5866308040664072,-0.0990155212197632,1,False,False,True,True
SMALL,10,FITTED,CELL_ALPHA,b0.00_g0.50,0.0,0.5,0.0233941695202613,0.5222947075340223,-0.09358477993644831,21,False,False,False,False
SMALL,10,ZEROPARAM,MAXGROSS_b0.00,b0.00_g1.00,0.0,1.0,0.04505782469013697,0.5218142314499178,-0.18031200953589122,25,False,False,False,False
SMALL,10,ZEROPARAM,MAXGROSS_b0.02,b0.02_g1.00,0.02,1.0,0.04665261271732124,0.5367153112102506,-0.1848772180866648,20,False,False,False,False
SMALL,10,ZEROPARAM,MAXGROSS_b0.03,b0.03_g1.00,0.03,1.0,0.04760986961885294,0.5455210917899089,-0.18524928037315203,15,False,False,False,False
SMALL,10,ZEROPARAM,MAXGROSS_b0.05,b0.05_g1.00,0.05,1.0,0.05121509455407458,0.577424001872386,-0.1864986827780557,10,False,False,False,False
SMALL,10,ZEROPARAM,MAXGROSS_b0.08,b0.08_g1.00,0.08,1.0,0.05282154755009438,0.5860568042874938,-0.19094476396868398,5,False,False,False,False
SMALL,10,ZEROPARAM,EWALL,EWALL,,1.0,0.11476691032996733,0.5944192948028434,-0.4438143184151718,-1,False,False,False,False
SMALL,10,ZEROPARAM,RANDCELL,MEAN-OF-25,,,0.03657005889192331,0.5537772588869764,-0.13958070154495444,13,False,False,False,False
