src,unit,cset,token,q,d_quoted,K,n_bars,bar,step_pp,d_res,extra,load_bearing
LEADERBOARD.md,2977,C_STRICT,0.004,0.004,3,,0,,,,,
LEADERBOARD.md,2979,C_STRICT,0.0256,0.0256,4,,4,0.957,,,,
LEADERBOARD.md,2984,C_STRICT,06,6.0,0,27.0,1,0.5,3.5714285714285716,-0.0,0.0,0.0
LEADERBOARD.md,2985,C_STRICT,0.0443,0.0443,4,54.0,1,54.0,1.8181818181818181,-0.0,4.0,0.0
LEADERBOARD.md,2987,C_STRICT,0.6365,0.6365,4,,0,,,,,
LEADERBOARD.md,2988,C_STRICT,4.85,4.85,2,,0,,,,,
LEADERBOARD.md,3193,C_STRICT,3,3.0,0,54.0,0,,1.8181818181818181,-0.0,0.0,
LEADERBOARD.md,3216,C_STRICT,0.30,0.3,2,54.0,3,54.0,1.8181818181818181,-0.0,2.0,0.0
LEADERBOARD.md,3347,C_STRICT,97,97.0,0,,1,95.0,,,,
LEADERBOARD.md,3480,C_STRICT,0.5192,0.5192,4,480.0,0,,0.2079002079002079,1.0,3.0,
LEADERBOARD.md,3550,C_STRICT,0.17,0.17,2,,0,,,,,
LEADERBOARD.md,3551,C_STRICT,07,7.0,0,,0,,,,,
LEADERBOARD.md,3552,C_STRICT,07,7.0,0,486.0,0,,0.2053388090349076,1.0,0.0,
LEADERBOARD.md,3553,C_STRICT,07,7.0,0,,0,,,,,
LEADERBOARD.md,3554,C_STRICT,07,7.0,0,,0,,,,,
LEADERBOARD.md,3555,C_STRICT,07,7.0,0,162.0,0,,0.6134969325153374,1.0,0.0,
LEADERBOARD.md,3556,C_STRICT,07,7.0,0,,2,50.0,,,,
LEADERBOARD.md,3557,C_STRICT,07,7.0,0,,0,,,,,
LEADERBOARD.md,3558,C_STRICT,07,7.0,0,,0,,,,,
LEADERBOARD.md,3569,C_STRICT,0.86,0.86,2,16.0,1,5.0,5.882352941176471,-0.0,2.0,0.0
LEADERBOARD.md,3616,C_STRICT,100,100.0,0,72.0,0,,1.36986301369863,-0.0,0.0,
LEADERBOARD.md,3763,C_STRICT,08,8.0,0,36.0,0,,2.7027027027027026,-0.0,0.0,
LEADERBOARD.md,3782,C_STRICT,8,8.0,0,,3,20.0,,,,
LEADERBOARD.md,3814,C_STRICT,6,6.0,0,,0,,,,,
LEADERBOARD.md,3853,C_STRICT,86.7,86.7,1,60.0,0,,1.639344262295082,-0.0,1.0,
LEADERBOARD.md,3888,C_STRICT,93,93.0,0,,5,20.0,,,,
LEADERBOARD.md,3943,C_STRICT,40.6,40.6,1,5057.0,2,92.0,0.019770660340055358,2.0,0.0,0.0
LEADERBOARD.md,3948,C_STRICT,0.0786,0.0786,4,,1,0.15,,,,
LEADERBOARD.md,3949,C_STRICT,46,46.0,0,,1,0.0,,,,
LEADERBOARD.md,4053,C_STRICT,0.05,0.05,2,3.0,0,,25.0,-1.0,3.0,
LEADERBOARD.md,4066,C_STRICT,80,80.0,0,,2,3.6,,,,
LEADERBOARD.md,4068,C_STRICT,11.19,11.19,2,6.0,0,,14.285714285714286,-1.0,3.0,
LEADERBOARD.md,4070,C_STRICT,46,46.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
LEADERBOARD.md,4077,C_STRICT,0.50,0.5,2,,0,,,,,
LEADERBOARD.md,4125,C_STRICT,6,6.0,0,,1,3.0,,,,
LEADERBOARD.md,4131,C_STRICT,84.6,84.6,1,40774.0,2,7.0,0.002452483139178418,3.0,0.0,0.0
LEADERBOARD.md,4139,C_STRICT,6,6.0,0,,3,3.0,,,,
LEADERBOARD.md,4142,C_STRICT,3,3.0,0,,1,6.0,,,,
LEADERBOARD.md,4164,C_STRICT,1,1.0,0,,0,,,,,
LEADERBOARD.md,4173,C_STRICT,9.99,9.99,2,,4,0.16,,,,
LEADERBOARD.md,4175,C_STRICT,0.60,0.6,2,,3,9.99,,,,
LEADERBOARD.md,4194,C_STRICT,1.00,1.0,2,,3,9.99,,,,
LEADERBOARD.md,4195,C_STRICT,0.59,0.59,2,,0,,,,,
LEADERBOARD.md,4198,C_STRICT,9.99,9.99,2,120.0,3,31.7,0.8264462809917356,1.0,1.0,0.0
LEADERBOARD.md,4270,C_STRICT,3,3.0,0,,0,,,,,
LEADERBOARD.md,4272,C_STRICT,0.3517,0.3517,4,2123.0,0,,0.047080979284369114,2.0,2.0,
LEADERBOARD.md,4273,C_STRICT,0.50,0.5,2,324.0,0,,0.3076923076923077,1.0,1.0,
LEADERBOARD.md,4279,C_STRICT,81,81.0,0,,1,0.95,,,,
LEADERBOARD.md,4281,C_STRICT,0.50,0.5,2,324.0,0,,0.3076923076923077,1.0,1.0,
LEADERBOARD.md,4282,C_STRICT,09,9.0,0,108.0,0,,0.9174311926605505,1.0,0.0,
LEADERBOARD.md,4283,C_STRICT,0.1129,0.1129,4,81.0,2,1.0,1.2195121951219512,-0.0,4.0,0.0
LEADERBOARD.md,4284,C_STRICT,0.50,0.5,2,,1,20.2,,,,
LEADERBOARD.md,4285,C_STRICT,09,9.0,0,162.0,0,,0.6134969325153374,1.0,0.0,
LEADERBOARD.md,4318,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,4319,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,4320,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,4321,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,4322,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,4323,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,4324,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,4331,C_STRICT,0.425,0.425,3,,0,,,,,
LEADERBOARD.md,4332,C_STRICT,0.638,0.638,3,,0,,,,,
LEADERBOARD.md,4333,C_STRICT,0.854,0.854,3,,0,,,,,
LEADERBOARD.md,4334,C_STRICT,0.726,0.726,3,,0,,,,,
LEADERBOARD.md,4335,C_STRICT,1.223,1.223,3,,0,,,,,
LEADERBOARD.md,4336,C_STRICT,1.809,1.809,3,,0,,,,,
LEADERBOARD.md,4337,C_STRICT,0.614,0.614,3,,0,,,,,
LEADERBOARD.md,4338,C_STRICT,1.025,1.025,3,,0,,,,,
LEADERBOARD.md,4339,C_STRICT,1.505,1.505,3,,0,,,,,
LEADERBOARD.md,4340,C_STRICT,0.50,0.5,2,6.0,2,0.0019,14.285714285714286,-1.0,3.0,1.0
LEADERBOARD.md,4341,C_STRICT,10,10.0,0,45.0,0,,2.1739130434782608,-0.0,0.0,
LEADERBOARD.md,4342,C_STRICT,0.06,0.06,2,1620.0,0,,0.061690314620604564,2.0,0.0,
LEADERBOARD.md,4343,C_STRICT,0.054,0.054,3,,0,,,,,
LEADERBOARD.md,4345,C_STRICT,29.70,29.7,2,540.0,0,,0.18484288354898337,1.0,1.0,
LEADERBOARD.md,4350,C_STRICT,09,9.0,0,,1,1.0,,,,
LEADERBOARD.md,4352,C_STRICT,41.53,41.53,2,1080.0,1,1.0,0.09250693802035152,2.0,0.0,0.0
LEADERBOARD.md,4356,C_STRICT,0,0.0,0,15.0,1,0.5,6.25,-0.0,0.0,0.0
LEADERBOARD.md,4360,C_STRICT,0.0023,0.0023,4,439.0,3,0.5,0.22727272727272727,1.0,3.0,0.0
LEADERBOARD.md,4361,C_STRICT,0.5677,0.5677,4,,0,,,,,
LEADERBOARD.md,4362,C_STRICT,4,4.0,0,486.0,0,,0.2053388090349076,1.0,0.0,
LEADERBOARD.md,4365,C_STRICT,33.37,33.37,2,162.0,1,0.708,0.6134969325153374,1.0,1.0,0.0
LEADERBOARD.md,4373,C_STRICT,8.9,8.9,1,4212.0,3,0.02,0.023736055067647758,2.0,0.0,0.0
LEADERBOARD.md,4377,C_STRICT,0.06,0.06,2,4212.0,0,,0.023736055067647758,2.0,0.0,
LEADERBOARD.md,4378,C_STRICT,15,15.0,0,,0,,,,,
LEADERBOARD.md,4381,C_STRICT,28.6,28.6,1,,0,,,,,
LEADERBOARD.md,4382,C_STRICT,4,4.0,0,810.0,0,,0.12330456226880394,1.0,0.0,
LEADERBOARD.md,4383,C_STRICT,27,27.0,0,,1,1.0,,,,
LEADERBOARD.md,4384,C_STRICT,1.5190,1.519,4,,0,,,,,
LEADERBOARD.md,4385,C_STRICT,2.3277,2.3277,4,18.0,0,,5.2631578947368425,-0.0,4.0,
LEADERBOARD.md,4386,C_STRICT,9,9.0,0,39.0,0,,2.5,-0.0,0.0,
LEADERBOARD.md,4387,C_STRICT,7,7.0,0,351.0,0,,0.2840909090909091,1.0,0.0,
LEADERBOARD.md,4393,C_STRICT,8.9,8.9,1,,0,,,,,
LEADERBOARD.md,4394,C_STRICT,2,2.0,0,162.0,0,,0.6134969325153374,1.0,0.0,
LEADERBOARD.md,4397,C_STRICT,0.30,0.3,2,,1,65.4,,,,
LEADERBOARD.md,4398,C_STRICT,4,4.0,0,486.0,0,,0.2053388090349076,1.0,0.0,
LEADERBOARD.md,4446,C_STRICT,13.2,13.2,1,,1,0.5,,,,
LEADERBOARD.md,4450,C_STRICT,3,3.0,0,,0,,,,,
LEADERBOARD.md,4542,C_STRICT,0.857,0.857,3,,1,0.53,,,,
LEADERBOARD.md,4543,C_STRICT,0.21,0.21,2,,0,,,,,
LEADERBOARD.md,4561,C_STRICT,03,3.0,0,,0,,,,,
LEADERBOARD.md,4562,C_STRICT,3,3.0,0,,1,0.0,,,,
LEADERBOARD.md,4563,C_STRICT,0.686,0.686,3,,0,,,,,
LEADERBOARD.md,4564,C_STRICT,10,10.0,0,,0,,,,,
LEADERBOARD.md,4565,C_STRICT,10,10.0,0,,2,1.0,,,,
LEADERBOARD.md,4566,C_STRICT,10,10.0,0,,0,,,,,
LEADERBOARD.md,4567,C_STRICT,4,4.0,0,,0,,,,,
LEADERBOARD.md,4568,C_STRICT,10,10.0,0,,1,12.0,,,,
LEADERBOARD.md,4569,C_STRICT,10,10.0,0,6.0,2,1.0,14.285714285714286,-1.0,1.0,0.0
LEADERBOARD.md,4570,C_STRICT,10,10.0,0,,0,,,,,
LEADERBOARD.md,4571,C_STRICT,10,10.0,0,,1,0.0012,,,,
LEADERBOARD.md,4572,C_STRICT,10,10.0,0,,0,,,,,
LEADERBOARD.md,4573,C_STRICT,100,100.0,0,,1,1.0,,,,
LEADERBOARD.md,4574,C_STRICT,10,10.0,0,,0,,,,,
LEADERBOARD.md,4575,C_STRICT,1.19,1.19,2,,0,,,,,
LEADERBOARD.md,4576,C_STRICT,100,100.0,0,,2,0.941,,,,
LEADERBOARD.md,4577,C_STRICT,4,4.0,0,,0,,,,,
LEADERBOARD.md,4578,C_STRICT,100,100.0,0,,0,,,,,
LEADERBOARD.md,4579,C_STRICT,100,100.0,0,114.0,2,1.0,0.8695652173913043,1.0,0.0,0.0
LEADERBOARD.md,4580,C_STRICT,60,60.0,0,6.0,0,,14.285714285714286,-1.0,1.0,
LEADERBOARD.md,4581,C_STRICT,100,100.0,0,,0,,,,,
LEADERBOARD.md,4819,C_STRICT,3,3.0,0,,0,,,,,
LEADERBOARD.md,4869,C_STRICT,91.5,91.5,1,35.0,0,,2.7777777777777777,-0.0,1.0,
LEADERBOARD.md,4902,C_STRICT,10,10.0,0,900.0,0,,0.11098779134295228,1.0,0.0,
LEADERBOARD.md,4904,C_STRICT,6,6.0,0,6.0,0,,14.285714285714286,-1.0,1.0,
LEADERBOARD.md,4984,C_STRICT,12,12.0,0,,0,,,,,
LEADERBOARD.md,4985,C_STRICT,11.37,11.37,2,,1,12.0,,,,
LEADERBOARD.md,5000,C_STRICT,24.60,24.6,2,20.0,2,4.0,4.761904761904762,-0.0,2.0,0.0
LEADERBOARD.md,5034,C_STRICT,0.515,0.515,3,24.0,2,0.5,4.0,-0.0,3.0,0.0
LEADERBOARD.md,5040,C_STRICT,11,11.0,0,11.0,0,,8.333333333333334,-0.0,0.0,
LEADERBOARD.md,5042,C_STRICT,0.5015,0.5015,4,108.0,4,0.1,0.9174311926605505,1.0,3.0,0.0
LEADERBOARD.md,5112,C_STRICT,100,100.0,0,1000.0,2,10.58,0.0999000999000999,2.0,0.0,0.0
LEADERBOARD.md,5114,C_STRICT,78.2,78.2,1,1000.0,0,,0.0999000999000999,2.0,0.0,
LEADERBOARD.md,5115,C_STRICT,0.0,0.0,1,250.0,0,,0.398406374501992,1.0,0.0,
LEADERBOARD.md,5118,C_STRICT,78,78.0,0,,0,,,,,
LEADERBOARD.md,5127,C_STRICT,81.7,81.7,1,60.0,0,,1.639344262295082,-0.0,1.0,
LEADERBOARD.md,5129,C_STRICT,90,90.0,0,,0,,,,,
LEADERBOARD.md,5131,C_STRICT,100.0,100.0,1,1000.0,1,10.0,0.0999000999000999,2.0,0.0,0.0
LEADERBOARD.md,5132,C_STRICT,100,100.0,0,,0,,,,,
LEADERBOARD.md,5133,C_STRICT,63.6,63.6,1,250.0,0,,0.398406374501992,1.0,0.0,
LEADERBOARD.md,5134,C_STRICT,65.5,65.5,1,54.0,0,,1.8181818181818181,-0.0,1.0,
LEADERBOARD.md,5135,C_STRICT,11.9,11.9,1,,1,99.9,,,,
LEADERBOARD.md,5138,C_STRICT,7,7.0,0,,0,,,,,
LEADERBOARD.md,5213,C_STRICT,48.9,48.9,1,80.0,1,0.25,1.2345679012345678,-0.0,1.0,0.0
LEADERBOARD.md,5280,C_STRICT,0.290,0.29,3,,1,0.8,,,,
LEADERBOARD.md,5314,C_STRICT,1.8,1.8,1,,1,15.0,,,,
LEADERBOARD.md,5315,C_STRICT,85.1,85.1,1,,1,1.0,,,,
LEADERBOARD.md,5317,C_STRICT,0.5169,0.5169,4,,0,,,,,
LEADERBOARD.md,5319,C_STRICT,3,3.0,0,,1,4.0,,,,
LEADERBOARD.md,5323,C_STRICT,0.50,0.5,2,324.0,0,,0.3076923076923077,1.0,1.0,
LEADERBOARD.md,5325,C_STRICT,0.2787,0.2787,4,162.0,0,,0.6134969325153374,1.0,3.0,
LEADERBOARD.md,5326,C_STRICT,16,16.0,0,,1,8.0,,,,
LEADERBOARD.md,5328,C_STRICT,4,4.0,0,324.0,1,12.0,0.3076923076923077,1.0,0.0,0.0
LEADERBOARD.md,5332,C_STRICT,1.8,1.8,1,,1,15.0,,,,
LEADERBOARD.md,5336,C_STRICT,73,73.0,0,,2,0.1,,,,
LEADERBOARD.md,5340,C_STRICT,12,12.0,0,1296.0,0,,0.07710100231303008,2.0,0.0,
LEADERBOARD.md,5344,C_STRICT,4,4.0,0,,2,1.0,,,,
LEADERBOARD.md,5348,C_STRICT,03,3.0,0,,0,,,,,
LEADERBOARD.md,5350,C_STRICT,0.3879,0.3879,4,,2,0.7,,,,
LEADERBOARD.md,5354,C_STRICT,12,12.0,0,324.0,0,,0.3076923076923077,1.0,0.0,
LEADERBOARD.md,5356,C_STRICT,95,95.0,0,2.0,0,,33.333333333333336,-1.0,1.0,
LEADERBOARD.md,5364,C_STRICT,0.50,0.5,2,162.0,1,6.7,0.6134969325153374,1.0,1.0,0.0
LEADERBOARD.md,5367,C_STRICT,12,12.0,0,,0,,,,,
LEADERBOARD.md,5385,C_STRICT,0.3879,0.3879,4,81.0,0,,1.2195121951219512,-0.0,4.0,
LEADERBOARD.md,5388,C_STRICT,0.4841,0.4841,4,,0,,,,,
LEADERBOARD.md,5390,C_STRICT,50,50.0,0,16.0,0,,5.882352941176471,-0.0,0.0,
LEADERBOARD.md,5391,C_STRICT,12,12.0,0,8.0,0,,11.11111111111111,-1.0,1.0,
LEADERBOARD.md,5419,C_STRICT,0.0531,0.0531,4,45.0,5,0.236,2.1739130434782608,-0.0,4.0,0.0
LEADERBOARD.md,5422,C_STRICT,0.00225,0.00225,5,,0,,,,,
LEADERBOARD.md,5430,C_STRICT,0.50,0.5,2,324.0,0,,0.3076923076923077,1.0,1.0,
LEADERBOARD.md,5440,C_STRICT,6,6.0,0,,0,,,,,
LEADERBOARD.md,5609,C_STRICT,12,12.0,0,,1,5.0,,,,
LEADERBOARD.md,5631,C_STRICT,2.5,2.5,1,48.0,1,0.00149,2.0408163265306123,-0.0,1.0,0.0
LEADERBOARD.md,5822,C_STRICT,2.5,2.5,1,10000.0,0,,0.009999000099990002,3.0,0.0,
LEADERBOARD.md,5825,C_STRICT,2.5,2.5,1,,1,9.0,,,,
LEADERBOARD.md,5944,C_STRICT,0.002,0.002,3,,0,,,,,
LEADERBOARD.md,5948,C_STRICT,4,4.0,0,,0,,,,,
LEADERBOARD.md,5960,C_STRICT,4,4.0,0,,2,1.0,,,,
LEADERBOARD.md,5969,C_STRICT,4,4.0,0,,0,,,,,
LEADERBOARD.md,6014,C_STRICT,100,100.0,0,,0,,,,,
LEADERBOARD.md,6051,C_STRICT,10.01,10.01,2,2232.0,0,,0.04478280340349306,2.0,0.0,
LEADERBOARD.md,6143,C_STRICT,9.49,9.49,2,,0,,,,,
LEADERBOARD.md,6149,C_STRICT,1.138,1.138,3,,0,,,,,
LEADERBOARD.md,6152,C_STRICT,15.35,15.35,2,,0,,,,,
LEADERBOARD.md,6185,C_STRICT,4,4.0,0,10.0,3,0.0,9.090909090909092,-0.0,0.0,0.0
LEADERBOARD.md,6305,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,6324,C_STRICT,0.0000,0.0,4,,1,1.0,,,,
LEADERBOARD.md,6343,C_STRICT,1.000,1.0,3,480.0,1,4.32,0.2079002079002079,1.0,2.0,0.0
LEADERBOARD.md,6344,C_STRICT,0.90,0.9,2,,7,0.0,,,,
LEADERBOARD.md,6349,C_STRICT,0.0,0.0,1,300.0,0,,0.33222591362126247,1.0,0.0,
LEADERBOARD.md,6352,C_STRICT,1,1.0,0,,0,,,,,
LEADERBOARD.md,6356,C_STRICT,100.0,100.0,1,15.0,0,,6.25,-0.0,1.0,
LEADERBOARD.md,6383,C_STRICT,1.000,1.0,3,,0,,,,,
LEADERBOARD.md,6385,C_STRICT,63,63.0,0,150.0,1,0.2,0.6622516556291391,1.0,0.0,0.0
LEADERBOARD.md,6387,C_STRICT,0.238,0.238,3,,0,,,,,
LEADERBOARD.md,6397,C_STRICT,63,63.0,0,12.0,1,5.0,7.6923076923076925,-0.0,0.0,0.0
LEADERBOARD.md,6405,C_STRICT,1.2,1.2,1,,1,0.0,,,,
LEADERBOARD.md,6427,C_STRICT,0.25,0.25,2,,0,,,,,
LEADERBOARD.md,6430,C_STRICT,6,6.0,0,,0,,,,,
LEADERBOARD.md,6492,C_STRICT,0.13,0.13,2,,0,,,,,
LEADERBOARD.md,6495,C_STRICT,0.000,0.0,3,100.0,0,,0.9900990099009901,1.0,2.0,
LEADERBOARD.md,6497,C_STRICT,1.000,1.0,3,,0,,,,,
LEADERBOARD.md,6499,C_STRICT,16,16.0,0,,0,,,,,
LEADERBOARD.md,6501,C_STRICT,0.000,0.0,3,,0,,,,,
LEADERBOARD.md,6505,C_STRICT,0.060,0.06,3,,0,,,,,
LEADERBOARD.md,6507,C_STRICT,0.0635,0.0635,4,,0,,,,,
LEADERBOARD.md,6508,C_STRICT,21,21.0,0,,1,0.5,,,,
LEADERBOARD.md,6509,C_STRICT,0,0.0,0,,0,,,,,
LEADERBOARD.md,6511,C_STRICT,63,63.0,0,,1,0.9,,,,
LEADERBOARD.md,6544,C_STRICT,50.00,50.0,2,,1,1.0,,,,
LEADERBOARD.md,6545,C_STRICT,4,4.0,0,,1,0.1,,,,
LEADERBOARD.md,6546,C_STRICT,100.0,100.0,1,157.0,0,,0.6329113924050633,1.0,0.0,
LEADERBOARD.md,6547,C_STRICT,0,0.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
LEADERBOARD.md,6548,C_STRICT,4,4.0,0,157.0,0,,0.6329113924050633,1.0,0.0,
LEADERBOARD.md,6549,C_STRICT,8,8.0,0,,0,,,,,
LEADERBOARD.md,6550,C_STRICT,4,4.0,0,,1,0.05,,,,
LEADERBOARD.md,6582,C_STRICT,0.99,0.99,2,,0,,,,,
LEADERBOARD.md,6639,C_STRICT,50,50.0,0,16.0,0,,5.882352941176471,-0.0,0.0,
LEADERBOARD.md,6641,C_STRICT,0.947,0.947,3,,0,,,,,
LEADERBOARD.md,6642,C_STRICT,1.000,1.0,3,,0,,,,,
LEADERBOARD.md,6643,C_STRICT,1,1.0,0,,0,,,,,
LEADERBOARD.md,6644,C_STRICT,58.3,58.3,1,,0,,,,,
LEADERBOARD.md,6645,C_STRICT,8,8.0,0,7.0,0,,12.5,-1.0,1.0,
LEADERBOARD.md,6646,C_STRICT,0.500,0.5,3,7.0,2,16.0,12.5,-1.0,4.0,0.0
LEADERBOARD.md,6647,C_STRICT,16,16.0,0,18.0,3,0.05,5.2631578947368425,-0.0,0.0,0.0
LEADERBOARD.md,6648,C_STRICT,16,16.0,0,,0,,,,,
LEADERBOARD.md,6649,C_STRICT,16,16.0,0,,0,,,,,
LEADERBOARD.md,6650,C_STRICT,16,16.0,0,,0,,,,,
LEADERBOARD.md,6651,C_STRICT,6,6.0,0,,0,,,,,
LEADERBOARD.md,6663,C_STRICT,11,11.0,0,7.0,0,,12.5,-1.0,1.0,
LEADERBOARD.md,6664,C_STRICT,2,2.0,0,,0,,,,,
LEADERBOARD.md,6665,C_STRICT,16,16.0,0,,0,,,,,
LEADERBOARD.md,6666,C_STRICT,16,16.0,0,,1,2.0,,,,
LEADERBOARD.md,6667,C_STRICT,58.3,58.3,1,,1,10.57,,,,
LEADERBOARD.md,6668,C_STRICT,0.274,0.274,3,6.0,0,,14.285714285714286,-1.0,4.0,
LEADERBOARD.md,6670,C_STRICT,0.032,0.032,3,16.0,2,0.2,5.882352941176471,-0.0,3.0,0.0
LEADERBOARD.md,6672,C_STRICT,0.583,0.583,3,,1,0.1,,,,
LEADERBOARD.md,6674,C_STRICT,6,6.0,0,16.0,0,,5.882352941176471,-0.0,0.0,
LEADERBOARD.md,6676,C_STRICT,0.101,0.101,3,108.0,1,0.95,0.9174311926605505,1.0,2.0,0.0
LEADERBOARD.md,6693,C_STRICT,0.95,0.95,2,18.0,2,0.073,5.2631578947368425,-0.0,2.0,0.0
LEADERBOARD.md,6698,C_STRICT,0.62,0.62,2,126.0,0,,0.7874015748031497,1.0,1.0,
LEADERBOARD.md,6715,C_STRICT,0.3333,0.3333,4,,0,,,,,
LEADERBOARD.md,6717,C_STRICT,09,9.0,0,,0,,,,,
LEADERBOARD.md,6745,C_STRICT,1.000,1.0,3,8.0,1,0.25,11.11111111111111,-1.0,4.0,0.0
LEADERBOARD.md,6749,C_STRICT,1.000,1.0,3,40.0,1,30.0,2.4390243902439024,-0.0,3.0,0.0
LEADERBOARD.md,6795,C_STRICT,10.51,10.51,2,56.0,0,,1.7543859649122806,-0.0,2.0,
LEADERBOARD.md,6829,C_STRICT,63,63.0,0,,2,12.91,,,,
LEADERBOARD.md,6942,C_STRICT,0.4000,0.4,4,162.0,1,38.0,0.6134969325153374,1.0,3.0,0.0
LEADERBOARD.md,7002,C_STRICT,1.000,1.0,3,20.0,0,,4.761904761904762,-0.0,3.0,
LEADERBOARD.md,7165,C_STRICT,4,4.0,0,20.0,6,2.0,4.761904761904762,-0.0,0.0,0.0
LEADERBOARD.md,7170,C_STRICT,17,17.0,0,1718.0,2,26.0,0.058173356602675974,2.0,0.0,0.0
LEADERBOARD.md,7171,C_STRICT,17,17.0,0,400.0,3,6.0,0.24937655860349128,1.0,0.0,0.0
LEADERBOARD.md,7172,C_STRICT,17,17.0,0,20.0,2,18.0,4.761904761904762,-0.0,0.0,0.0
LEADERBOARD.md,7173,C_STRICT,6,6.0,0,,2,1.0,,,,
LEADERBOARD.md,7174,C_STRICT,0,0.0,0,400.0,2,0.909091,0.24937655860349128,1.0,0.0,0.0
LEADERBOARD.md,7175,C_STRICT,17,17.0,0,,0,,,,,
LEADERBOARD.md,7176,C_STRICT,17,17.0,0,400.0,3,5.0,0.24937655860349128,1.0,0.0,0.0
LEADERBOARD.md,7177,C_STRICT,17,17.0,0,54.0,0,,1.8181818181818181,-0.0,0.0,
LEADERBOARD.md,7178,C_STRICT,6,6.0,0,40.0,2,1.2111,2.4390243902439024,-0.0,0.0,0.0
LEADERBOARD.md,7198,C_STRICT,90,90.0,0,500.0,1,0.0,0.1996007984031936,1.0,0.0,0.0
LEADERBOARD.md,7221,C_STRICT,95,95.0,0,,2,2.5341,,,,
LEADERBOARD.md,7224,C_STRICT,3,3.0,0,,1,1.96,,,,
LEADERBOARD.md,7225,C_STRICT,90,90.0,0,,2,2.0,,,,
LEADERBOARD.md,7226,C_STRICT,0.3376,0.3376,4,,0,,,,,
LEADERBOARD.md,7229,C_STRICT,1,1.0,0,,0,,,,,
LEADERBOARD.md,7284,C_STRICT,63,63.0,0,63.0,1,0.0,1.5625,-0.0,0.0,0.0
LEADERBOARD.md,7354,C_STRICT,84,84.0,0,,6,4.0,,,,
LEADERBOARD.md,7360,C_STRICT,95,95.0,0,,0,,,,,
LEADERBOARD.md,7362,C_STRICT,0.1201,0.1201,4,,1,0.9,,,,
LEADERBOARD.md,7399,C_STRICT,0.8929,0.8929,4,,0,,,,,
LEADERBOARD.md,7409,C_STRICT,77,77.0,0,289.0,4,8.0,0.3448275862068966,1.0,0.0,0.0
