
[panel] u56 = universe.json(56): 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.838/1.060 MaxDD -22.06% CAGR 14.96%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad = universe_broad.json(136): 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.838/1.060 MaxDD -22.06% CAGR 14.96%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] small = prices_small(439, SPY held out): 439 cols, 2010-01-04..2026-09-04, eval from 2011-01-13
    SPY full CAGR 14.13% Sharpe 0.862 MaxDD -33.72% halves 0.891/0.858 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.934/0.715 MaxDD -18.61% CAGR 12.02%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[a] reproduction of idea 129's grid: 306 of 306 rows matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 IS_Sharpe 2.22e-16 IS_CAGR 9.89e-17 IS_MaxDD 8.33e-17 OOS_CAGR 9.71e-17 OOS_Sharpe 2.22e-16 OOS_MaxDD 8.33e-17 gross 5.55e-17  EXACT

[GRID] 306 arm-rows, ALL reported
panel  book   cost                arm  CAGR  Sharpe  MaxDD    H1     H2  IS_Sharpe  IS_Calmar  IS_CAGR  IS_MaxDD  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  gross     TO  adm_S1  adm_S2  pass4a  pass4b            fail4b
  u56   V1u 10.000          v1gate-rw 0.065   0.664 -0.138 0.641  0.688      0.553      0.376    0.049    -0.131     0.077       0.747     -0.138  0.750 23.585   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 10.000             stop15 0.063   0.662 -0.162 0.682  0.648      0.596      0.403    0.053    -0.130     0.071       0.712     -0.162  0.750 23.251   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 10.000             stop25 0.063   0.663 -0.157 0.682  0.650      0.596      0.403    0.053    -0.130     0.072       0.714     -0.157  0.750 23.236   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 10.000 ddctl-8/.5/recover 0.043   0.542 -0.126 0.537  0.548      0.490      0.331    0.039    -0.117     0.046       0.586     -0.126  0.583 18.328   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 10.000    ddctl-8/.5/high 0.037   0.516 -0.120 0.445  0.587      0.389      0.240    0.028    -0.117     0.045       0.631     -0.120  0.521 16.351   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 10.000          ebud-0.10 0.027   0.548 -0.093 0.643  0.453      0.583      0.442    0.030    -0.068     0.025       0.518     -0.093  0.386 10.309   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 10.000          ebud-0.20 0.047   0.589 -0.139 0.625  0.558      0.540      0.331    0.041    -0.125     0.051       0.628     -0.139  0.624 18.287   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000            control 0.027   0.313 -0.199 0.328  0.301      0.250      0.128    0.019    -0.150     0.033       0.359     -0.199  0.750 23.236   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000            g200-dg 0.026   0.306 -0.178 0.310  0.304      0.231      0.112    0.017    -0.155     0.033       0.362     -0.178  0.726 22.850   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000            g200-rw 0.029   0.333 -0.156 0.285  0.375      0.206      0.097    0.015    -0.156     0.041       0.426     -0.142  0.750 23.621   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000           band3-dg 0.026   0.312 -0.180 0.307  0.318      0.228      0.113    0.017    -0.150     0.034       0.375     -0.180  0.733 22.788   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000           band3-rw 0.029   0.337 -0.150 0.279  0.387      0.198      0.095    0.014    -0.150     0.042       0.438     -0.141  0.750 22.956   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000           abs12-dg 0.027   0.316 -0.163 0.282  0.347      0.200      0.093    0.014    -0.153     0.037       0.402     -0.163  0.711 22.303   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000           abs12-rw 0.028   0.322 -0.169 0.286  0.355      0.207      0.092    0.015    -0.166     0.039       0.408     -0.169  0.750 23.001   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000           vol60-dg 0.027   0.313 -0.199 0.328  0.301      0.250      0.128    0.019    -0.150     0.033       0.359     -0.199  0.750 23.236   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000           vol60-rw 0.027   0.313 -0.199 0.328  0.301      0.250      0.128    0.019    -0.150     0.033       0.359     -0.199  0.750 23.236   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000          v1gate-dg 0.026   0.306 -0.178 0.310  0.304      0.231      0.112    0.017    -0.155     0.033       0.362     -0.178  0.726 22.850   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000          v1gate-rw 0.028   0.317 -0.156 0.285  0.346      0.206      0.097    0.015    -0.156     0.038       0.399     -0.142  0.750 23.585   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000             stop15 0.026   0.311 -0.204 0.328  0.299      0.250      0.128    0.019    -0.150     0.032       0.357     -0.204  0.750 23.251   False   False   False   False H1,H2,OOS,DD,CAGR
  u56   V1u 25.000             stop25 0.027   0.313 -0.199 0.328  0.301      0.250      0.128    0.019    -0.150     0.033       0.359     -0.199  0.750 23.236   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000 ddctl-8/.5/recover 0.010   0.183 -0.143 0.140  0.223      0.075      0.021    0.003    -0.131     0.016       0.270     -0.143  0.461 14.370   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000    ddctl-8/.5/high 0.016   0.268 -0.143 0.206  0.332      0.151      0.062    0.008    -0.134     0.023       0.375     -0.143  0.477 14.896   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000          ebud-0.10 0.012   0.250 -0.111 0.349  0.152      0.296      0.170    0.014    -0.085     0.010       0.211     -0.111  0.386 10.309   False   False   False   False    H1,H2,OOS,CAGR
  u56   V1u 25.000          ebud-0.20 0.018   0.260 -0.172 0.295  0.229      0.219      0.103    0.015    -0.142     0.022       0.293     -0.172  0.624 18.287   False   False   False   False    H1,H2,OOS,CAGR
  u56 TOP20 10.000            control 0.155   1.171 -0.222 1.268  1.107      1.187      1.201    0.141    -0.118     0.166       1.168     -0.222  0.747  9.044    True    True   False   False                DD
  u56 TOP20 10.000            g200-dg 0.141   1.145 -0.195 1.211  1.105      1.117      1.118    0.123    -0.110     0.157       1.172     -0.195  0.713  8.970   False   False   False    True                 -
  u56 TOP20 10.000            g200-rw 0.143   1.147 -0.194 1.216  1.104      1.123      1.090    0.125    -0.115     0.157       1.171     -0.194  0.723  9.172   False   False   False    True                 -
  u56 TOP20 10.000           band3-dg 0.144   1.157 -0.198 1.216  1.123      1.123      1.069    0.124    -0.116     0.160       1.189     -0.198  0.711  8.624   False   False   False    True                 -
  u56 TOP20 10.000           band3-rw 0.144   1.154 -0.199 1.214  1.118      1.122      1.042    0.126    -0.121     0.160       1.183     -0.199  0.722  8.575   False   False   False    True                 -
  u56 TOP20 10.000           abs12-dg 0.136   1.104 -0.222 1.189  1.058      1.087      0.989    0.116    -0.117     0.153       1.127     -0.222  0.690  8.514   False   False   False   False                DD
  u56 TOP20 10.000           abs12-rw 0.141   1.115 -0.227 1.207  1.064      1.109      0.938    0.121    -0.129     0.158       1.131     -0.227  0.718  8.703    True    True   False   False                DD
  u56 TOP20 10.000           vol60-dg 0.128   1.091 -0.168 1.128  1.062      1.042      1.019    0.116    -0.113     0.138       1.130     -0.168  0.712  9.368    True    True   False    True                 -
  u56 TOP20 10.000           vol60-rw 0.137   1.122 -0.185 1.154  1.099      1.071      1.036    0.123    -0.119     0.149       1.162     -0.185  0.745  9.527    True    True   False    True                 -
  u56 TOP20 10.000          v1gate-dg 0.118   1.065 -0.165 1.075  1.061      0.977      0.889    0.101    -0.114     0.132       1.133     -0.165  0.681  9.242   False   False   False    True                 -
  u56 TOP20 10.000          v1gate-rw 0.127   1.092 -0.183 1.088  1.102      0.993      0.912    0.106    -0.117     0.144       1.168     -0.183  0.717  9.631   False   False   False    True                 -
  u56 TOP20 10.000             stop15 0.144   1.135 -0.231 1.254  1.047      1.169      1.142    0.136    -0.119     0.151       1.116     -0.231  0.740 10.479    True    True   False   False                DD
  u56 TOP20 10.000             stop25 0.153   1.164 -0.238 1.266  1.093      1.184      1.188    0.141    -0.118     0.163       1.156     -0.238  0.746  9.299    True    True   False   False                DD
  u56 TOP20 10.000 ddctl-8/.5/recover 0.114   1.042 -0.166 1.139  0.959      1.032      1.056    0.107    -0.101     0.119       1.051     -0.166  0.613  7.744   False   False   False    True                 -
  u56 TOP20 10.000    ddctl-8/.5/high 0.099   0.997 -0.166 1.073  0.929      0.950      0.885    0.090    -0.101     0.106       1.034     -0.166  0.555  6.928   False   False   False   False              CAGR
  u56 TOP20 10.000          ebud-0.10 0.151   1.177 -0.205 1.243  1.136      1.156      1.140    0.133    -0.117     0.166       1.199     -0.205  0.724  8.287    True    True   False   False                DD
  u56 TOP20 10.000          ebud-0.20 0.155   1.170 -0.223 1.268  1.105      1.187      1.199    0.141    -0.118     0.166       1.167     -0.223  0.746  9.048    True    True   False   False                DD
  u56 TOP20 25.000            control 0.139   1.067 -0.223 1.151  1.012      1.069      1.002    0.126    -0.125     0.151       1.072     -0.223  0.747  9.044   False   False   False   False                DD
  u56 TOP20 25.000            g200-dg 0.126   1.035 -0.197 1.086  1.006      0.991      0.907    0.108    -0.119     0.142       1.072     -0.197  0.713  8.970   False   False   False    True                 -
  u56 TOP20 25.000            g200-rw 0.127   1.035 -0.196 1.089  1.003      0.996      0.885    0.109    -0.124     0.142       1.069     -0.196  0.723  9.172   False   False   False    True                 -
  u56 TOP20 25.000           band3-dg 0.129   1.052 -0.199 1.095  1.028      1.002      0.887    0.109    -0.123     0.145       1.093     -0.199  0.711  8.624   False   False   False    True                 -
  u56 TOP20 25.000           band3-rw 0.130   1.049 -0.201 1.096  1.023      1.004      0.871    0.111    -0.127     0.145       1.088     -0.201  0.722  8.575   False   False   False    True                 -
  u56 TOP20 25.000           abs12-dg 0.121   1.000 -0.223 1.069  0.964      0.967      0.816    0.102    -0.124     0.138       1.032     -0.223  0.690  8.514   False   False   False   False                DD
  u56 TOP20 25.000           abs12-rw 0.126   1.011 -0.228 1.087  0.971      0.989      0.810    0.107    -0.132     0.143       1.037     -0.228  0.718  8.703   False   False   False   False                DD
  u56 TOP20 25.000           vol60-dg 0.112   0.970 -0.169 1.000  0.947      0.913      0.823    0.100    -0.121     0.122       1.015     -0.169  0.712  9.368   False   False   False    True                 -
  u56 TOP20 25.000           vol60-rw 0.121   1.004 -0.186 1.028  0.987      0.946      0.876    0.107    -0.122     0.133       1.049     -0.186  0.745  9.527   False   False   False    True                 -
  u56 TOP20 25.000          v1gate-dg 0.103   0.940 -0.166 0.939  0.945      0.840      0.699    0.086    -0.122     0.117       1.016     -0.166  0.681  9.242   False   False   False   False           H1,CAGR
  u56 TOP20 25.000          v1gate-rw 0.110   0.967 -0.184 0.954  0.984      0.858      0.720    0.090    -0.125     0.127       1.050     -0.184  0.717  9.631   False   False   False   False                H1
  u56 TOP20 25.000             stop15 0.127   1.010 -0.234 1.121  0.928      1.035      0.923    0.119    -0.129     0.133       0.997     -0.234  0.740 10.479   False   False   False   False                DD
  u56 TOP20 25.000             stop25 0.137   1.056 -0.240 1.147  0.993      1.065      0.988    0.125    -0.126     0.147       1.056     -0.240  0.746  9.299   False   False   False   False                DD
  u56 TOP20 25.000 ddctl-8/.5/recover 0.098   0.927 -0.167 1.039  0.832      0.932      0.866    0.093    -0.108     0.102       0.925     -0.167  0.604  7.565   False   False   False   False           H2,CAGR
  u56 TOP20 25.000    ddctl-8/.5/high 0.091   0.929 -0.128 0.939  0.921      0.813      0.696    0.075    -0.108     0.105       1.017     -0.128  0.551  6.860   False   False    True   False           H1,CAGR
  u56 TOP20 25.000          ebud-0.10 0.137   1.079 -0.206 1.132  1.048      1.044      0.961    0.119    -0.124     0.152       1.109     -0.206  0.724  8.287   False   False   False   False                DD
  u56 TOP20 25.000          ebud-0.20 0.139   1.066 -0.224 1.150  1.011      1.069      1.000    0.125    -0.125     0.151       1.071     -0.224  0.746  9.048   False   False   False   False                DD
  u56 EWall 10.000            control 0.133   1.124 -0.225 1.190  1.072      1.110      1.003    0.126    -0.126     0.138       1.136     -0.225  0.750  0.828    True    True   False   False                DD
  u56 EWall 10.000            g200-dg 0.082   1.171 -0.120 1.181  1.165      1.055      0.818    0.071    -0.087     0.091       1.263     -0.120  0.532  3.136   False    True    True   False              CAGR
  u56 EWall 10.000            g200-rw 0.116   1.091 -0.186 1.167  1.037      1.067      0.965    0.105    -0.109     0.124       1.112     -0.186  0.750  7.616    True    True   False    True                 -
  u56 EWall 10.000           band3-dg 0.087   1.206 -0.121 1.226  1.191      1.104      0.965    0.076    -0.079     0.095       1.285     -0.121  0.533  1.775   False    True    True   False              CAGR
  u56 EWall 10.000           band3-rw 0.122   1.161 -0.177 1.210  1.129      1.109      1.092    0.109    -0.099     0.134       1.203     -0.177  0.750  4.315    True    True   False    True                 -
  u56 EWall 10.000           abs12-dg 0.087   1.090 -0.148 1.163  1.033      1.039      0.828    0.078    -0.094     0.094       1.130     -0.148  0.551  2.345   False   False   False   False              CAGR
  u56 EWall 10.000           abs12-rw 0.118   1.071 -0.199 1.228  0.954      1.132      0.927    0.115    -0.125     0.120       1.031     -0.199  0.750  5.306    True    True   False    True                 -
  u56 EWall 10.000           vol60-dg 0.116   1.133 -0.169 1.156  1.113      1.070      0.912    0.109    -0.120     0.122       1.186     -0.169  0.720  1.389    True    True   False    True                 -
  u56 EWall 10.000           vol60-rw 0.122   1.125 -0.184 1.141  1.113      1.059      0.934    0.114    -0.122     0.129       1.179     -0.184  0.750  1.858    True    True   False    True                 -
  u56 EWall 10.000          v1gate-dg 0.073   1.113 -0.109 1.070  1.155      0.945      0.694    0.062    -0.089     0.083       1.252     -0.109  0.519  3.294   False   False    True   False              CAGR
  u56 EWall 10.000          v1gate-rw 0.104   1.049 -0.159 1.068  1.034      0.970      0.830    0.093    -0.112     0.113       1.112     -0.159  0.750  8.209   False   False   False   False              CAGR
  u56 EWall 10.000             stop15 0.122   1.094 -0.226 1.149  1.047      1.065      0.934    0.116    -0.125     0.126       1.118     -0.226  0.740  3.268    True    True   False   False                DD
  u56 EWall 10.000             stop25 0.129   1.118 -0.238 1.184  1.064      1.102      0.996    0.123    -0.124     0.133       1.132     -0.238  0.747  1.653    True    True   False   False                DD
  u56 EWall 10.000 ddctl-8/.5/recover 0.095   1.066 -0.156 1.053  1.082      0.921      0.697    0.077    -0.110     0.109       1.176     -0.156  0.627  1.033   False   False   False   False              CAGR
  u56 EWall 10.000    ddctl-8/.5/high 0.082   0.992 -0.156 1.060  0.937      0.920      0.656    0.072    -0.110     0.091       1.048     -0.156  0.567  0.893   False   False   False   False              CAGR
  u56 EWall 10.000          ebud-0.10 0.133   1.124 -0.225 1.190  1.072      1.110      1.003    0.126    -0.126     0.138       1.136     -0.225  0.750  0.828    True    True   False   False                DD
  u56 EWall 10.000          ebud-0.20 0.133   1.124 -0.225 1.190  1.072      1.110      1.003    0.126    -0.126     0.138       1.136     -0.225  0.750  0.828    True    True   False   False                DD
  u56 EWall 25.000            control 0.131   1.113 -0.225 1.179  1.061      1.099      0.991    0.125    -0.126     0.137       1.125     -0.225  0.750  0.828    True    True   False   False                DD
  u56 EWall 25.000            g200-dg 0.077   1.103 -0.121 1.112  1.098      0.986      0.728    0.066    -0.091     0.086       1.196     -0.121  0.532  3.136   False   False    True   False              CAGR
  u56 EWall 25.000            g200-rw 0.103   0.982 -0.189 1.053  0.930      0.951      0.779    0.093    -0.119     0.111       1.007     -0.189  0.750  7.616   False   False   False   False              CAGR
  u56 EWall 25.000           band3-dg 0.084   1.168 -0.121 1.188  1.153      1.066      0.895    0.073    -0.082     0.092       1.248     -0.121  0.533  1.775   False    True    True   False              CAGR
  u56 EWall 25.000           band3-rw 0.115   1.098 -0.179 1.145  1.067      1.041      0.961    0.101    -0.106     0.127       1.143     -0.179  0.750  4.315   False    True   False    True                 -
  u56 EWall 25.000           abs12-dg 0.083   1.046 -0.149 1.118  0.988      0.995      0.778    0.075    -0.096     0.090       1.086     -0.149  0.551  2.345   False   False    True   False              CAGR
  u56 EWall 25.000           abs12-rw 0.109   0.998 -0.205 1.153  0.883      1.056      0.841    0.107    -0.127     0.111       0.961     -0.205  0.750  5.306    True    True   False   False                DD
  u56 EWall 25.000           vol60-dg 0.114   1.113 -0.169 1.137  1.091      1.050      0.885    0.107    -0.121     0.119       1.164     -0.169  0.720  1.389    True    True   False    True                 -
  u56 EWall 25.000           vol60-rw 0.119   1.099 -0.185 1.118  1.083      1.036      0.910    0.111    -0.122     0.125       1.151     -0.185  0.750  1.858    True    True   False    True                 -
  u56 EWall 25.000          v1gate-dg 0.068   1.038 -0.110 0.996  1.078      0.870      0.608    0.056    -0.093     0.078       1.176     -0.110  0.519  3.294   False   False    True   False              CAGR
  u56 EWall 25.000          v1gate-rw 0.091   0.924 -0.161 0.945  0.907      0.844      0.655    0.080    -0.122     0.099       0.987     -0.161  0.750  8.209   False   False   False   False           H1,CAGR
  u56 EWall 25.000             stop15 0.116   1.049 -0.228 1.107  1.000      1.021      0.873    0.111    -0.127     0.120       1.072     -0.228  0.740  3.268    True    True   False   False                DD
  u56 EWall 25.000             stop25 0.126   1.096 -0.240 1.163  1.041      1.081      0.965    0.121    -0.125     0.130       1.109     -0.240  0.747  1.653    True    True   False   False                DD
  u56 EWall 25.000 ddctl-8/.5/recover 0.088   0.993 -0.156 0.983  1.006      0.853      0.656    0.073    -0.111     0.101       1.105     -0.156  0.625  1.072   False   False   False   False              CAGR
  u56 EWall 25.000    ddctl-8/.5/high 0.080   0.970 -0.156 1.045  0.908      0.904      0.639    0.071    -0.111     0.088       1.021     -0.156  0.565  0.891   False   False   False   False              CAGR
  u56 EWall 25.000          ebud-0.10 0.131   1.113 -0.225 1.179  1.061      1.099      0.991    0.125    -0.126     0.137       1.125     -0.225  0.750  0.828    True    True   False   False                DD
  u56 EWall 25.000          ebud-0.20 0.131   1.113 -0.225 1.179  1.061      1.099      0.991    0.125    -0.126     0.137       1.125     -0.225  0.750  0.828    True    True   False   False                DD
broad   V1u 10.000            control 0.062   0.627 -0.235 0.743  0.527      0.700      0.548    0.067    -0.122     0.058       0.573     -0.235  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000            g200-dg 0.060   0.609 -0.238 0.735  0.502      0.691      0.544    0.066    -0.121     0.055       0.549     -0.238  0.739 29.199   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000            g200-rw 0.065   0.643 -0.212 0.756  0.547      0.715      0.726    0.069    -0.095     0.061       0.590     -0.212  0.750 29.447   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000           band3-dg 0.060   0.611 -0.235 0.724  0.515      0.679      0.530    0.065    -0.122     0.057       0.561     -0.235  0.742 29.287   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000           band3-rw 0.061   0.610 -0.226 0.700  0.535      0.653      0.509    0.062    -0.122     0.060       0.579     -0.226  0.750 29.480   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000           abs12-dg 0.061   0.619 -0.234 0.738  0.518      0.694      0.536    0.066    -0.122     0.057       0.564     -0.234  0.730 28.976   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000           abs12-rw 0.063   0.630 -0.234 0.751  0.528      0.709      0.551    0.069    -0.125     0.059       0.572     -0.234  0.750 29.909   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000           vol60-dg 0.062   0.627 -0.235 0.743  0.527      0.700      0.548    0.067    -0.122     0.058       0.573     -0.235  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000           vol60-rw 0.062   0.627 -0.235 0.743  0.527      0.700      0.548    0.067    -0.122     0.058       0.573     -0.235  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000          v1gate-dg 0.060   0.609 -0.238 0.735  0.502      0.691      0.544    0.066    -0.121     0.055       0.549     -0.238  0.739 29.199   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000          v1gate-rw 0.064   0.635 -0.212 0.756  0.532      0.715      0.726    0.069    -0.095     0.059       0.576     -0.212  0.750 29.430   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000             stop15 0.062   0.624 -0.239 0.744  0.522      0.701      0.549    0.067    -0.122     0.058       0.568     -0.239  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000             stop25 0.062   0.627 -0.235 0.743  0.527      0.700      0.548    0.067    -0.122     0.058       0.573     -0.235  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 10.000 ddctl-8/.5/recover 0.033   0.429 -0.162 0.556  0.308      0.538      0.410    0.042    -0.104     0.024       0.337     -0.162  0.534 20.948   False   False   False   False    H1,H2,OOS,CAGR
broad   V1u 10.000    ddctl-8/.5/high 0.035   0.512 -0.162 0.663  0.362      0.647      0.490    0.047    -0.095     0.026       0.396     -0.162  0.492 19.163   False   False   False   False    H1,H2,OOS,CAGR
broad   V1u 10.000          ebud-0.10 0.021   0.520 -0.091 0.764  0.292      0.710      0.453    0.029    -0.064     0.015       0.367     -0.091  0.306 10.304   False   False   False   False    H1,H2,OOS,CAGR
broad   V1u 10.000          ebud-0.20 0.038   0.535 -0.179 0.754  0.344      0.716      0.460    0.050    -0.109     0.029       0.399     -0.179  0.540 19.754   False   False   False   False    H1,H2,OOS,CAGR
broad   V1u 25.000            control 0.016   0.206 -0.289 0.317  0.109      0.285      0.145    0.024    -0.164     0.010       0.146     -0.289  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000            g200-dg 0.015   0.190 -0.289 0.311  0.086      0.279      0.144    0.023    -0.160     0.008       0.124     -0.289  0.739 29.199   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000            g200-rw 0.019   0.227 -0.267 0.335  0.135      0.305      0.198    0.026    -0.132     0.013       0.169     -0.267  0.750 29.447   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000           band3-dg 0.015   0.192 -0.287 0.298  0.100      0.264      0.132    0.022    -0.164     0.009       0.137     -0.287  0.742 29.287   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000           band3-rw 0.015   0.192 -0.279 0.273  0.122      0.238      0.116    0.019    -0.164     0.011       0.158     -0.279  0.750 29.480   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000           abs12-dg 0.016   0.202 -0.286 0.315  0.105      0.283      0.143    0.023    -0.163     0.010       0.142     -0.286  0.730 28.976   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000           abs12-rw 0.017   0.208 -0.284 0.320  0.111      0.289      0.150    0.024    -0.162     0.010       0.148     -0.284  0.750 29.909   False   False   False   False H1,H2,OOS,DD,CAGR
