file,n_fail,R0_ASBUILT_named,R0_ASBUILT_any,R1_ALPHABET_named,R1_ALPHABET_any,R2_LEGCOLS_named,R2_LEGCOLS_any,R3_STATS_INFILE_named,R3_STATS_INFILE_any,R4_STATS_PANEL_named,R4_STATS_PANEL_any
2026-09-10_does-the-record-quote-a-WINDOW-STAMP-beside-any-metric-it-publishes_C.keeppaths.csv,6000,0,0,0,0,6000,6000,6000,6000,6000,6000
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.grid.csv,5921,0,0,0,0,5921,5921,5921,5921,5921,5921
2026-09-05_cagr-floor-calibration_B.calibration.csv,5842,0,0,0,0,0,0,0,0,4053,4053
2026-09-15_is-the-DD-LEG-literature-a-2020-CONTAINMENT-fact_cloud.books.csv,5815,0,0,0,0,0,0,0,0,5316,5316
2026-09-15_is-U56-CAND20s-SINGLE-RUNG-4b-pass-a-KNIFE-EDGE-or-a-real-window_B.ladder.csv,5653,5653,5653,5653,5653,5653,5653,5653,5653,5653,5653
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C.keep.csv.gz,5637,5637,5637,5637,5637,5637,5637,5637,5637,5637,5637
2026-09-11_is-the-0.59-percent-4a-FLIP-RATE-a-PER-DAY-constant_C.grid.csv,5602,0,0,0,0,0,0,5562,5562,5602,5602
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B.grid.csv,5558,5558,5558,5558,5558,5558,5558,5558,5558,5558,5558
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B.keep.csv,5558,5558,5558,5558,5558,5558,5558,5558,5558,5558,5558
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.grid.csv,5230,5230,5230,5230,5230,5230,5230,5230,5230,5230,5230
2026-09-15_is-the-4b-DD-CAP-and-CAGR-FLOOR-DISJOINT-on-the-k-over-n-axis_C.books.csv,4960,0,0,0,0,0,0,0,0,4960,4960
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud.grid.csv,4608,0,0,0,0,4608,4608,4608,4608,4608,4608
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_B.grid.csv,4257,0,0,0,0,0,0,0,0,4250,4257
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.keep.csv,4148,0,0,0,0,0,0,4107,4107,4148,4148
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.arms.csv,4148,0,0,0,0,0,0,4107,4107,4148,4148
2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud.grid.csv,4016,0,0,0,0,4016,4016,4016,4016,4016,4016
2026-09-10_is-p-over-n-1-the-crossover-for-key-reproduction_B.keeppaths.csv,3600,0,0,0,0,0,0,0,0,3600,3600
2026-09-09_is-4b-PASSAGE-on-the-LIVE-FAMILY-a-pure-GROSS-BOUND_cloud.grid.csv,3229,3229,3229,3229,3229,3229,3229,3229,3229,3229,3229
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.grid.csv,3141,0,0,0,0,3141,3141,3141,3141,3141,3141
2026-09-12_does-the-DE-GROSSING-TO-CASH-channel-have-a-CEILING-on-the-ENTRY-DATE-pass-share_cloud.grid.csv,3120,0,0,0,0,0,0,0,0,0,0
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_cloud.cells.csv,3078,0,0,0,0,0,0,3078,3078,3078,3078
2026-09-11_price-the-APPEND-vs-RESTATE-channels-separately-on-a-LONGER-vintage-ladder_cloud.draws.csv,3010,0,0,0,0,0,0,0,0,2789,2789
2026-09-05_the-on-share-column_cloud.grid.csv,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002
2026-09-05_the-on-share-column_cloud.keep.csv,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002
2026-09-15_does-the-DD-LEG-of-4b-need-a-CONVENTION-FLOOR_cloud.cells.csv,2928,0,0,0,0,2928,2928,2928,2928,2928,2928
2026-09-15_mega-cap-SHAPLEY-SHARE-of-every-committed-U56-4b-PASS_cloud.gross_ladder.csv,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743
2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.walkforward.csv,2668,0,0,0,0,0,0,0,0,1265,1265
2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B.grid.csv,2472,0,0,2472,2472,2472,2472,2472,2472,2472,2472
2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.grid.csv,2454,0,0,0,0,2454,2454,2454,2454,2454,2454
2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C.grid.csv,2445,0,0,0,0,2445,2445,2445,2445,2445,2445
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B.null.csv,2240,0,0,0,0,0,0,0,0,2219,2240
2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud.null.csv,2239,0,0,0,0,0,0,0,0,0,0
2026-09-11_is-the-U56-CAGR-FLOOR-GAP-a-DELISTING-artefact_B.grid.csv,2201,0,0,0,0,0,0,0,0,2070,2201
2026-09-05_defensive-class-census_B.grid.csv,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C.grid.csv,2081,0,0,0,0,2081,2081,2081,2081,2081,2081
2026-09-15_is-the-4b-CAGR-FLOOR-the-whole-LO-SIDE-BLIND-SPOT_cloud.arms.csv,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074
2026-09-08_does-turnover-level-predict-chooser-power_cloud.grid.csv,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967
2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B.grid.csv,1857,0,0,1857,1857,1857,1857,1857,1857,1857,1857
2026-09-14_how-many-committed-RULE-8-PICKS-CHOSE-a-DIAL-THAT-DID-NOT-EXIST-for-most-of-the-IS-WINDOW_C.arms.csv,1841,0,0,1841,1841,1841,1841,1841,1841,1841,1841
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.keep.csv,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803
2026-09-10_publish-the-PENALTY-beside-every-residualisation_cloud.keeppaths.csv,1800,0,0,0,0,0,0,0,0,1800,1800
2026-09-12_price-the-PRE-PEAK-COVER-leg-as-its-own-ONE-PARAMETER-predicate_C.cells.csv,1793,0,0,1793,1793,1793,1793,1793,1793,1793,1793
2026-09-12_does-TIE-SUFFICIENCY-break-outside-the-SPYDD-CONFOUND-on-any-corpus-with-30-PLUS-TIES_C.cells.csv,1793,0,0,1793,1793,1793,1793,1793,1793,1793,1793
2026-09-12_is-the-DECLINE-COVER-predicate-SUFFICIENT-ONCE-A-POST-TROUGH-RE-ENTRY-TERM-IS-ADDED_cloud.cells.csv,1793,0,0,1793,1793,1793,1793,1793,1793,1793,1793
2026-09-08_are-the-records-7-rung-ladders-two-rung-ladders_cloud.grid.csv,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743
2026-09-06_is-cadence-the-only-cost-chooser-on-other-books_cloud.grid.csv,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743
2026-09-15_is-the-4b-DD-CAP-the-binding-leg-for-EVERY-offset-fragile-book_cloud.grid.csv,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705
2026-09-15_does-the-4b-DD-CAP-have-the-TWO-QUESTIONS-PROBLEM_B.verdicts.csv,1700,0,0,1700,1700,1700,1700,1700,1700,1700,1700
2026-09-07_does-the-T-6.2x-ex-ante-screen-generalise_cloud.grid.csv,1664,0,0,0,0,0,0,1664,1664,1664,1664
2026-09-12_is-the-ONE-RUNG-4b-BAND-a-property-of-every-book-or-of-the-DD-CAP_cloud.grid.csv,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609
2026-09-12_is-the-TIE-CONVENTION-doing-the-work-in-every-committed-TWIN-WIN-RATE_C.walkforward.csv,1532,0,0,1532,1532,1532,1532,1532,1532,1532,1532
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.grid.csv,1529,0,0,0,0,1529,1529,1529,1529,1529,1529
2026-09-09_is-the-4b-footprint-a-monotone-function-of-cap-mix_cloud.arms.csv,1520,0,0,0,0,0,0,1520,1520,1520,1520
2026-09-10_does-PROTOCOL-need-a-T2-DATING-clause-beside-T1_C.book.csv,1495,0,0,0,0,0,0,0,0,1495,1495
2026-09-10_put-the-T1-line-in-PROTOCOL-and-back-fill-it_B.book.csv,1495,0,0,0,0,0,0,0,0,1495,1495
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.grid.csv,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.grid.csv,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488
2026-09-12_is-the-QROLL-LOOKBACK-MONOTONICITY-a-WINDOW-fact-or-a-WARM-UP-fact_C.arms.csv,1454,0,0,1454,1454,1454,1454,1454,1454,1454,1454
2026-09-12_is-the-TWIN-ORDERING-window-invariant-on-a-ROLLING-census_cloud.arms.csv,1454,0,0,1454,1454,1454,1454,1454,1454,1454,1454
2026-09-12_does-any-DE-GROSSING-FAMILY-beat-its-TWIN-with-NO-2020-DRAWDOWN_cloud.arms.csv,1454,0,0,1454,1454,1454,1454,1454,1454,1454,1454
2026-09-12_is-QROLL-ON-TOP-an-entirely-POST-2017-fact_cloud.arms.csv,1454,0,0,1454,1454,1454,1454,1454,1454,1454,1454
2026-09-12_is-the-TIE-CONVENTION-doing-the-work-in-every-committed-TWIN-WIN-RATE_C.arms.csv,1454,0,0,1454,1454,1454,1454,1454,1454,1454,1454
2026-09-12_is-the-PRE-POST-ASYMMETRY-QROLL-s-or-the-WINDOW-s_C.arms.csv,1454,0,0,1454,1454,1454,1454,1454,1454,1454,1454
2026-09-05_the-CAGR-floor-is-what-kills-small-pools_cloud.grid.csv,1436,0,0,0,0,0,0,0,0,1431,1436
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B.keep.csv,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405
2026-09-15_does-the-BILINEAR-floor-law-hold-at-a-GROSS-that-is-not-0.75_cloud.rungs.csv,1378,0,0,0,0,0,0,0,0,1376,1376
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.grid.csv,1345,0,0,0,0,0,0,0,0,1339,1345
2026-09-15_does-the-record-s-SHELF-beat-a-GROSS-MATCHED-SPY-on-the-CAGR-LEG_cloud.verdicts.csv,1328,0,0,1328,1328,1328,1328,1328,1328,1328,1328
2026-09-10_is-FLIP1-already-dead-at-10-bps_cloud.grid.csv,1326,0,0,1326,1326,1326,1326,1326,1326,1326,1326
2026-09-10_is-FLIP1-already-dead-at-10-bps_C.grid.csv,1246,0,0,1246,1246,1246,1246,1246,1246,1246,1246
2026-09-10_does-the-SCALE-channel-need-its-own-pre-rule-8-gate_C.walkforward.csv,1230,0,0,0,0,0,0,812,812,1230,1230
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.walkforward.csv,1197,0,0,0,0,0,0,0,0,168,168
2026-09-10_re-read-every-published-CADENCE-verdict-against-its-own-PHASE-SPREAD_cloud.grid.csv,1188,0,0,0,0,0,0,0,0,1188,1188
2026-09-14_is-the-4b-MaxDD-CAP-itself-a-SINGLE-EPISODE-number_cloud.books.csv,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.grid.csv,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168
2026-09-10_publish-step_delta-beside-every-adopted-constant_B.cols.csv,1167,0,0,0,0,0,0,0,0,0,0
2026-09-09_is-the-ADMISSIBILITY-q-a-q-x-k-interaction-too_cloud.arms.csv,1161,0,0,0,0,0,0,1161,1161,1161,1161
2026-09-12_audit-every-fail-set-column-in-the-record-for-SET-vs-FIRSTFAIL_B.books.csv,1130,0,0,1130,1130,1130,1130,1130,1130,1130,1130
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.grid.csv,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,1118,0,0,1118,1118,1118,1118,1118,1118,1118,1118
2026-09-07_broad-25bps-is-the-wall_cloud.keeppaths.csv,1118,0,0,1118,1118,1118,1118,1118,1118,1118,1118
2026-09-15_why-is-the-DRIFT-FLOOR-8x-larger-under-RESPREAD-than-DEGROSS_C.rungs.csv,1111,0,0,0,0,0,0,0,0,1111,1111
2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B.grid.csv,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
2026-09-15_is-the-4b-DD-CAP-just-a-BETA-CAP_B.books.csv,1094,0,0,0,0,0,0,0,0,1047,1047
2026-09-15_ex-ante-proxy-for-the-DDWIN-beta_C.books.csv,1094,0,0,0,0,0,0,0,0,1047,1047
2026-09-08_does-the-4b-gross-100-family-survive-a-CASH-CREDIT-and-a-BORROW-charge_C.keeppaths.csv,1089,0,0,0,0,0,0,1089,1089,1089,1089
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_cloud.books.csv,1053,0,0,0,0,0,0,1053,1053,1053,1053
2026-09-15_does-any-4b-pass-in-the-record-survive-a-ZERO-COST-BASE-RATE-clause_B.census.csv,1053,0,0,0,0,0,0,0,0,0,0
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.grid.csv,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.keeppaths.csv,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
2026-09-08_the-pool-mean-as-a-leaderboard-column_B.grid.csv,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026
2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.grid.csv,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026
2026-09-15_is-the-4b-CAGR-FLOOR-the-whole-LO-SIDE-BLIND-SPOT_cloud.finegross.csv,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.grid.csv,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006
2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B.grid.csv,991,0,0,0,0,0,0,0,0,990,991
2026-09-09_is-4b-a-SINGLE-GROSS-DIAL-wearing-five-bars_C.grid.csv,979,0,0,0,0,0,0,0,0,926,926
2026-09-15_do-4b-H1-H2-LEGS-inherit-the-SINGLE-EPISODE-COMPARAND-DEFECT_C.margins.csv,936,936,936,936,936,936,936,936,936,936,936
2026-09-11_price-the-ENGINE-DRIFT-leg-on-every-published-arm-minus-arm-decomposition_B.rungs.csv,920,0,0,0,0,0,0,0,0,920,920
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B.nullA_SMALL.csv,900,0,0,0,0,0,0,0,0,900,900
2026-09-12_does-TIE-SUFFICIENCY-break-outside-the-SPYDD-CONFOUND-on-any-corpus-with-30-PLUS-TIES_C.longcells.csv,886,0,0,886,886,886,886,886,886,886,886
2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,873,873,873,873,873,873,873,873,873,873,873
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.grid.csv,872,872,872,872,872,872,872,872,872,872,872
2026-09-15_does-the-4b-CAGR-FLOOR-survive-a-NON-ZERO-CASH-LEG_cloud.grid.csv,859,859,859,859,859,859,859,859,859,859,859
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.grid.csv,841,841,841,841,841,841,841,841,841,841,841
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.corpus.csv,841,0,0,841,841,841,841,841,841,841,841
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.corpus.csv,841,0,0,841,841,841,841,841,841,841,841
2026-09-05_the-screen-is-a-book-size-rule_cloud.corpus.csv,841,0,0,841,841,841,841,841,841,841,841
2026-09-10_publish-step_delta-beside-every-adopted-constant_B.grid.csv,816,0,0,816,816,816,816,816,816,816,816
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,814,814,814,814,814,814,814,814,814,814,814
2026-09-12_is-the-ONE-RUNG-4b-BAND-a-property-of-every-book-or-of-the-DD-CAP_cloud.keeppaths.csv,793,793,793,793,793,793,793,793,793,793,793
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_cloud.grid.csv,788,0,0,0,0,0,0,547,547,786,788
2026-09-08_why-does-the-DD-ranking-die-on-U56_C.walkforward.csv,759,0,0,0,0,0,0,53,53,53,53
2026-09-08_why-does-the-DD-ranking-die-on-U56_C.keeppaths.csv,759,0,0,0,0,0,0,0,0,0,0
2026-09-12_is-the-QROLL-LOOKBACK-MONOTONICITY-a-WINDOW-fact-or-a-WARM-UP-fact_C.walkforward.csv,758,0,0,758,758,758,758,758,758,758,758
2026-09-10_publish-p-and-n-beside-every-WIDE-flag-in-the-record_cloud.keeppaths.csv,756,0,0,0,0,0,0,0,0,756,756
2026-09-10_publish-p-and-n-beside-every-WIDE-flag-in-the-record_cloud.grid.csv,756,0,0,0,0,0,0,0,0,756,756
2026-09-14_how-many-committed-RULE-8-PICKS-CHOSE-a-DIAL-THAT-DID-NOT-EXIST-for-most-of-the-IS-WINDOW_C.walkforward.csv,752,0,0,536,536,536,536,536,536,536,536
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.keep.csv,746,746,746,746,746,746,746,746,746,746,746
2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C.grid.csv,746,0,0,746,746,746,746,746,746,746,746
2026-09-06_can-a-panel-property-choose-the-cadence_cloud.keep.csv,746,746,746,746,746,746,746,746,746,746,746
2026-09-15_is-the-55.8pct-CENSORING-a-LADDER-fact-or-the-1.00-CEILING_C.walkforward.csv,735,0,0,0,0,0,0,0,0,119,119
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B.grid.csv,734,0,0,0,0,0,0,0,0,730,734
2026-09-08_selector-comparison-needs-more-cells_B.grid.csv,728,728,728,728,728,728,728,728,728,728,728
2026-09-05_is-the-defensive-class-one-book_cloud.grid.csv,728,728,728,728,728,728,728,728,728,728,728
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.picks.csv,720,0,0,0,0,0,0,0,0,717,717
2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.arms.csv,713,0,0,0,0,0,0,0,0,707,713
2026-09-08_does-any-selector-beat-doing-nothing_B.picks.csv,706,706,706,706,706,706,706,706,706,706,706
2026-09-08_does-any-selector-beat-doing-nothing_B.walkforward.csv,706,706,706,706,706,706,706,706,706,706,706
2026-09-15_is-EVERY-ROW-vs-AGG-gap-in-the-record-a-DRAWDOWN-gap_B.grid.csv,705,705,705,705,705,705,705,705,705,705,705
2026-09-07_cadence-as-a-pre-registered-rule-parameter_cloud.grid.csv,703,0,0,0,0,0,0,703,703,703,703
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B.nullA_B136.csv,693,0,0,0,0,0,0,0,0,680,693
2026-09-15_why-is-the-DRIFT-FLOOR-8x-larger-under-RESPREAD-than-DEGROSS_C.books.csv,690,0,0,0,0,0,0,0,0,690,690
2026-09-07_is-a-class-member-just-its-own-ladder-point_B.grid.csv,689,689,689,689,689,689,689,689,689,689,689
2026-09-07_is-a-class-member-just-its-own-ladder-point_cloud.grid.csv,689,689,689,689,689,689,689,689,689,689,689
2026-09-15_does-the-BILINEAR-floor-law-hold-at-a-GROSS-that-is-not-0.75_cloud.books.csv,687,0,0,0,0,0,0,0,0,687,687
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.picks.csv,686,686,686,686,686,686,686,686,686,686,686
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.walkforward.csv,686,686,686,686,686,686,686,686,686,686,686
2026-09-11_is-the-86.7-percent-DD-CUT-RATE-a-PANEL-CONSTANT_cloud.arms.csv,671,0,0,0,0,0,0,668,668,671,671
2026-09-12_does-the-DECLINE-vs-RECOVERY-tie-DECOMPOSITION-survive-a-2022-BINDING-EPISODE_C.cells.csv,660,0,0,660,660,660,660,660,660,660,660
2026-09-10_how-many-committed-GRID-files-cannot-state-their-own-PANEL_C.grid.csv,658,0,0,0,0,658,658,658,658,658,658
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.arms.csv,656,0,0,0,0,0,0,0,0,650,656
2026-09-08_is-K_MEDIAN-a-real-abstention-rule-or-a-36-cell-accident_C.keeppaths.csv,656,0,0,656,656,656,656,656,656,656,656
2026-09-08_is-selection-beats-do-nothing-just-a-rung-artefact_cloud.grid.csv,653,653,653,653,653,653,653,653,653,653,653
2026-09-06_does-any-dial-argmax-move-with-cost_C.grid.csv,653,653,653,653,653,653,653,653,653,653,653
2026-09-08_does-the-MATCHED-margin-hold-off-the-Sharpe-statistic_cloud.grid.csv,653,653,653,653,653,653,653,653,653,653,653
2026-09-08_the-gap-vs-tilt-rule-as-a-leaderboard-column_B.grid.csv,653,653,653,653,653,653,653,653,653,653,653
2026-09-12_does-the-U56-MA-DG-MONTHLY-g1.00-candidate-survive-a-PRE-REGISTERED-run_C.offsets.csv,651,0,0,0,0,651,651,651,651,651,651
2026-09-05_does-share-price-any-key-or-only-vol_B.grid.csv,648,648,648,648,648,648,648,648,648,648,648
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B.nullA_U56.csv,647,0,0,0,0,0,0,0,0,639,647
2026-09-05_delete-the-scaler-on-small_cloud.grid.csv,640,0,0,0,0,0,0,0,0,640,640
2026-09-07_does-the-T-6.2x-ex-ante-screen-generalise_cloud.walkforward.csv,626,0,0,0,0,0,0,327,327,327,327
2026-09-15_is-the-21-OFFSET-ENSEMBLE-of-the-805-book-a-4b-PASS_C.grid.csv,624,624,624,624,624,624,624,624,624,624,624
2026-09-10_is-H2-CUSHION-AT-ZERO-COST-a-publishable-panel-column_cloud.arms.csv,624,0,0,624,624,624,624,624,624,624,624
2026-09-05_sleeve-f-that-clears-the-floor_cloud.grid.csv,612,612,612,612,612,612,612,612,612,612,612
2026-09-09_which-published-residualisations-are-IN-SAMPLE-fits_cloud.keeppaths.csv,600,0,0,0,0,0,0,0,0,600,600
2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,584,0,0,0,0,0,0,0,0,579,584
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud.keep.csv,583,583,583,583,583,583,583,583,583,583,583
2026-09-14_is-EVERY-4b-pass-on-the-record-decided-by-GROSS-alone_cloud.ladder.csv,583,583,583,583,583,583,583,583,583,583,583
2026-09-10_market-cap-as-the-third-substitution_B.arms.csv,579,0,0,0,0,0,0,0,0,579,579
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.grid.csv,576,0,0,0,0,576,576,576,576,576,576
2026-09-09_price-the-14-breadth-files-on-their-own-books_cloud.arms.csv,566,0,0,0,0,0,0,566,566,566,566
2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C.columns.csv,566,0,0,0,0,0,0,0,0,0,0
2026-09-15_re-read-every-committed-GROSS-BAND-at-0.01-RESOLUTION_C.walkforward.csv,563,0,0,0,0,0,0,0,0,103,103
2026-09-12_is-there-a-BOOK-FORM-whose-ENTRY-DATE-pass-share-clears-0.80_cloud.grid.csv,552,0,0,0,0,0,0,0,0,0,0
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.grid.csv,545,0,0,545,545,545,545,545,545,545,545
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.keeppaths.csv,545,0,0,545,545,545,545,545,545,545,545
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.bargrid.csv,540,0,0,0,0,0,0,0,0,0,0
2026-09-08_the-one-corner-three-books-audit_C.keep.csv,539,0,0,0,0,0,0,539,539,539,539
2026-09-06_holding-period-as-the-hidden-variable_cloud.grid.csv,533,533,533,533,533,533,533,533,533,533,533
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.members.csv,531,531,531,531,531,531,531,531,531,531,531
2026-09-14_does-any-committed-ROLLING-WINDOW-claim-publish-its-LEG-S-LIVE-SHARE_cloud.books.csv,529,529,529,529,529,529,529,529,529,529,529
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_B.ladder.csv,527,0,0,0,0,0,0,0,0,527,527
2026-09-08_audit-every-published-key-for-the-adjustment-leak_B.arms.csv,516,0,0,0,0,0,0,0,0,513,516
2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.site4.csv,515,0,0,0,0,0,0,0,0,0,0
