source,unit,claim_set,token,figure,unit_len,null_200,nullword_200,null_400,nullword_400,null_0,nullword_0
LEADERBOARD,79,CS_ARGMAX,margin,12.78 pp,1169,False,False,False,False,False,False
LEADERBOARD,80,CS_MAXDD,MaxDD,9%,1256,False,False,False,False,False,False
LEADERBOARD,80,CS_SPREAD,band,11.84%,1256,False,False,False,False,False,False
LEADERBOARD,82,CS_SPREAD,spread,1.20 pp,1137,False,False,False,False,False,False
LEADERBOARD,83,CS_MAXDD,DRAWDOWN,+2.08 pp,1022,False,False,False,False,False,False
LEADERBOARD,83,CS_MAXDD,drawdown,-0.86 pp,1022,False,False,False,False,False,False
LEADERBOARD,88,CS_ARGMAX,margin,37.4%,695,False,True,True,True,True,True
LEADERBOARD,88,CS_ARGMAX,margin,37.4%,695,False,True,True,True,True,True
LEADERBOARD,91,CS_ARGMAX,argmax,10bps,923,False,False,False,False,False,False
LEADERBOARD,91,CS_ARGMAX,margin,69.4%,923,False,False,False,False,False,False
LEADERBOARD,92,CS_ARGMAX,argmax,95%,896,False,False,False,False,False,False
LEADERBOARD,93,CS_MAXDD,MaxDD,11.75%,848,False,False,False,False,False,False
LEADERBOARD,97,CS_MAXDD,drawdown,0.60 pp,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_SPREAD,band,8.44%,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_SPREAD,spread,8.44%,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_SPREAD,spread,-15.49%,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_SPREAD,band,-18.80%,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_SPREAD,spread,0.60 pp,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_ARGMAX,argmax,8.29%,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_ARGMAX,argmax,-15.49%,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_ARGMAX,argmax,-15.49%,1171,False,False,False,False,False,False
LEADERBOARD,97,CS_ARGMAX,ARGMAX,0.60 pp,1171,False,False,False,False,False,False
LEADERBOARD,102,CS_MAXDD,MaxDD,1.3e-3,1033,False,False,False,False,False,False
LEADERBOARD,102,CS_SPREAD,spread,10.76%,1033,False,False,False,False,False,False
LEADERBOARD,103,CS_SPREAD,band,0.53%,922,False,False,False,False,False,False
LEADERBOARD,114,CS_SPREAD,range,+1.23 pp,793,False,False,False,False,False,False
LEADERBOARD,114,CS_SPREAD,range,+1.23 pp,793,False,False,False,False,False,False
LEADERBOARD,116,CS_MAXDD,MaxDD,10 bps,703,False,False,False,True,False,True
LEADERBOARD,116,CS_MAXDD,drawdown,1.23 pp,703,False,True,False,True,False,True
LEADERBOARD,117,CS_SPREAD,band,-4.87 pp,682,False,False,False,False,False,False
LEADERBOARD,124,CS_SPREAD,range,10 bps,590,True,False,True,False,True,False
LEADERBOARD,125,CS_MAXDD,MaxDD,-17.65%,855,False,False,False,False,False,False
LEADERBOARD,125,CS_MAXDD,drawdown,14.03%,855,False,False,False,False,False,False
LEADERBOARD,128,CS_SPREAD,band,25 bps,623,False,False,False,False,False,False
LEADERBOARD,131,CS_MAXDD,MaxDD,15.45%,853,False,False,False,False,False,False
LEADERBOARD,131,CS_MAXDD,MaxDD,-11.90%,853,False,False,False,False,False,False
LEADERBOARD,131,CS_MAXDD,MaxDD,5.11%,853,False,False,False,False,False,False
LEADERBOARD,131,CS_MAXDD,drawdown,-18.5 pp,853,False,False,False,False,False,False
LEADERBOARD,132,CS_SPREAD,band,10 bps,846,False,False,False,False,False,False
LEADERBOARD,132,CS_SPREAD,band,10 bps,846,False,False,False,False,False,False
LEADERBOARD,136,CS_SPREAD,band,270x,810,False,False,False,False,False,False
LEADERBOARD,138,CS_ARGMAX,best cell,25 bps,621,False,False,False,False,False,False
LEADERBOARD,140,CS_SPREAD,Width,72.9%,689,False,False,False,False,False,False
LEADERBOARD,140,CS_SPREAD,width,86.2%,689,False,False,False,False,False,False
LEADERBOARD,141,CS_SPREAD,band,27.1%,677,False,False,False,False,False,False
LEADERBOARD,142,CS_SPREAD,width,2%,719,False,False,False,False,False,False
LEADERBOARD,145,CS_ARGMAX,argmax,15x,842,False,False,False,False,False,False
LEADERBOARD,146,CS_SPREAD,band,90.8%,678,False,False,False,False,False,False
LEADERBOARD,147,CS_MAXDD,drawdown,22.2%,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,15.5%,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,15.5%,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,15.5%,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,22.2%,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,22.2%,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,22.2%,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,range,8.85pp,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,8.85pp,604,False,True,False,True,False,True
LEADERBOARD,147,CS_SPREAD,band,49.6%,604,False,False,False,True,False,True
LEADERBOARD,148,CS_SPREAD,band,92.2%,624,False,True,False,True,False,True
LEADERBOARD,148,CS_SPREAD,band,3%,624,False,True,False,True,False,True
LEADERBOARD,148,CS_SPREAD,band,3%,624,False,True,False,True,False,True
LEADERBOARD,148,CS_SPREAD,band,3%,624,False,True,False,True,False,True
LEADERBOARD,148,CS_SPREAD,band,3%,624,False,True,False,True,False,True
LEADERBOARD,148,CS_SPREAD,width,6.9%,624,False,True,False,True,False,True
LEADERBOARD,150,CS_MAXDD,MaxDD,10 bps,645,False,False,False,False,False,False
LEADERBOARD,150,CS_MAXDD,drawdown,-0.21 pp,645,False,False,False,False,False,False
LEADERBOARD,150,CS_SPREAD,band,-0.21 pp,645,False,False,False,False,False,False
LEADERBOARD,151,CS_SPREAD,band,2.2e-16,602,False,False,False,False,False,False
LEADERBOARD,154,CS_SPREAD,band,1.0%,546,False,False,False,False,False,False
LEADERBOARD,154,CS_SPREAD,WIDTH,1.0%,546,False,False,False,False,False,False
LEADERBOARD,155,CS_SPREAD,band,5.3%,506,False,False,False,False,False,False
LEADERBOARD,155,CS_SPREAD,band,5.3%,506,False,False,False,False,False,False
LEADERBOARD,155,CS_SPREAD,WIDTH,9x,506,False,False,False,False,False,False
LEADERBOARD,157,CS_SPREAD,band,439 x,425,False,False,False,False,False,False
LEADERBOARD,157,CS_SPREAD,width,439 x,425,False,False,False,False,False,False
LEADERBOARD,158,CS_SPREAD,band,-15.1x,399,False,False,False,False,False,False
LEADERBOARD,158,CS_SPREAD,width,-15.1x,399,False,False,False,False,False,False
LEADERBOARD,158,CS_SPREAD,band,-15.1x,399,False,False,False,False,False,False
LEADERBOARD,169,CS_MAXDD,DD cap,-20.60%,462,False,False,False,False,False,False
LEADERBOARD,172,CS_SPREAD,band,25 bps,420,False,False,False,False,False,False
LEADERBOARD,174,CS_MAXDD,DD cap,-19.70%,483,False,False,False,False,False,False
LEADERBOARD,174,CS_ARGMAX,margin,9.70%,483,False,False,False,False,False,False
LEADERBOARD,175,CS_ARGMAX,margin,1e4,514,False,False,False,False,False,False
LEADERBOARD,175,CS_ARGMAX,margin,1e4,514,False,False,False,False,False,False
LEADERBOARD,176,CS_MAXDD,DD cap,-20.23%,512,False,False,False,False,False,False
LEADERBOARD,180,CS_MAXDD,DD cap,-20.23%,431,False,False,False,False,False,False
LEADERBOARD,181,CS_ARGMAX,margin,1.9pp,384,False,False,False,False,False,False
LEADERBOARD,181,CS_ARGMAX,margin,1.9pp,384,False,False,False,False,False,False
LEADERBOARD,184,CS_MAXDD,DD cap,-20.23%,426,False,False,False,False,False,False
LEADERBOARD,184,CS_MAXDD,DD cap,-20.23%,426,False,False,False,False,False,False
LEADERBOARD,184,CS_SPREAD,band,-20.23%,426,False,False,False,False,False,False
LEADERBOARD,191,CS_SPREAD,band,0 bps,475,False,False,False,False,False,False
LEADERBOARD,193,CS_SPREAD,band,14.6x,404,False,False,False,False,False,False
LEADERBOARD,193,CS_SPREAD,band,70.8%,404,False,False,False,False,False,False
LEADERBOARD,195,CS_MAXDD,DD cap,13.66%,577,False,False,False,False,False,False
LEADERBOARD,195,CS_ARGMAX,best cell,14.09%,577,False,False,False,False,False,False
LEADERBOARD,201,CS_MAXDD,drawdown,-3.81pp,412,False,False,False,False,False,False
LEADERBOARD,254,CS_MAXDD,MaxDD,21.9%,197,False,False,False,False,False,False
LEADERBOARD,258,CS_MAXDD,MaxDD,30%,257,False,False,False,False,False,False
LEADERBOARD,259,CS_MAXDD,MaxDD,40%,167,False,False,False,False,False,False
LEADERBOARD,260,CS_MAXDD,MaxDD,50%,167,False,False,False,False,False,False
LEADERBOARD,261,CS_MAXDD,MaxDD,16.5%,161,False,False,False,False,False,False
LEADERBOARD,340,CS_MAXDD,MaxDD,26.6%,221,False,False,False,False,False,False
LEADERBOARD,412,CS_MAXDD,DD cap,-11.2%,215,False,False,False,False,False,False
LEADERBOARD,463,CS_MAXDD,drawdown,3.7%,203,False,False,False,False,False,False
LEADERBOARD,464,CS_MAXDD,drawdown,2.7%,203,False,False,False,False,False,False
LEADERBOARD,465,CS_MAXDD,drawdown,3.3%,205,False,False,False,False,False,False
LEADERBOARD,466,CS_MAXDD,drawdown,3.1%,204,False,False,False,False,False,False
LEADERBOARD,467,CS_MAXDD,drawdown,3.0%,204,False,False,False,False,False,False
LEADERBOARD,468,CS_MAXDD,drawdown,2.2%,204,False,False,False,False,False,False
LEADERBOARD,469,CS_MAXDD,drawdown,-15.9%,211,False,False,False,False,False,False
LEADERBOARD,470,CS_MAXDD,drawdown,1.4%,206,False,False,False,False,False,False
LEADERBOARD,471,CS_MAXDD,drawdown,1.3%,205,False,False,False,False,False,False
LEADERBOARD,472,CS_MAXDD,drawdown,1.5%,205,False,False,False,False,False,False
LEADERBOARD,473,CS_MAXDD,drawdown,-20.7%,221,False,False,False,False,False,False
LEADERBOARD,474,CS_MAXDD,drawdown,-20.1%,214,False,False,False,False,False,False
LEADERBOARD,475,CS_MAXDD,drawdown,-20.5%,223,False,False,False,False,False,False
LEADERBOARD,476,CS_MAXDD,drawdown,-20.1%,215,False,False,False,False,False,False
LEADERBOARD,477,CS_MAXDD,drawdown,-20.1%,215,False,False,False,False,False,False
LEADERBOARD,478,CS_MAXDD,drawdown,-20.8%,215,False,False,False,False,False,False
LEADERBOARD,479,CS_MAXDD,drawdown,0.7%,210,False,False,False,False,False,False
LEADERBOARD,480,CS_MAXDD,drawdown,1.3%,212,False,False,False,False,False,False
LEADERBOARD,481,CS_MAXDD,drawdown,1.1%,211,False,False,False,False,False,False
LEADERBOARD,482,CS_MAXDD,drawdown,1.1%,211,False,False,False,False,False,False
LEADERBOARD,483,CS_MAXDD,drawdown,15.3%,200,False,False,False,False,False,False
LEADERBOARD,484,CS_MAXDD,drawdown,6.5%,190,False,False,False,False,False,False
LEADERBOARD,485,CS_MAXDD,drawdown,14.9%,217,False,False,False,False,False,False
LEADERBOARD,486,CS_MAXDD,drawdown,14.9%,213,False,False,False,False,False,False
LEADERBOARD,487,CS_MAXDD,drawdown,12.5%,224,False,False,False,False,False,False
LEADERBOARD,488,CS_MAXDD,drawdown,11.2%,221,False,False,False,False,False,False
LEADERBOARD,861,CS_MAXDD,MaxDD,16.7%,216,False,False,False,False,False,False
LEADERBOARD,862,CS_MAXDD,MaxDD,15.8%,211,False,False,False,False,False,False
LEADERBOARD,863,CS_MAXDD,MaxDD,14.9%,222,False,False,False,False,False,False
LEADERBOARD,864,CS_MAXDD,MaxDD,14.2%,217,False,False,False,False,False,False
LEADERBOARD,1345,CS_SPREAD,BAND,11.0%,171,False,False,False,False,False,False
LEADERBOARD,1346,CS_SPREAD,BAND,11.3%,171,False,False,False,False,False,False
LEADERBOARD,1347,CS_SPREAD,BAND,11.5%,171,False,False,False,False,False,False
LEADERBOARD,1348,CS_SPREAD,BAND,11.9%,171,False,False,False,False,False,False
LEADERBOARD,1353,CS_SPREAD,BAND,11.1%,173,False,False,False,False,False,False
LEADERBOARD,1354,CS_SPREAD,BAND,11.1%,173,False,False,False,False,False,False
LEADERBOARD,1355,CS_SPREAD,BAND,11.1%,173,False,False,False,False,False,False
LEADERBOARD,1356,CS_SPREAD,BAND,11.7%,173,False,False,False,False,False,False
LEADERBOARD,1363,CS_SPREAD,BAND,11.9%,177,False,False,False,False,False,False
LEADERBOARD,1364,CS_SPREAD,BAND,11.9%,184,False,False,False,False,False,False
LEADERBOARD,1375,CS_SPREAD,BAND,11.7%,179,False,False,False,False,False,False
LEADERBOARD,1376,CS_SPREAD,BAND,11.7%,186,False,False,False,False,False,False
LEADERBOARD,1390,CS_MAXDD,MaxDD,15.3%,203,False,False,False,False,False,False
LEADERBOARD,1398,CS_SPREAD,BAND,11.9%,207,False,False,False,False,False,False
LEADERBOARD,1404,CS_MAXDD,MaxDD,13.5%,227,False,False,False,False,False,False
LEADERBOARD,1404,CS_SPREAD,spread,13.5%,227,False,False,False,False,False,False
LEADERBOARD,1404,CS_SPREAD,spread,13.5%,227,False,False,False,False,False,False
LEADERBOARD,1411,CS_MAXDD,MaxDD,14.3%,227,False,False,False,False,False,False
LEADERBOARD,1429,CS_MAXDD,MaxDD,0.57 pp,195,False,False,False,False,False,False
LEADERBOARD,1449,CS_MAXDD,MaxDD,8.7%,265,False,False,False,False,False,False
LEADERBOARD,1449,CS_SPREAD,band,8.7%,265,False,False,False,False,False,False
LEADERBOARD,1468,CS_ARGMAX,margin,13.0%,218,False,False,False,False,False,False
LEADERBOARD,1481,CS_ARGMAX,margin,12.9%,208,False,False,False,False,False,False
LEADERBOARD,1542,CS_MAXDD,MaxDD,10bps,237,False,False,False,False,False,False
LEADERBOARD,1553,CS_ARGMAX,argmax,70%,276,False,False,False,False,False,False
LEADERBOARD,1555,CS_MAXDD,MaxDD,+0.95pp,293,False,False,False,False,False,False
LEADERBOARD,1555,CS_MAXDD,drawdown,+0.95pp,293,False,False,False,False,False,False
LEADERBOARD,1558,CS_ARGMAX,argmax,27%,319,False,False,False,False,False,False
LEADERBOARD,1576,CS_ARGMAX,margin,25bps,343,False,False,False,False,False,False
LEADERBOARD,1577,CS_ARGMAX,margin,25bps,373,False,False,False,False,False,False
LEADERBOARD,1579,CS_ARGMAX,margin,45%,304,False,False,False,False,False,False
LEADERBOARD,1579,CS_ARGMAX,margin,45%,304,False,False,False,False,False,False
LEADERBOARD,1579,CS_ARGMAX,margin,45%,304,False,False,False,False,False,False
LEADERBOARD,1580,CS_ARGMAX,margin,20.5%,340,False,False,False,False,False,False
LEADERBOARD,1581,CS_ARGMAX,margin,13.6%,376,False,False,False,False,False,False
LEADERBOARD,1585,CS_MAXDD,MaxDD,0.60x,378,False,False,False,False,False,False
LEADERBOARD,1585,CS_MAXDD,DD cap,0.60x,378,False,False,False,False,False,False
LEADERBOARD,1597,CS_MAXDD,MaxDD,-22.1%,290,False,False,False,False,False,False
LEADERBOARD,1597,CS_MAXDD,MaxDD,-22.1%,290,False,False,False,False,False,False
LEADERBOARD,1601,CS_MAXDD,MaxDD,+1.6pp,282,False,False,False,False,False,False
LEADERBOARD,1622,CS_MAXDD,drawdown,-11.1%,305,False,False,False,False,False,False
LEADERBOARD,1622,CS_MAXDD,MaxDD,-11.1%,305,False,False,False,False,False,False
LEADERBOARD,1627,CS_SPREAD,range,50.0%,399,False,False,False,False,False,False
LEADERBOARD,1635,CS_MAXDD,MaxDD,10%,318,False,False,False,False,False,False
LEADERBOARD,1635,CS_MAXDD,MaxDD,10%,318,False,False,False,False,False,False
LEADERBOARD,1635,CS_MAXDD,drawdown,-34.0%,318,False,False,False,False,False,False
LEADERBOARD,1635,CS_SPREAD,band,10%,318,False,False,False,False,False,False
LEADERBOARD,1642,CS_SPREAD,spread,2.54x,343,False,False,False,False,False,False
LEADERBOARD,1643,CS_MAXDD,MaxDD,-30%,278,False,False,False,False,False,False
LEADERBOARD,1643,CS_SPREAD,spread,2.54x,278,False,False,False,False,False,False
LEADERBOARD,1652,CS_ARGMAX,argmax,-4.7%,312,False,False,False,False,False,False
LEADERBOARD,1673,CS_MAXDD,DD cap,-15.1%,483,False,False,False,False,False,False
LEADERBOARD,1674,CS_MAXDD,drawdown,-0.74 pp,431,False,False,False,False,False,False
LEADERBOARD,1688,CS_MAXDD,drawdown,9.4%,386,False,False,False,False,False,False
LEADERBOARD,1689,CS_MAXDD,DD cap,-13.9%,315,False,False,False,False,False,False
LEADERBOARD,1689,CS_MAXDD,MaxDD,-13.9%,315,False,False,False,False,False,False
LEADERBOARD,1689,CS_MAXDD,drawdown,2%,315,False,False,False,False,False,False
LEADERBOARD,1693,CS_MAXDD,drawdown,+3.85 pp,422,False,False,False,False,False,False
LEADERBOARD,1697,CS_SPREAD,spread,1.858 pp,408,False,False,False,False,False,False
LEADERBOARD,1704,CS_MAXDD,drawdown,-10%,372,False,False,False,False,False,False
LEADERBOARD,1705,CS_MAXDD,MaxDD,12.8%,317,False,False,False,False,False,False
LEADERBOARD,1710,CS_SPREAD,range,60%,451,False,False,False,False,False,False
LEADERBOARD,1716,CS_MAXDD,drawdown,-21.5%,461,False,False,False,False,False,False
LEADERBOARD,1716,CS_MAXDD,MaxDD,8.1pp,461,False,False,False,False,False,False
LEADERBOARD,1717,CS_MAXDD,drawdown,-48%,445,False,False,False,False,False,False
LEADERBOARD,1720,CS_MAXDD,drawdown,8.1pp,635,False,False,False,False,False,False
LEADERBOARD,1721,CS_SPREAD,spread,6.9e-18,416,False,False,False,False,False,False
LEADERBOARD,1722,CS_SPREAD,spread,10bps,531,False,False,False,False,False,False
LEADERBOARD,1722,CS_SPREAD,spread,103%,531,False,False,False,False,False,False
LEADERBOARD,1731,CS_MAXDD,MaxDD,63.2%,421,False,False,False,False,False,False
LEADERBOARD,1737,CS_MAXDD,drawdown,-33.7%,464,False,False,False,False,False,False
LEADERBOARD,1738,CS_MAXDD,MaxDD,9.9%,392,False,False,False,False,False,False
LEADERBOARD,1740,CS_MAXDD,drawdown,3.8pp,526,False,False,False,False,False,False
LEADERBOARD,1743,CS_MAXDD,MaxDD,9.7e-17,441,False,False,False,False,False,False
LEADERBOARD,1747,CS_MAXDD,MaxDD,6%,317,False,False,False,False,False,False
LEADERBOARD,1749,CS_MAXDD,MaxDD,-13.3%,382,False,False,False,False,False,False
LEADERBOARD,1756,CS_MAXDD,MaxDD,33.7pp,350,False,False,False,False,False,False
LEADERBOARD,1758,CS_SPREAD,band,-35pp,415,False,False,False,False,False,False
LEADERBOARD,1762,CS_ARGMAX,margin,-1.88 pp,416,False,False,False,False,False,False
LEADERBOARD,1762,CS_ARGMAX,margin,-1.88 pp,416,False,False,False,False,False,False
LEADERBOARD,1764,CS_MAXDD,DD cap,0.99 pp,365,False,False,False,False,False,False
LEADERBOARD,1765,CS_SPREAD,band,0.75 x,462,False,False,False,False,False,False
LEADERBOARD,1766,CS_ARGMAX,argmax,12.1%,533,False,False,False,False,False,False
LEADERBOARD,1768,CS_MAXDD,MaxDD,2.2e-16,431,False,False,False,False,False,False
LEADERBOARD,1769,CS_ARGMAX,argmax,100%,442,False,False,False,False,False,False
LEADERBOARD,1776,CS_SPREAD,band,-12.8%,498,False,False,False,False,False,False
LEADERBOARD,1789,CS_MAXDD,MaxDD,89.2%,550,False,False,False,False,False,False
LEADERBOARD,1790,CS_MAXDD,drawdown,8%,501,False,False,False,False,False,False
LEADERBOARD,1790,CS_SPREAD,range,8%,501,False,False,False,False,False,False
LEADERBOARD,1790,CS_SPREAD,range,8%,501,False,False,False,False,False,False
LEADERBOARD,1792,CS_MAXDD,drawdown,+1.1pp,676,False,False,False,False,False,False
LEADERBOARD,1797,CS_ARGMAX,argmax,10bps,669,False,False,False,False,False,False
LEADERBOARD,1799,CS_MAXDD,MaxDD,-25.7%,762,False,False,False,False,False,False
LEADERBOARD,1799,CS_MAXDD,DD cap,-25.7%,762,False,False,False,False,False,False
LEADERBOARD,1799,CS_MAXDD,drawdown,-26.1%,762,False,False,False,False,False,False
LEADERBOARD,1799,CS_SPREAD,band,-25.7%,762,False,False,False,False,False,False
LEADERBOARD,1800,CS_SPREAD,WIDTH,-12.6%,640,False,False,False,False,False,False
LEADERBOARD,1800,CS_SPREAD,band,-16.1%,640,False,False,False,False,False,False
LEADERBOARD,1801,CS_SPREAD,range,71%,695,False,False,False,False,False,False
LEADERBOARD,1806,CS_MAXDD,MaxDD,0.537 pp,644,False,False,False,False,False,False
LEADERBOARD,1806,CS_MAXDD,drawdown,9.3x,644,False,False,False,False,False,False
LEADERBOARD,1811,CS_SPREAD,range,90%,589,False,False,False,False,False,False
LEADERBOARD,1813,CS_SPREAD,range,5 x,532,False,False,False,False,False,False
LEADERBOARD,1815,CS_MAXDD,drawdown,1.1pp,831,False,False,False,False,False,False
LEADERBOARD,1817,CS_SPREAD,band,12.8%,482,False,False,False,False,False,False
LEADERBOARD,1818,CS_SPREAD,band,-16.0%,601,False,False,False,False,False,False
LEADERBOARD,1818,CS_SPREAD,band,1.2%,601,False,False,False,False,False,False
LEADERBOARD,1818,CS_SPREAD,band,8%,601,False,False,False,False,False,False
