nrung,step,g_first,g_last,npass,lo,hi,width,width_rungs,contig,censor,is_empty,file,gcol,pcol,key
13,0.05000000000000002,0.4,1.0,3,0.75,0.85,0.09999999999999998,1.999999999999999,True,False,False,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,p4b,uni=universe_broad.json|book=C72/EWall|cost=5
13,0.05000000000000002,0.4,1.0,3,0.75,0.85,0.09999999999999998,1.999999999999999,True,False,False,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,p4b,uni=universe_broad.json|book=C72/EWall|cost=10
13,0.05000000000000002,0.4,1.0,0,,,,,True,False,True,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,p4b,uni=universe_broad.json|book=C72/EWall|cost=25
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=0.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=0.0|cost=25.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=2.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=2.0|cost=25.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=3.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=3.0|cost=25.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=5.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=5.0|cost=25.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=8.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=cand20|band=8.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=0.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=0.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=2.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=2.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=3.0|cost=10.0
5,0.09999999999999998,0.55,1.0,1,0.85,0.85,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=3.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=5.0|cost=10.0
5,0.09999999999999998,0.55,1.0,1,0.85,0.85,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=5.0|cost=25.0
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=8.0|cost=10.0
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=broad|book=ew-all|band=8.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.65,0.75,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=0.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=0.0|cost=25.0
5,0.09999999999999998,0.55,1.0,3,0.65,0.85,0.19999999999999996,2.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=2.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=2.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.65,0.75,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=3.0|cost=10.0
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=3.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.65,0.75,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=5.0|cost=10.0
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=5.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.65,0.75,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=8.0|cost=10.0
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=cand20|band=8.0|cost=25.0
5,0.09999999999999998,0.55,1.0,1,0.85,0.85,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=0.0|cost=10.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=0.0|cost=25.0
5,0.09999999999999998,0.55,1.0,3,0.75,1.0,0.25,2.5000000000000004,True,True,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=2.0|cost=10.0
5,0.09999999999999998,0.55,1.0,1,0.85,0.85,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=2.0|cost=25.0
5,0.09999999999999998,0.55,1.0,3,0.75,1.0,0.25,2.5000000000000004,True,True,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=3.0|cost=10.0
5,0.09999999999999998,0.55,1.0,2,0.85,1.0,0.15000000000000002,1.5000000000000007,True,True,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=3.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=5.0|cost=10.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=5.0|cost=25.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=8.0|cost=10.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.grid.csv,g,pass4b,uni=u56|book=ew-all|band=8.0|cost=25.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=10.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=10.0|sel=PIN3|band=3.0
4,0.15000000000000002,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=10.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=10.0|sel=SEL-IS|band=0.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=25.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=25.0|sel=PIN3|band=3.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=25.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=cand20|cost=25.0|sel=SEL-IS|band=0.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=10.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=10.0|sel=PIN3|band=3.0
3,0.22499999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=10.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=10.0|sel=SEL-IS|band=8.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=25.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,1,0.85,0.85,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=25.0|sel=PIN3|band=3.0
3,0.22499999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=25.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=broad|book=ew-all|cost=25.0|sel=SEL-IS|band=8.0
5,0.09999999999999998,0.55,1.0,2,0.65,0.75,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=10.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,2,0.65,0.75,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=10.0|sel=PIN3|band=3.0
3,0.22499999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=10.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,2,0.65,0.75,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=10.0|sel=SEL-IS|band=8.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=25.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=25.0|sel=PIN3|band=3.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=25.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,1,0.75,0.75,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=cand20|cost=25.0|sel=SEL-IS|band=8.0
5,0.09999999999999998,0.55,1.0,1,0.85,0.85,0.0,0.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=10.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,3,0.75,1.0,0.25,2.5000000000000004,True,True,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=10.0|sel=PIN3|band=3.0
3,0.22499999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=10.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=10.0|sel=SEL-IS|band=8.0
5,0.09999999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=25.0|sel=CTL0|band=0.0
5,0.09999999999999998,0.55,1.0,2,0.85,1.0,0.15000000000000002,1.5000000000000007,True,True,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=25.0|sel=PIN3|band=3.0
3,0.22499999999999998,0.55,1.0,0,,,,,True,False,True,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=25.0|sel=SEL-4b|band=nan
5,0.09999999999999998,0.55,1.0,2,0.75,0.85,0.09999999999999998,1.0,True,False,False,2026-09-05_band-width-at-g085_cloud.walkforward.csv,g,pass4b,uni=u56|book=ew-all|cost=25.0|sel=SEL-IS|band=8.0
4,0.25,0.25,1.0,0,,,,,True,False,True,2026-09-05_delete-the-scaler-on-small_cloud.norankcontrol.csv,g,pass4b,names=43.58896797153025|floor_musd=20.0
4,0.25,0.25,1.0,0,,,,,True,False,True,2026-09-05_delete-the-scaler-on-small_cloud.norankcontrol.csv,g,pass4b,names=141.44687341128622|floor_musd=5.0
4,0.25,0.25,1.0,0,,,,,True,False,True,2026-09-05_delete-the-scaler-on-small_cloud.norankcontrol.csv,g,pass4b,names=252.0950686324352|floor_musd=1.0
4,0.25,0.25,1.0,0,,,,,True,False,True,2026-09-05_delete-the-scaler-on-small_cloud.norankcontrol.csv,g,pass4b,names=347.9115404168785|floor_musd=0.0
7,0.09999999999999998,0.1,0.7,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=EWALL|f4b=CAGR|f4a=-
11,0.10000000000000009,1.0,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=EWALL|f4b=DD|f4a=DD
7,0.09999999999999998,0.1,0.7,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=EWBAND3|f4b=CAGR|f4a=-
11,0.10000000000000009,1.0,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=EWBAND3|f4b=DD|f4a=DD
5,0.09999999999999999,0.1,0.5,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=EWNOGATE|f4b=CAGR|f4a=-
14,0.10000000000000009,0.7,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=EWNOGATE|f4b=DD|f4a=DD
5,0.09999999999999999,0.1,0.5,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=TOP10|f4b=H2,OOS,CAGR|f4a=-"
13,0.10000000000000003,0.8,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=TOP10|f4b=H2,OOS,DD|f4a=DD"
6,0.09999999999999998,0.1,0.6,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=TOP20|f4b=H2,CAGR|f4a=-"
13,0.10000000000000003,0.8,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=TOP20|f4b=H2,DD|f4a=DD"
6,0.09999999999999998,0.1,0.6,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=TOP40|f4b=CAGR|f4a=-
12,0.10000000000000009,0.9,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,panel=B136|book=TOP40|f4b=DD|f4a=DD
4,0.1,0.1,0.4,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=TOP5|f4b=H2,OOS,CAGR|f4a=-"
14,0.10000000000000009,0.7,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=TOP5|f4b=H2,OOS,DD|f4a=DD"
7,0.09999999999999998,0.1,0.7,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=V1|f4b=H1,H2,OOS,CAGR|f4a=H1"
5,0.10000000000000009,1.4,1.8,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=V1|f4b=H1,H2,OOS,DD|f4a=DD"
6,0.09999999999999998,0.8,1.3,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=B136|book=V1|f4b=H1,H2,OOS,DD,CAGR|f4a=DD"
3,0.09999999999999999,0.1,0.3,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWALL|f4b=H1,H2,OOS,CAGR|f4a=H1,H2"
3,0.09999999999999998,0.4,0.6,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWALL|f4b=H1,H2,OOS,DD,CAGR|f4a=H1,H2"
14,0.10000000000000009,0.7,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWALL|f4b=H1,H2,OOS,DD,CAGR|f4a=H1,H2,DD"
3,0.09999999999999999,0.1,0.3,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWBAND3|f4b=H1,H2,OOS,CAGR|f4a=H1,H2"
3,0.09999999999999998,0.4,0.6,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWBAND3|f4b=H1,H2,OOS,DD,CAGR|f4a=H1,H2"
14,0.10000000000000009,0.7,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWBAND3|f4b=H1,H2,OOS,DD,CAGR|f4a=H1,H2,DD"
4,0.1,0.1,0.4,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWNOGATE|f4b=H1,H2,OOS,CAGR|f4a=-"
11,0.10000000000000009,1.0,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWNOGATE|f4b=H1,H2,OOS,DD|f4a=DD"
5,0.09999999999999998,0.5,0.9,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=EWNOGATE|f4b=H1,H2,OOS,DD,CAGR|f4a=-"
4,0.1,0.1,0.4,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=TOP10|f4b=H1,H2,OOS,CAGR|f4a=H1"
10,0.10000000000000009,1.1,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=TOP10|f4b=H1,H2,OOS,DD|f4a=H1,DD"
5,0.09999999999999998,0.5,0.9,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=TOP10|f4b=H1,H2,OOS,DD,CAGR|f4a=H1"
5,0.09999999999999999,0.1,0.5,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=TOP20|f4b=H1,H2,OOS,CAGR|f4a=H1,H2"
7,0.10000000000000009,1.4,2.0,0,,,,,True,False,True,2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,g,pass4b,"panel=SMALL|book=TOP20|f4b=H1,H2,OOS,DD|f4a=H1,H2,DD"
