script,artefact,carrier,kind,status,n,n_result,n_meta,matched_lines,unmatched_lines,committed_lines,worst,worst_result,worst_meta,note,arm,own_sha
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.console.txt,console,text,OK,762,748.0,14.0,75.0,7.0,82.0,6.108108108108108,1.5833333333333333,6.108108108108108,,TODAY,
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,artefact,csv,OK,3024,3024.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.console.txt,artefact,text,OK,762,748.0,14.0,75.0,7.0,82.0,6.108108108108108,1.5833333333333333,6.108108108108108,,TODAY,
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.gates.csv,artefact,csv,OK,513,513.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.record.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (74, 5) vs fresh (136, 5)",TODAY,
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.walkforward.csv,artefact,csv,OK,513,513.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,2026-09-05_defensive-overlays-are-rule-8-invisible_B.console.txt,console,text,OK,3800,3739.0,61.0,451.0,6.0,457.0,1.5,0.25,1.5,,TODAY,
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,2026-09-05_defensive-overlays-are-rule-8-invisible_B.deltas.csv,artefact,csv,OK,6396,6396.0,0.0,,,,0.2714822000665797,0.2714822000665797,0.0,,TODAY,
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,2026-09-05_defensive-overlays-are-rule-8-invisible_B.grid.csv,artefact,csv,OK,10816,10816.0,0.0,,,,0.17174846335029634,0.17174846335029634,0.0,,TODAY,
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,2026-09-05_defensive-overlays-are-rule-8-invisible_B.walkforward.csv,artefact,csv,OK,2640,2640.0,0.0,,,,0.017273857302020974,0.017273857302020974,0.0,,TODAY,
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,2026-09-05_defensive-overlays-are-rule-8-invisible_B.years.csv,artefact,csv,OK,272,272.0,0.0,,,,0.031959603341183584,0.031959603341183584,0.0,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.console.txt,console,text,OK,9678,9318.0,360.0,1089.0,6.0,1095.0,1.5,0.9171904892047007,1.5,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.episodes.csv,artefact,csv,OK,405,405.0,0.0,,,,8.423389310677714e-06,8.423389310677714e-06,0.0,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.epprice.csv,artefact,csv,OK,85536,85536.0,0.0,,,,0.034926176749619224,0.034926176749619224,0.0,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,artefact,csv,OK,6120,6120.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.pricelist.csv,artefact,csv,OK,3456,3456.0,0.0,,,,0.08481911390609406,0.08481911390609406,0.0,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.regime.csv,artefact,csv,OK,216,216.0,0.0,,,,0.14285714285714285,0.14285714285714285,0.0,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.stability.csv,artefact,csv,OK,2880,2880.0,0.0,,,,0.04908638025709,0.04908638025709,0.0,,TODAY,
2026-09-05_crisis-depth-as-the-price-denominator_B.py,2026-09-05_crisis-depth-as-the-price-denominator_B.walkforward.csv,artefact,csv,OK,486,486.0,0.0,,,,0.1111111111111111,0.1111111111111111,0.0,,TODAY,
2026-09-05_candidate-count-vs-dispersion_B.py,2026-09-05_candidate-count-vs-dispersion_B.console.txt,console,text,OK,708,677.0,31.0,124.0,0.0,124.0,0.14290000000000003,0.14290000000000003,0.0,,TODAY,
2026-09-05_candidate-count-vs-dispersion_B.py,2026-09-05_candidate-count-vs-dispersion_B.console.txt,artefact,text,OK,708,677.0,31.0,124.0,0.0,124.0,0.14290000000000003,0.14290000000000003,0.0,,TODAY,
2026-09-05_candidate-count-vs-dispersion_B.py,2026-09-05_candidate-count-vs-dispersion_B.gridA.csv,artefact,csv,OK,4200,4200.0,0.0,,,,0.0,0.0,0.0,,TODAY,
2026-09-05_candidate-count-vs-dispersion_B.py,2026-09-05_candidate-count-vs-dispersion_B.gridB.csv,artefact,csv,OK,6000,6000.0,0.0,,,,0.0,0.0,0.0,,TODAY,
2026-09-05_candidate-count-vs-dispersion_B.py,2026-09-05_candidate-count-vs-dispersion_B.walkforward.csv,artefact,csv,OK,96,96.0,0.0,,,,0.0,0.0,0.0,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.console.txt,console,text,OK,3687,3651.0,36.0,372.0,9.0,381.0,1.9230769230769231,1.9230769230769231,0.0,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.console.txt,artefact,text,OK,3687,3651.0,36.0,372.0,9.0,381.0,1.9230769230769231,1.9230769230769231,0.0,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.grid.csv,artefact,csv,OK,4158,4158.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.matched.csv,artefact,csv,OK,63,,,,,,inf,inf,,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.overlap.csv,artefact,csv,OK,168,168.0,0.0,,,,0.14285714285714285,0.14285714285714285,0.0,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.regression.csv,artefact,csv,OK,1512,1512.0,0.0,,,,0.14285714285714285,0.14285714285714285,0.0,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.transfer.csv,artefact,csv,OK,132,132.0,0.0,,,,0.0,0.0,0.0,,TODAY,
2026-09-05_does-book-share-price-a-tilt_C.py,2026-09-05_does-book-share-price-a-tilt_C.walkforward.csv,artefact,csv,OK,252,252.0,0.0,,,,0.01714822138824923,0.01714822138824923,0.0,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.console.txt,console,text,OK,4623,4600.0,23.0,579.0,4.0,583.0,1.5,0.6,1.5,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.correlations.csv,artefact,csv,OK,16,16.0,0.0,,,,0.00031361611198157946,0.00031361611198157946,0.0,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.costladder.csv,artefact,csv,OK,720,720.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.diversification.csv,artefact,csv,OK,432,432.0,0.0,,,,0.06470120356100012,0.06470120356100012,0.0,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.ex2022.csv,artefact,csv,OK,40,40.0,0.0,,,,0.005945711856184485,0.005945711856184485,0.0,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.grid.csv,artefact,csv,OK,1800,1800.0,0.0,,,,0.02516289722411058,0.02516289722411058,0.0,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.paired.csv,artefact,csv,OK,324,324.0,0.0,,,,0.06470120356100012,0.06470120356100012,0.0,,TODAY,
2026-09-05_sleeve-with-a-real-diversifier_B.py,2026-09-05_sleeve-with-a-real-diversifier_B.walkforward.csv,artefact,csv,OK,360,360.0,0.0,,,,0.016210571400380847,0.016210571400380847,0.0,,TODAY,
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.console.txt,console,text,OK,1578,1531.0,47.0,232.0,7.0,239.0,2.0,2.0,1.5,,TODAY,
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.clause.csv,artefact,csv,OK,1404,1404.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.console.txt,artefact,text,OK,1578,1531.0,47.0,232.0,7.0,239.0,2.0,2.0,1.5,,TODAY,
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.grid.csv,artefact,csv,OK,47628,47628.0,0.0,,,,0.5028786544229185,0.5028786544229185,0.0,,TODAY,
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.keep.csv,artefact,csv,OK,52164,52164.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.null.csv,artefact,csv,OK,1080,1080.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.walkforward.csv,artefact,csv,OK,216,216.0,0.0,,,,0.003844204639844275,0.003844204639844275,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.console.txt,console,text,OK,1962,1936.0,26.0,276.0,7.0,283.0,2.9686,2.9686,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.bootstrap.csv,artefact,csv,OK,108,108.0,0.0,,,,0.9497143350306898,0.9497143350306898,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.console.txt,artefact,text,OK,1962,1936.0,26.0,276.0,7.0,283.0,2.9686,2.9686,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.crossing.csv,artefact,csv,OK,252,252.0,0.0,,,,5.334806367855744,5.334806367855744,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.curve.csv,artefact,csv,OK,1080,1080.0,0.0,,,,0.14285714285714285,0.14285714285714285,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.dslope.csv,artefact,csv,OK,30,30.0,0.0,,,,0.27658455038566687,0.27658455038566687,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.grid.csv,artefact,csv,OK,5040,5040.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.ratio.csv,artefact,csv,OK,288,288.0,0.0,,,,9.342401891257126,9.342401891257126,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,2026-09-05_the-share-at-which-ranking-stops-paying_B.walkforward.csv,artefact,csv,OK,384,384.0,0.0,,,,0.6847589808461544,0.6847589808461544,0.0,,TODAY,
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.py,2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.console.txt,console,text,OK,6477,6445.0,32.0,591.0,65.0,656.0,7.3083820662768035,7.3083820662768035,0.006058,,TODAY,
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.py,2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.backfill.csv.gz,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (87863, 11) vs fresh (203486, 11)",TODAY,
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.py,2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.census.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (783, 9) vs fresh (3318, 9)",TODAY,
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.py,2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.console.txt,artefact,text,OK,6477,6445.0,32.0,591.0,65.0,656.0,7.3083820662768035,7.3083820662768035,0.006058,,TODAY,
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.py,2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.keep.csv,artefact,csv,OK,6552,6552.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.py,2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.validation.csv,artefact,csv,OK,966,966.0,0.0,,,,0.0,0.0,0.0,,TODAY,
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.py,2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.walkforward.csv,artefact,csv,OK,147,147.0,0.0,,,,0.016210571400380847,0.016210571400380847,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.py,2026-09-05_the-share-at-which-ranking-stops-paying_cloud.console.txt,console,text,OK,1741,1708.0,33.0,228.0,19.0,247.0,24.0,24.0,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.py,2026-09-05_the-share-at-which-ranking-stops-paying_cloud.bootstrap.csv,artefact,csv,OK,108,108.0,0.0,,,,0.0190211926349646,0.0190211926349646,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.py,2026-09-05_the-share-at-which-ranking-stops-paying_cloud.console.txt,artefact,text,OK,1741,1708.0,33.0,228.0,19.0,247.0,24.0,24.0,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.py,2026-09-05_the-share-at-which-ranking-stops-paying_cloud.curve.csv,artefact,csv,OK,672,672.0,0.0,,,,0.14285714285714285,0.14285714285714285,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.py,2026-09-05_the-share-at-which-ranking-stops-paying_cloud.grid.csv,artefact,csv,OK,5586,5586.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.py,2026-09-05_the-share-at-which-ranking-stops-paying_cloud.qstar.csv,artefact,csv,OK,90,90.0,0.0,,,,0.0654650771821104,0.0654650771821104,0.0,,TODAY,
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.py,2026-09-05_the-share-at-which-ranking-stops-paying_cloud.walkforward.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (17, 28) vs fresh (18, 28)",TODAY,
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.py,2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.console.txt,console,text,OK,150,96.0,54.0,39.0,159.0,198.0,1.5,0.3532934131736527,1.5,,TODAY,
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.py,2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.console.txt,artefact,text,OK,150,96.0,54.0,39.0,159.0,198.0,1.5,0.3532934131736527,1.5,,TODAY,
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.py,2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.phase.csv,artefact,csv,OK,40480,40480.0,0.0,,,,0.034537975544377486,0.034537975544377486,0.0,,TODAY,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.py,2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.console.txt,console,text,OK,907,897.0,10.0,135.0,0.0,135.0,0.008221709006928321,0.008221709006928321,0.0,,TODAY,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.py,2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.cells.csv,artefact,csv,OK,8925,8925.0,0.0,,,,0.022577782814244052,0.022577782814244052,0.0,,TODAY,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.py,2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.console.txt,artefact,text,OK,907,897.0,10.0,135.0,0.0,135.0,0.008221709006928321,0.008221709006928321,0.0,,TODAY,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.py,2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.panels.csv,artefact,csv,OK,6825,6825.0,0.0,,,,0.022577782814244052,0.022577782814244052,0.0,,TODAY,
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.py,2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.walkforward.csv,artefact,csv,OK,234,234.0,0.0,,,,0.0,0.0,0.0,,TODAY,
2026-09-06_holding-period-as-the-hidden-variable_cloud.py,2026-09-06_holding-period-as-the-hidden-variable_cloud.console.txt,console,text,OK,2881,2833.0,48.0,317.0,1.0,318.0,1.5,0.08333333333333333,1.5,,TODAY,
2026-09-06_holding-period-as-the-hidden-variable_cloud.py,2026-09-06_holding-period-as-the-hidden-variable_cloud.cadence.csv,artefact,csv,OK,520,520.0,0.0,,,,0.0018957021731133006,0.0018957021731133006,0.0,,TODAY,
2026-09-06_holding-period-as-the-hidden-variable_cloud.py,2026-09-06_holding-period-as-the-hidden-variable_cloud.costsens.csv,artefact,csv,OK,676,676.0,0.0,,,,0.0007275543526833518,0.0007275543526833518,0.0,,TODAY,
2026-09-06_holding-period-as-the-hidden-variable_cloud.py,2026-09-06_holding-period-as-the-hidden-variable_cloud.episodes.csv,artefact,csv,OK,416,416.0,0.0,,,,0.000859106529209622,0.000859106529209622,0.0,,TODAY,
2026-09-06_holding-period-as-the-hidden-variable_cloud.py,2026-09-06_holding-period-as-the-hidden-variable_cloud.grid.csv,artefact,csv,OK,9360,9360.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-06_holding-period-as-the-hidden-variable_cloud.py,2026-09-06_holding-period-as-the-hidden-variable_cloud.walkforward.csv,artefact,csv,OK,72,72.0,0.0,,,,0.0004247834660580329,0.0004247834660580329,0.0,,TODAY,
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.console.txt,console,text,OK,1977,1953.0,24.0,273.0,9.0,282.0,1.5,1.5,1.5,,TODAY,
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.console.txt,artefact,text,OK,1977,1953.0,24.0,273.0,9.0,282.0,1.5,1.5,1.5,,TODAY,
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.grid.csv,artefact,csv,OK,34020,34020.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.score.csv,artefact,csv,OK,544,544.0,0.0,,,,0.0003269025737882431,0.0003269025737882431,0.0,,TODAY,
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.screen_wf.csv,artefact,csv,OK,60,60.0,0.0,,,,3.354209601667212e-05,3.354209601667212e-05,0.0,,TODAY,
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.walkforward.csv,artefact,csv,OK,462,462.0,0.0,,,,0.02274870097317505,0.02274870097317505,0.0,,TODAY,
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.windows.csv,artefact,csv,OK,2646,2646.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-07_correlation-as-the-sleeve-design-variable_B.py,2026-09-07_correlation-as-the-sleeve-design-variable_B.console.txt,console,text,OK,1675,1648.0,27.0,229.0,33.0,262.0,1.5,0.45454545454545453,1.5,,TODAY,
2026-09-07_correlation-as-the-sleeve-design-variable_B.py,2026-09-07_correlation-as-the-sleeve-design-variable_B.correlation.csv,artefact,csv,OK,384,384.0,0.0,,,,0.0003136161119809133,0.0003136161119809133,0.0,,TODAY,
2026-09-07_correlation-as-the-sleeve-design-variable_B.py,2026-09-07_correlation-as-the-sleeve-design-variable_B.curve.csv,artefact,csv,OK,11520,11520.0,0.0,,,,5353591.879190745,5353591.879190745,0.0,,TODAY,
2026-09-07_correlation-as-the-sleeve-design-variable_B.py,2026-09-07_correlation-as-the-sleeve-design-variable_B.grid.csv,artefact,csv,OK,28800,28800.0,0.0,,,,1.0,1.0,0.0,,TODAY,
2026-09-07_correlation-as-the-sleeve-design-variable_B.py,2026-09-07_correlation-as-the-sleeve-design-variable_B.preregistered.csv,artefact,csv,OK,96,96.0,0.0,,,,0.011011882684320407,0.011011882684320407,0.0,,TODAY,
2026-09-07_correlation-as-the-sleeve-design-variable_B.py,2026-09-07_correlation-as-the-sleeve-design-variable_B.sleeves.csv,artefact,csv,OK,320,320.0,0.0,,,,0.00780299276840879,0.00780299276840879,0.0,,TODAY,
