load_prices: network unavailable (ModuleNotFoundError); using prices.csv
load_prices: network unavailable (ModuleNotFoundError); using prices.csv
SMALL: dropped 52 tickers with max_1d_move >= 1.0 (data/small_meta.csv); 663 names + SPY benchmark remain

=== GATES ===
  G1 cost-linearity + runner @ 10 bps vs engine.backtest: max|d| 6.939e-18
  G1 cost-linearity + runner @ 25 bps vs engine.backtest: max|d| 6.939e-18
  G1 cost-linearity + runner @ 50 bps vs engine.backtest: max|d| 6.939e-18
  G2 standing 2026-09-04 candidate (U56 N=20 g=0.65 monthly 10 bps): CAGR 0.1269 Sharpe 1.2019 MaxDD -0.1711 OOS Sharpe 1.2824  (committed: 0.1269 / 1.201 / -0.1711 / 1.281)
  U56: SPY 15.13%/0.8848/-33.72% (OOS 0.8745) | RULES v2 8.62%/1.2017/-12.05% (OOS 1.2778)
  B136: SPY 15.16%/0.8861/-33.72% (OOS 0.8767) | RULES v2 7.98%/1.0993/-12.24% (OOS 1.1059)
  SMALL: SPY 14.06%/0.8581/-33.72% (OOS 0.8767) | RULES v2 4.30%/0.6637/-13.89% (OOS 0.5600)

=== CAPITAL LEG — ALL 162 GRID POINTS (monthly, t+1) ===
panel  gross     bps  N    CAGR      S      DD     H1     H2   IS_S  OOS_S  OOS_CAGR  OOS_DD    turn   p4a   p4b
  U56 0.6500 50.0000 15  0.1145 1.0062 -0.1930 0.9886 1.0291 0.8896 1.0932    0.1339 -0.1930  4.3969 False  True
  U56 1.0000 10.0000 15  0.2087 1.1644 -0.2811 1.1620 1.1762 1.0620 1.2422    0.2405 -0.2811  6.7367 False False
  U56 1.0000 25.0000 15  0.1966 1.1072 -0.2819 1.0997 1.1229 1.0001 1.1881    0.2279 -0.2819  6.7367 False False
  U56 1.0000 50.0000 15  0.1766 1.0113 -0.2834 0.9950 1.0333 0.8962 1.0974    0.2072 -0.2834  6.7367 False False
  U56 0.6500 10.0000 20  0.1269 1.2019 -0.1711 1.2149 1.1982 1.0962 1.2824    0.1439 -0.1711  3.7536 False  True
  U56 0.6500 25.0000 20  0.1206 1.1480 -0.1719 1.1571 1.1473 1.0380 1.2315    0.1375 -0.1719  3.7536 False  True
  U56 0.6500 50.0000 20  0.1101 1.0574 -0.1732 1.0601 1.0616 0.9403 1.1459    0.1269 -0.1732  3.7536 False  True
  U56 1.0000 10.0000 20  0.1976 1.2057 -0.2525 1.2196 1.2012 1.1011 1.2854    0.2247 -0.2525  5.7507 False False
  U56 1.0000 25.0000 20  0.1873 1.1521 -0.2536 1.1622 1.1505 1.0433 1.2348    0.2142 -0.2536  5.7507 False False
  U56 1.0000 50.0000 20  0.1704 1.0621 -0.2554 1.0658 1.0654 0.9463 1.1497    0.1969 -0.2554  5.7507 False False
  U56 0.6500 10.0000 25  0.1169 1.1967 -0.1582 1.2070 1.1927 1.0994 1.2717    0.1301 -0.1582  3.2470 False  True
  U56 0.6500 25.0000 25  0.1115 1.1464 -0.1590 1.1543 1.1443 1.0467 1.2232    0.1246 -0.1590  3.2470 False  True
  U56 0.6500 50.0000 25  0.1025 1.0620 -0.1604 1.0657 1.0631 0.9583 1.1417    0.1154 -0.1604  3.2470 False False
  U56 1.0000 10.0000 25  0.1819 1.2006 -0.2340 1.2118 1.1957 1.1045 1.2748    0.2028 -0.2340  4.9767 False False
  U56 1.0000 25.0000 25  0.1731 1.1506 -0.2352 1.1594 1.1476 1.0521 1.2265    0.1938 -0.2352  4.9767 False False
  U56 1.0000 50.0000 25  0.1586 1.0666 -0.2371 1.0714 1.0668 0.9642 1.1454    0.1789 -0.2371  4.9767 False False
  U56 0.6500 10.0000 30  0.1088 1.1904 -0.1431 1.2018 1.1834 1.0951 1.2648    0.1196 -0.1431  2.7384 False  True
  U56 0.6500 25.0000 30  0.1043 1.1451 -0.1438 1.1581 1.1367 1.0519 1.2179    0.1147 -0.1438  2.7384 False False
  U56 0.6500 50.0000 30  0.0968 1.0692 -0.1450 1.0847 1.0583 0.9795 1.1392    0.1066 -0.1450  2.7384 False False
  U56 1.0000 10.0000 30  0.1692 1.1939 -0.2123 1.2063 1.1861 1.0998 1.2675    0.1862 -0.2123  4.1996 False False
  U56 1.0000 25.0000 30  0.1618 1.1489 -0.2134 1.1628 1.1395 1.0569 1.2208    0.1783 -0.2134  4.1996 False False
  U56 1.0000 50.0000 30  0.1497 1.0733 -0.2151 1.0898 1.0614 0.9850 1.1424    0.1651 -0.2151  4.1996 False False
  U56 0.6500 10.0000 40  0.0935 1.1890 -0.1204 1.1887 1.1908 1.0611 1.2912    0.1036 -0.1204  2.0416 False False
  U56 0.6500 25.0000 40  0.0901 1.1499 -0.1211 1.1515 1.1499 1.0240 1.2505    0.1000 -0.1211  2.0416 False False
  U56 0.6500 50.0000 40  0.0846 1.0844 -0.1221 1.0891 1.0815 0.9620 1.1821    0.0941 -0.1221  2.0416 False False
  U56 1.0000 10.0000 40  0.1451 1.1920 -0.1796 1.1922 1.1933 1.0649 1.2938    0.1612 -0.1796  3.1329 False  True
  U56 1.0000 25.0000 40  0.1398 1.1531 -0.1805 1.1551 1.1526 1.0281 1.2532    0.1554 -0.1805  3.1329 False  True
  U56 1.0000 50.0000 40  0.1309 1.0878 -0.1820 1.0930 1.0843 0.9664 1.1850    0.1459 -0.1820  3.1329 False  True
 B136 0.6500 10.0000  5  0.2104 1.1500 -0.2763 1.2254 1.1038 1.1852 1.1360    0.2253 -0.2763  8.2124 False False
 B136 0.6500 25.0000  5  0.1956 1.0816 -0.2772 1.1503 1.0399 1.1112 1.0708    0.2097 -0.2772  8.2124 False False
 B136 0.6500 50.0000  5  0.1713 0.9668 -0.2786 1.0242 0.9325 0.9869 0.9612    0.1841 -0.2786  8.2124 False False
 B136 1.0000 10.0000  5  0.3280 1.1620 -0.3970 1.2333 1.1193 1.1912 1.1520    0.3517 -0.3970 12.5685 False False
 B136 1.0000 25.0000  5  0.3032 1.0940 -0.3980 1.1586 1.0557 1.1177 1.0871    0.3255 -0.3980 12.5685 False False
 B136 1.0000 50.0000  5  0.2628 0.9798 -0.3998 1.0332 0.9488 0.9942 0.9781    0.2828 -0.3998 12.5685 False False
 B136 0.6500 10.0000  8  0.1731 1.0947 -0.2523 1.2859 0.9571 1.2450 1.0025    0.1693 -0.2523  7.1938 False False
 B136 0.6500 25.0000  8  0.1605 1.0260 -0.2530 1.2098 0.8934 1.1710 0.9368    0.1563 -0.2530  7.1938 False False
 B136 0.6500 50.0000  8  0.1398 0.9108 -0.2542 1.0818 0.7866 1.0468 0.8265    0.1348 -0.2542  7.1938 False False
 B136 1.0000 10.0000  8  0.2693 1.1049 -0.3667 1.2929 0.9707 1.2505 1.0163    0.2622 -0.3667 11.0175 False False
 B136 1.0000 25.0000  8  0.2485 1.0368 -0.3676 1.2172 0.9075 1.1770 0.9511    0.2406 -0.3676 11.0175 False False
 B136 1.0000 50.0000  8  0.2145 0.9224 -0.3692 1.0900 0.8016 1.0536 0.8418    0.2055 -0.3692 11.0175 False False
 B136 0.6500 10.0000 10  0.1598 1.0722 -0.2449 1.2818 0.9149 1.2061 0.9872    0.1562 -0.2449  6.7574 False False
 B136 0.6500 25.0000 10  0.1481 1.0039 -0.2456 1.2090 0.8495 1.1353 0.9202    0.1439 -0.2456  6.7574 False False
 B136 0.6500 50.0000 10  0.1289 0.8894 -0.2468 1.0867 0.7399 1.0163 0.8078    0.1236 -0.2468  6.7574 False False
 B136 1.0000 10.0000 10  0.2483 1.0814 -0.3579 1.2885 0.9272 1.2122 0.9990    0.2416 -0.3579 10.3516 False False
 B136 1.0000 25.0000 10  0.2291 1.0138 -0.3589 1.2163 0.8624 1.1419 0.9327    0.2214 -0.3589 10.3516 False False
 B136 1.0000 50.0000 10  0.1977 0.9002 -0.3604 1.0948 0.7538 1.0238 0.8213    0.1883 -0.3604 10.3516 False False
 B136 0.6500 10.0000 12  0.1559 1.0835 -0.2365 1.3465 0.8812 1.2609 0.9674    0.1467 -0.2365  6.4412 False False
 B136 0.6500 25.0000 12  0.1448 1.0161 -0.2370 1.2749 0.8164 1.1904 0.9016    0.1352 -0.2370  6.4412 False False
 B136 0.6500 50.0000 12  0.1265 0.9028 -0.2378 1.1544 0.7079 1.0718 0.7913    0.1162 -0.2378  6.4412 False False
 B136 1.0000 10.0000 12  0.2424 1.0919 -0.3464 1.3524 0.8928 1.2664 0.9783    0.2267 -0.3464  9.8660 False False
 B136 1.0000 25.0000 12  0.2242 1.0250 -0.3470 1.2813 0.8287 1.1964 0.9132    0.2078 -0.3470  9.8660 False False
 B136 1.0000 50.0000 12  0.1943 0.9128 -0.3481 1.1617 0.7211 1.0787 0.8039    0.1770 -0.3481  9.8660 False False
 B136 0.6500 10.0000 15  0.1444 1.0607 -0.2306 1.2969 0.8779 1.2131 0.9601    0.1377 -0.2306  6.0794 False False
 B136 0.6500 25.0000 15  0.1340 0.9936 -0.2312 1.2257 0.8135 1.1428 0.8948    0.1269 -0.2312  6.0794 False False
 B136 0.6500 50.0000 15  0.1169 0.8810 -0.2322 1.1060 0.7056 1.0247 0.7854    0.1092 -0.2322  6.0794 False False
 B136 1.0000 10.0000 15  0.2242 1.0684 -0.3383 1.3041 0.8873 1.2200 0.9689    0.2125 -0.3383  9.3128 False False
 B136 1.0000 25.0000 15  0.2072 1.0019 -0.3391 1.2335 0.8236 1.1502 0.9043    0.1950 -0.3391  9.3128 False False
 B136 1.0000 50.0000 15  0.1794 0.8903 -0.3404 1.1146 0.7168 1.0331 0.7960    0.1663 -0.3404  9.3128 False False
 B136 0.6500 10.0000 20  0.1401 1.0923 -0.2293 1.3307 0.9046 1.2319 0.9983    0.1345 -0.2293  5.4692 False False
 B136 0.6500 25.0000 20  0.1308 1.0280 -0.2298 1.2621 0.8432 1.1649 0.9354    0.1249 -0.2298  5.4692 False False
 B136 0.6500 50.0000 20  0.1154 0.9200 -0.2307 1.1467 0.7403 1.0523 0.8301    0.1090 -0.2307  5.4692 False False
 B136 1.0000 10.0000 20  0.2179 1.0987 -0.3368 1.3377 0.9121 1.2390 1.0049    0.2081 -0.3368  8.3758 False False
 B136 1.0000 25.0000 20  0.2027 1.0350 -0.3374 1.2696 0.8514 1.1725 0.9428    0.1924 -0.3374  8.3758 False False
 B136 1.0000 50.0000 20  0.1778 0.9281 -0.3386 1.1551 0.7497 1.0608 0.8387    0.1667 -0.3386  8.3758 False False
 B136 0.6500 10.0000 25  0.1319 1.0797 -0.2388 1.2836 0.9191 1.1806 1.0115    0.1298 -0.2388  5.1058 False False
 B136 0.6500 25.0000 25  0.1233 1.0167 -0.2394 1.2168 0.8589 1.1155 0.9498    0.1208 -0.2394  5.1058 False False
 B136 0.6500 50.0000 25  0.1090 0.9111 -0.2403 1.1044 0.7579 1.0061 0.8464    0.1060 -0.2403  5.1058 False False
 B136 1.0000 10.0000 25  0.2048 1.0837 -0.3509 1.2892 0.9233 1.1865 1.0147    0.2006 -0.3509  7.8214 False False
 B136 1.0000 25.0000 25  0.1907 1.0214 -0.3516 1.2229 0.8638 1.1219 0.9538    0.1860 -0.3516  7.8214 False False
 B136 1.0000 50.0000 25  0.1676 0.9169 -0.3527 1.1114 0.7642 1.0135 0.8517    0.1621 -0.3527  7.8214 False False
 B136 0.6500 10.0000 30  0.1262 1.0767 -0.2207 1.2469 0.9400 1.1481 1.0274    0.1258 -0.2207  4.8583 False False
 B136 0.6500 25.0000 30  0.1180 1.0143 -0.2212 1.1814 0.8798 1.0844 0.9658    0.1174 -0.2212  4.8583 False False
 B136 0.6500 50.0000 30  0.1045 0.9096 -0.2219 1.0715 0.7789 0.9775 0.8625    0.1033 -0.2219  4.8583 False False
 B136 1.0000 10.0000 30  0.1960 1.0812 -0.3249 1.2526 0.9447 1.1541 1.0313    0.1949 -0.3249  7.4418 False False
 B136 1.0000 25.0000 30  0.1827 1.0195 -0.3255 1.1876 0.8852 1.0909 0.9704    0.1811 -0.3255  7.4418 False False
 B136 1.0000 50.0000 30  0.1609 0.9159 -0.3266 1.0785 0.7855 0.9849 0.8683    0.1584 -0.3266  7.4418 False False
 B136 0.6500 10.0000 40  0.1213 1.1026 -0.2081 1.2297 0.9981 1.1125 1.0971    0.1255 -0.2081  4.2323 False False
 B136 0.6500 25.0000 40  0.1142 1.0446 -0.2087 1.1677 0.9433 1.0519 1.0409    0.1183 -0.2087  4.2323 False False
 B136 0.6500 50.0000 40  0.1024 0.9473 -0.2097 1.0636 0.8513 0.9503 0.9466    0.1064 -0.2097  4.2323 False False
 B136 1.0000 10.0000 40  0.1884 1.1068 -0.3073 1.2353 1.0017 1.1188 1.0999    0.1949 -0.3073  6.4823 False False
 B136 1.0000 25.0000 40  0.1769 1.0494 -0.3081 1.1738 0.9474 1.0587 1.0443    0.1832 -0.3081  6.4823 False False
 B136 1.0000 50.0000 40  0.1580 0.9530 -0.3095 1.0705 0.8565 0.9578 0.9510    0.1640 -0.3095  6.4823 False False
SMALL 0.6500 10.0000  5  0.0572 0.3647 -0.3680 0.2674 0.4509 0.2708 0.4156    0.0714 -0.3680 11.4380 False False
SMALL 0.6500 25.0000  5  0.0392 0.2855 -0.3823 0.1861 0.3732 0.1901 0.3369    0.0523 -0.3687 11.4380 False False
SMALL 0.6500 50.0000  5  0.0098 0.1535 -0.4152 0.0503 0.2437 0.0558 0.2055    0.0211 -0.3700 11.4380 False False
SMALL 1.0000 10.0000  5  0.0694 0.3678 -0.5392 0.2773 0.4476 0.2805 0.4152    0.0881 -0.5392 17.5899 False False
SMALL 1.0000 25.0000  5  0.0415 0.2893 -0.5401 0.1960 0.3710 0.2002 0.3373    0.0583 -0.5401 17.5899 False False
SMALL 1.0000 50.0000  5 -0.0035 0.1585 -0.5908 0.0604 0.2434 0.0663 0.2074    0.0103 -0.5414 17.5899 False False
SMALL 0.6500 10.0000  8  0.0739 0.4733 -0.3631 0.4990 0.4556 0.5242 0.4482    0.0717 -0.3631 10.4700 False False
SMALL 0.6500 25.0000  8  0.0572 0.3897 -0.3638 0.4105 0.3755 0.4384 0.3656    0.0542 -0.3638 10.4700 False False
SMALL 0.6500 50.0000  8  0.0298 0.2503 -0.3739 0.2627 0.2421 0.2951 0.2276    0.0258 -0.3648 10.4700 False False
SMALL 1.0000 10.0000  8  0.1016 0.4774 -0.5377 0.5067 0.4579 0.5304 0.4519    0.0961 -0.5377 16.0940 False False
SMALL 1.0000 25.0000  8  0.0753 0.3950 -0.5384 0.4186 0.3795 0.4451 0.3708    0.0688 -0.5384 16.0940 False False
SMALL 1.0000 50.0000  8  0.0327 0.2577 -0.5679 0.2714 0.2489 0.3026 0.2354    0.0246 -0.5395 16.0940 False False
SMALL 0.6500 10.0000 10  0.0866 0.5606 -0.3261 0.6772 0.4671 0.6598 0.5091    0.0799 -0.3261 10.0290 False False
SMALL 0.6500 25.0000 10  0.0704 0.4749 -0.3268 0.5870 0.3846 0.5722 0.4241    0.0631 -0.3268 10.0290 False False
SMALL 0.6500 50.0000 10  0.0438 0.3317 -0.3281 0.4361 0.2469 0.4257 0.2822    0.0357 -0.3281 10.0290 False False
SMALL 1.0000 10.0000 10  0.1232 0.5629 -0.4837 0.6845 0.4666 0.6672 0.5093    0.1104 -0.4837 15.4111 False False
SMALL 1.0000 25.0000 10  0.0975 0.4781 -0.4846 0.5949 0.3852 0.5800 0.4254    0.0840 -0.4846 15.4111 False False
SMALL 1.0000 50.0000 10  0.0559 0.3364 -0.4862 0.4448 0.2495 0.4345 0.2853    0.0412 -0.4862 15.4111 False False
SMALL 0.6500 10.0000 12  0.0918 0.6141 -0.3130 0.6998 0.5493 0.7136 0.5636    0.0866 -0.3130  9.6200 False False
SMALL 0.6500 25.0000 12  0.0762 0.5267 -0.3137 0.6080 0.4648 0.6238 0.4771    0.0703 -0.3137  9.6200 False False
SMALL 0.6500 50.0000 12  0.0506 0.3806 -0.3148 0.4544 0.3237 0.4736 0.3326    0.0437 -0.3148  9.6200 False False
SMALL 1.0000 10.0000 12  0.1327 0.6142 -0.4665 0.7059 0.5458 0.7201 0.5610    0.1220 -0.4665 14.7780 False False
SMALL 1.0000 25.0000 12  0.1078 0.5278 -0.4673 0.6147 0.4625 0.6309 0.4757    0.0964 -0.4673 14.7780 False False
SMALL 1.0000 50.0000 12  0.0675 0.3833 -0.4687 0.4619 0.3235 0.4816 0.3331    0.0548 -0.4687 14.7780 False False
SMALL 0.6500 10.0000 15  0.0800 0.5707 -0.3153 0.7153 0.4601 0.7696 0.4694    0.0660 -0.3153  9.2979 False False
SMALL 0.6500 25.0000 15  0.0650 0.4813 -0.3159 0.6201 0.3746 0.6763 0.3817    0.0507 -0.3159  9.2979 False False
SMALL 0.6500 50.0000 15  0.0405 0.3321 -0.3168 0.4606 0.2321 0.5202 0.2351    0.0255 -0.3168  9.2979 False False
SMALL 1.0000 10.0000 15  0.1154 0.5720 -0.4679 0.7229 0.4581 0.7765 0.4688    0.0912 -0.4679 14.2854 False False
SMALL 1.0000 25.0000 15  0.0917 0.4836 -0.4686 0.6281 0.3739 0.6838 0.3822    0.0671 -0.4686 14.2854 False False
SMALL 1.0000 50.0000 15  0.0533 0.3360 -0.4697 0.4695 0.2335 0.5287 0.2377    0.0281 -0.4697 14.2854 False False
SMALL 0.6500 10.0000 20  0.0714 0.5433 -0.3078 0.7595 0.3801 0.7536 0.4371    0.0576 -0.3078  8.7887 False False
SMALL 0.6500 25.0000 20  0.0574 0.4535 -0.3112 0.6627 0.2946 0.6594 0.3490    0.0431 -0.3112  8.7887 False False
SMALL 0.6500 50.0000 20  0.0344 0.3035 -0.3316 0.5007 0.1520 0.5018 0.2020    0.0195 -0.3316  8.7887 False False
SMALL 1.0000 10.0000 20  0.1030 0.5442 -0.4544 0.7647 0.3799 0.7582 0.4372    0.0794 -0.4544 13.5020 False False
SMALL 1.0000 25.0000 20  0.0809 0.4554 -0.4648 0.6685 0.2957 0.6646 0.3503    0.0569 -0.4648 13.5020 False False
SMALL 1.0000 50.0000 20  0.0449 0.3072 -0.4892 0.5075 0.1552 0.5081 0.2053    0.0203 -0.4892 13.5020 False False
SMALL 0.6500 10.0000 25  0.0651 0.5193 -0.2993 0.6803 0.3986 0.6187 0.4697    0.0606 -0.2993  8.4495 False False
SMALL 0.6500 25.0000 25  0.0517 0.4290 -0.3032 0.5834 0.3125 0.5246 0.3810    0.0467 -0.3032  8.4495 False False
SMALL 0.6500 50.0000 25  0.0297 0.2783 -0.3235 0.4213 0.1687 0.3676 0.2328    0.0238 -0.3235  8.4495 False False
SMALL 1.0000 10.0000 25  0.0940 0.5209 -0.4425 0.6849 0.3995 0.6237 0.4701    0.0854 -0.4425 12.9822 False False
SMALL 1.0000 25.0000 25  0.0729 0.4317 -0.4523 0.5887 0.3146 0.5303 0.3826    0.0636 -0.4523 12.9822 False False
SMALL 1.0000 50.0000 25  0.0385 0.2828 -0.4767 0.4278 0.1730 0.3745 0.2365    0.0281 -0.4767 12.9822 False False
SMALL 0.6500 10.0000 30  0.0609 0.5045 -0.3043 0.7337 0.3327 0.6675 0.4227    0.0517 -0.3043  8.1207 False False
SMALL 0.6500 25.0000 30  0.0481 0.4145 -0.3058 0.6375 0.2462 0.5742 0.3338    0.0384 -0.3058  8.1207 False False
SMALL 0.6500 50.0000 30  0.0270 0.2642 -0.3161 0.4766 0.1020 0.4183 0.1856    0.0164 -0.3161  8.1207 False False
SMALL 1.0000 10.0000 30  0.0880 0.5060 -0.4506 0.7394 0.3333 0.6741 0.4225    0.0719 -0.4506 12.4775 False False
SMALL 1.0000 25.0000 30  0.0678 0.4171 -0.4526 0.6439 0.2481 0.5814 0.3350    0.0510 -0.4526 12.4775 False False
SMALL 1.0000 50.0000 30  0.0349 0.2688 -0.4686 0.4842 0.1061 0.4268 0.1889    0.0171 -0.4686 12.4775 False False
SMALL 0.6500 10.0000 40  0.0480 0.4256 -0.3170 0.6668 0.2488 0.6664 0.3055    0.0333 -0.3170  7.6404 False False
SMALL 0.6500 25.0000 40  0.0361 0.3374 -0.3290 0.5717 0.1643 0.5744 0.2187    0.0209 -0.3290  7.6404 False False
SMALL 0.6500 50.0000 40  0.0164 0.1904 -0.3487 0.4131 0.0235 0.4209 0.0738    0.0005 -0.3487  7.6404 False False
SMALL 1.0000 10.0000 40  0.0680 0.4269 -0.4696 0.6722 0.2494 0.6724 0.3059    0.0435 -0.4696 11.7431 False False
SMALL 1.0000 25.0000 40  0.0494 0.3399 -0.4840 0.5779 0.1663 0.5810 0.2203    0.0243 -0.4840 11.7431 False False
SMALL 1.0000 50.0000 40  0.0189 0.1948 -0.5071 0.4203 0.0279 0.4286 0.0777   -0.0070 -0.5071 11.7431 False False

4a: 0 of 162   4b: 16 of 162
   @10 bps: 4a 0/54, 4b 7/54   U56 4b 7/18   B136 4b 0/18   SMALL 4b 0/18
   @25 bps: 4a 0/54, 4b 6/54   U56 4b 6/18   B136 4b 0/18   SMALL 4b 0/18
   @50 bps: 4a 0/54, 4b 3/54   U56 4b 3/18   B136 4b 0/18   SMALL 4b 0/18

=== RELIABILITY + RHO LEG — every cell (dial = N, 9 rungs) ===
              cell  rel_OOS   r_OOS  rel_IS  rho_obs  rho_disatt  SD_OOS_S  pick_N  OOS_pick  OOS_anchor    gain  OOS_SPY
  U56|g=0.65|10bps   0.9664  0.9350  0.0538   0.9333      0.9494    0.1590       5    0.8196      1.1600 -0.3404   0.8745
  U56|g=0.65|25bps   0.9681  0.9381  0.0000   0.9333      0.9486    0.1647       5    0.7594      1.1065 -0.3471   0.8745
  U56|g=0.65|50bps   0.9705  0.9426  0.0000   0.9333      0.9474    0.1745       5    0.6585      1.0166 -0.3581   0.8745
  U56|g=1.00|10bps   0.9655  0.9334  0.0463   0.9333      0.9498    0.1558       5    0.8314      1.1650 -0.3336   0.8745
  U56|g=1.00|25bps   0.9673  0.9367  0.0000   0.9333      0.9490    0.1615       5    0.7715      1.1117 -0.3402   0.8745
  U56|g=1.00|50bps   0.9698  0.9414  0.0000   0.9333      0.9477    0.1712       5    0.6713      1.0223 -0.3511   0.8745
 B136|g=0.65|10bps   0.4662  0.3040  0.5435   0.1667      0.2441    0.0589      12    0.9674      1.0208 -0.0535   0.8767
 B136|g=0.65|25bps   0.4372  0.2797  0.4218   0.1667      0.2521    0.0605      12    0.9016      0.9574 -0.0558   0.8767
 B136|g=0.65|50bps   0.3942  0.2455  0.1068   0.2333      0.3717    0.0635      12    0.7913      0.8509 -0.0596   0.8767
 B136|g=1.00|10bps   0.4935  0.3276  0.5538   0.0833      0.1186    0.0593      12    0.9783      1.0295 -0.0512   0.8767
 B136|g=1.00|25bps   0.4587  0.2976  0.4368   0.1667      0.2461    0.0607      12    0.9132      0.9666 -0.0535   0.8767
 B136|g=1.00|50bps   0.4069  0.2554  0.1352   0.1667      0.2613    0.0631      12    0.8039      0.8612 -0.0573   0.8767
