IDEA 138 — sleeve-f PLATEAU WIDTH (lane B).  13 f-points x 2 panels x 2 books x 2 sleeve sets x 2 cost rungs = 208 arm-rows.
f sweep: published [0.05, 0.1, 0.15, 0.2, 0.25, 0.5] + added [0.3, 0.35, 0.4] + edge probe [0.6, 0.75, 1.0] (f=1.00 is the pure sleeve, so the dial is bounded) + control f=0.00.  Plateau tolerance 0.05 (idea 128's).  Costs [10.0, 25.0] bps, weekly, t+1, gross 0.75.

[panel] u56: 56 cols 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834; OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    4b bars (full slice): H1>0.957 H2>0.834 OOS>0.882 MaxDD>=-20.23% CAGR>=10.66%
    RULES v2 @10bps 8.66%/1.206/-12.05% halves 1.226/1.191 | v1 @10bps 6.45%/0.664/-13.83% halves 0.641/0.688
    RULES v2 @25bps 8.37%/1.168/-12.09% halves 1.188/1.153 | v1 @25bps 2.75%/0.317/-15.63% halves 0.285/0.346
    [gate a] H.run vs engine.backtest on EWall: max|d| 0.000e+00

[panel] broad: 136 cols 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834; OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    4b bars (full slice): H1>0.957 H2>0.834 OOS>0.882 MaxDD>=-20.23% CAGR>=10.66%
    RULES v2 @10bps 8.03%/1.106/-12.24% halves 1.229/0.984 | v1 @10bps 6.39%/0.635/-21.19% halves 0.756/0.532
    RULES v2 @25bps 7.70%/1.064/-12.28% halves 1.191/0.939 | v1 @25bps 1.79%/0.219/-26.72% halves 0.335/0.120
    [gate a] H.run vs engine.backtest on EWall: max|d| 0.000e+00

[gate b] REPRODUCTION of idea 134's committed .grid.csv (its ungated `control` arm, TOP20 base = its R20 book, shared f values)
    matched 52 committed rows; max|dSharpe| 2.220e-16  max|dCAGR| 9.714e-17  max|dMaxDD| 8.327e-17

FULL GRID (208 arm-rows).  `published` marks the queue's own sweep; f=0.00 is the no-sleeve control.

--- u56 / EWall ---
panel  book sleeve    cost      f   CAGR  Sharpe   MaxDD      H1     H2  OOS_Sharpe  OOS_CAGR  OOS_MaxDD  gross  turnover   m_min  pass4b  pass4a_v2
  u56 EWall     S3 25.0000 1.0000 0.0103  0.2015 -0.2209  0.1073 0.3261      0.2323    0.0107    -0.1647 0.7446    7.5310 -0.8494   False      False
  u56 EWall     S4 10.0000 0.0000 0.1327  1.1240 -0.2253  1.1901 1.0719      1.1357    0.1382    -0.2253 0.7502    0.8284 -0.0230   False      False
  u56 EWall     S4 25.0000 0.0000 0.1313  1.1134 -0.2255  1.1793 1.0613      1.1250    0.1367    -0.2255 0.7502    0.8284 -0.0232   False      False
  u56 EWall     S4 10.0000 0.0500 0.1291  1.1403 -0.2145  1.2059 1.0886      1.1515    0.1344    -0.2145 0.7502    1.0374 -0.0122   False      False
  u56 EWall     S4 25.0000 0.0500 0.1274  1.1263 -0.2148  1.1912 1.0752      1.1379    0.1326    -0.2148 0.7502    1.0374 -0.0125   False      False
  u56 EWall     S4 10.0000 0.1000 0.1254  1.1568 -0.2038  1.2216 1.1058      1.1676    0.1304    -0.2038 0.7502    1.3138 -0.0015   False      False
  u56 EWall     S4 25.0000 0.1000 0.1232  1.1383 -0.2042  1.2015 1.0886      1.1500    0.1282    -0.2042 0.7502    1.3138 -0.0019   False      False
  u56 EWall     S4 10.0000 0.1500 0.1215  1.1738 -0.1930  1.2374 1.1239      1.1844    0.1264    -0.1930 0.7502    1.6181  0.0093    True      False
  u56 EWall     S4 25.0000 0.1500 0.1188  1.1499 -0.1935  1.2110 1.1022      1.1620    0.1237    -0.1935 0.7502    1.6181  0.0088    True      False
  u56 EWall     S4 10.0000 0.2000 0.1176  1.1915 -0.1822  1.2533 1.1431      1.2019    0.1222    -0.1822 0.7502    1.9399  0.0110    True      False
  u56 EWall     S4 25.0000 0.2000 0.1143  1.1614 -0.1828  1.2195 1.1161      1.1740    0.1191    -0.1828 0.7502    1.9399  0.0077    True      False
  u56 EWall     S4 10.0000 0.2500 0.1135  1.2097 -0.1727  1.2690 1.1635      1.2202    0.1179    -0.1727 0.7502    2.2740  0.0069    True      False
  u56 EWall     S4 25.0000 0.2500 0.1097  1.1725 -0.1732  1.2268 1.1306      1.1861    0.1143    -0.1732 0.7502    2.2740  0.0031    True      False
  u56 EWall     S4 10.0000 0.3000 0.1093  1.2283 -0.1640  1.2840 1.1851      1.2393    0.1136    -0.1640 0.7502    2.6172  0.0027    True      False
  u56 EWall     S4 25.0000 0.3000 0.1049  1.1832 -0.1645  1.2323 1.1455      1.1982    0.1095    -0.1645 0.7502    2.6172 -0.0017   False      False
  u56 EWall     S4 10.0000 0.3500 0.1050  1.2470 -0.1552  1.2977 1.2080      1.2590    0.1091    -0.1552 0.7502    2.9674 -0.0016   False      False
  u56 EWall     S4 25.0000 0.3500 0.1001  1.1929 -0.1558  1.2352 1.1610      1.2102    0.1045    -0.1558 0.7502    2.9674 -0.0065   False      False
  u56 EWall     S4 10.0000 0.4000 0.1005  1.2653 -0.1464  1.3090 1.2321      1.2793    0.1045    -0.1464 0.7502    3.3242 -0.0061   False      False
  u56 EWall     S4 25.0000 0.4000 0.0950  1.2010 -0.1471  1.2343 1.1766      1.2216    0.0994    -0.1471 0.7502    3.3242 -0.0116   False      False
  u56 EWall     S4 10.0000 0.5000 0.0912  1.2968 -0.1287  1.3176 1.2825      1.3192    0.0949    -0.1287 0.7502    4.0541 -0.0154   False      False
  u56 EWall     S4 25.0000 0.5000 0.0845  1.2082 -0.1295  1.2139 1.2070      1.2403    0.0889    -0.1295 0.7502    4.0541 -0.0221   False      False
  u56 EWall     S4 10.0000 0.6000 0.0811  1.3087 -0.1112  1.2882 1.3298      1.3503    0.0849    -0.1112 0.7502    4.8068 -0.0255   False       True
  u56 EWall     S4 25.0000 0.6000 0.0733  1.1896 -0.1120  1.1490 1.2289      1.2447    0.0779    -0.1120 0.7502    4.8068 -0.0333   False      False
  u56 EWall     S4 10.0000 0.7500 0.0643  1.2192 -0.0845  1.0922 1.3451      1.3248    0.0685    -0.0845 0.7501    5.9895 -0.0423   False      False
  u56 EWall     S4 25.0000 0.7500 0.0548  1.0459 -0.0854  0.8944 1.1963      1.1691    0.0602    -0.0854 0.7501    5.9895 -0.0622   False      False
  u56 EWall     S4 10.0000 1.0000 0.0269  0.4909 -0.1970  0.2107 0.8316      0.7278    0.0366    -0.0711 0.7468    8.0865 -0.7459   False      False
  u56 EWall     S4 25.0000 1.0000 0.0145  0.2795 -0.2381 -0.0191 0.6401      0.5282    0.0261    -0.0769 0.7468    8.0865 -0.9757   False      False

--- u56 / TOP20 ---
panel  book sleeve    cost      f   CAGR  Sharpe   MaxDD      H1     H2  OOS_Sharpe  OOS_CAGR  OOS_MaxDD  gross  turnover   m_min  pass4b  pass4a_v2
  u56 TOP20     S3 10.0000 0.0000 0.1549  1.1710 -0.2221  1.2684 1.1066      1.1677    0.1664    -0.2221 0.7471    9.0443 -0.0198   False      False
  u56 TOP20     S3 25.0000 0.0000 0.1394  1.0669 -0.2234  1.1509 1.0119      1.0722    0.1509    -0.2234 0.7471    9.0443 -0.0211   False      False
  u56 TOP20     S3 10.0000 0.0500 0.1493  1.1726 -0.2138  1.2759 1.1034      1.1645    0.1596    -0.2138 0.7503    9.1658 -0.0115   False      False
  u56 TOP20     S3 25.0000 0.0500 0.1336  1.0630 -0.2152  1.1518 1.0041      1.0641    0.1440    -0.2152 0.7503    9.1658 -0.0129   False      False
  u56 TOP20     S3 10.0000 0.1000 0.1444  1.1854 -0.2018  1.2918 1.1131      1.1740    0.1538    -0.2018 0.7503    9.0703  0.0005    True      False
  u56 TOP20     S3 25.0000 0.1000 0.1290  1.0719 -0.2032  1.1626 1.0109      1.0705    0.1385    -0.2032 0.7503    9.0703 -0.0008   False      False
  u56 TOP20     S3 10.0000 0.1500 0.1394  1.1982 -0.1911  1.3076 1.1230      1.1834    0.1479    -0.1911 0.7503    8.9954  0.0112    True      False
  u56 TOP20     S3 25.0000 0.1500 0.1242  1.0802 -0.1924  1.1726 1.0174      1.0763    0.1328    -0.1924 0.7503    8.9954  0.0099    True      False
  u56 TOP20     S3 10.0000 0.2000 0.1343  1.2111 -0.1809  1.3232 1.1330      1.1927    0.1418    -0.1809 0.7503    8.9359  0.0214    True      False
  u56 TOP20     S3 25.0000 0.2000 0.1192  1.0880 -0.1822  1.1816 1.0235      1.0816    0.1271    -0.1822 0.7503    8.9359  0.0126    True      False
  u56 TOP20     S3 10.0000 0.2500 0.1291  1.2239 -0.1708  1.3382 1.1431      1.2019    0.1356    -0.1708 0.7503    8.8870  0.0225    True      False
  u56 TOP20     S3 25.0000 0.2500 0.1141  1.0951 -0.1721  1.1893 1.0293      1.0862    0.1212    -0.1721 0.7503    8.8870  0.0075    True      False
  u56 TOP20     S3 10.0000 0.3000 0.1237  1.2366 -0.1609  1.3524 1.1534      1.2110    0.1294    -0.1609 0.7503    8.8428  0.0171    True      False
  u56 TOP20     S3 25.0000 0.3000 0.1089  1.1014 -0.1622  1.1954 1.0348      1.0901    0.1151    -0.1622 0.7503    8.8428  0.0023    True      False
  u56 TOP20     S3 10.0000 0.3500 0.1182  1.2487 -0.1511  1.3652 1.1639      1.2198    0.1230    -0.1511 0.7503    8.8004  0.0116    True      False
  u56 TOP20     S3 25.0000 0.3500 0.1036  1.1065 -0.1524  1.1993 1.0398      1.0932    0.1090    -0.1524 0.7503    8.8004 -0.0030   False      False
  u56 TOP20     S3 10.0000 0.4000 0.1126  1.2600 -0.1414  1.3755 1.1742      1.2280    0.1165    -0.1414 0.7503    8.7579  0.0060    True      False
  u56 TOP20     S3 25.0000 0.4000 0.0981  1.1100 -0.1427  1.2001 1.0441      1.0950    0.1028    -0.1427 0.7503    8.7579 -0.0085   False      False
  u56 TOP20     S3 10.0000 0.5000 0.1009  1.2765 -0.1225  1.3832 1.1935      1.2411    0.1031    -0.1225 0.7502    8.6666 -0.0057   False      False
  u56 TOP20     S3 25.0000 0.5000 0.0867  1.1088 -0.1237  1.1865 1.0494      1.0932    0.0899    -0.1237 0.7502    8.6666 -0.0199   False      False
  u56 TOP20     S3 10.0000 0.6000 0.0885  1.2746 -0.1038  1.3569 1.2058      1.2431    0.0891    -0.1038 0.7502    8.5647 -0.0181   False       True
  u56 TOP20     S3 25.0000 0.6000 0.0746  1.0860 -0.1051  1.1369 1.0444      1.0768    0.0764    -0.1051 0.7502    8.5647 -0.0320   False      False
  u56 TOP20     S3 10.0000 0.7500 0.0679  1.1761 -0.0774  1.1812 1.1707      1.1780    0.0665    -0.0774 0.7502    8.3792 -0.0387   False      False
  u56 TOP20     S3 25.0000 0.7500 0.0546  0.9554 -0.0785  0.9321 0.9786      0.9788    0.0547    -0.0785 0.7502    8.3792 -0.0520   False      False
  u56 TOP20     S3 10.0000 1.0000 0.0218  0.3909 -0.1881  0.3067 0.5058      0.4191    0.0204    -0.1505 0.7446    7.5310 -0.6499   False      False
  u56 TOP20     S3 25.0000 1.0000 0.0103  0.2015 -0.2209  0.1073 0.3261      0.2323    0.0107    -0.1647 0.7446    7.5310 -0.8494   False      False
  u56 TOP20     S4 10.0000 0.0000 0.1549  1.1710 -0.2221  1.2684 1.1066      1.1677    0.1664    -0.2221 0.7471    9.0443 -0.0198   False      False
  u56 TOP20     S4 25.0000 0.0000 0.1394  1.0669 -0.2234  1.1509 1.0119      1.0722    0.1509    -0.2234 0.7471    9.0443 -0.0211   False      False
  u56 TOP20     S4 10.0000 0.0500 0.1497  1.1709 -0.2155  1.2695 1.1051      1.1655    0.1603    -0.2155 0.7503    9.1747 -0.0132   False      False
  u56 TOP20     S4 25.0000 0.0500 0.1340  1.0617 -0.2169  1.1459 1.0060      1.0652    0.1447    -0.2169 0.7503    9.1747 -0.0146   False      False
  u56 TOP20     S4 10.0000 0.1000 0.1452  1.1820 -0.2050  1.2785 1.1169      1.1761    0.1552    -0.2050 0.7503    9.0837 -0.0027   False      False
  u56 TOP20     S4 25.0000 0.1000 0.1297  1.0692 -0.2063  1.1506 1.0151      1.0731    0.1398    -0.2063 0.7503    9.0837 -0.0040   False      False
  u56 TOP20     S4 10.0000 0.1500 0.1405  1.1930 -0.1950  1.2870 1.1291      1.1870    0.1498    -0.1950 0.7503    9.0119  0.0073    True      False
  u56 TOP20     S4 25.0000 0.1500 0.1252  1.0763 -0.1963  1.1541 1.0242      1.0807    0.1348    -0.1963 0.7503    9.0119  0.0060    True      False
  u56 TOP20     S4 10.0000 0.2000 0.1357  1.2041 -0.1858  1.2949 1.1417      1.1981    0.1444    -0.1858 0.7503    8.9533  0.0165    True      False
  u56 TOP20     S4 25.0000 0.2000 0.1205  1.0828 -0.1871  1.1562 1.0333      1.0880    0.1296    -0.1871 0.7503    8.9533  0.0139    True      False
  u56 TOP20     S4 10.0000 0.2500 0.1307  1.2151 -0.1766  1.3019 1.1548      1.2095    0.1388    -0.1766 0.7503    8.9046  0.0241    True      False
  u56 TOP20     S4 25.0000 0.2500 0.1157  1.0886 -0.1779  1.1569 1.0424      1.0951    0.1243    -0.1779 0.7503    8.9046  0.0091    True      False
  u56 TOP20     S4 10.0000 0.3000 0.1256  1.2258 -0.1674  1.3076 1.1686      1.2210    0.1332    -0.1674 0.7503    8.8609  0.0190    True      False
  u56 TOP20     S4 25.0000 0.3000 0.1107  1.0936 -0.1688  1.1555 1.0516      1.1019    0.1188    -0.1688 0.7503    8.8609  0.0041    True      False
  u56 TOP20     S4 10.0000 0.3500 0.1203  1.2361 -0.1583  1.3114 1.1829      1.2328    0.1273    -0.1583 0.7503    8.8199  0.0137    True      False
  u56 TOP20     S4 25.0000 0.3500 0.1056  1.0976 -0.1596  1.1516 1.0609      1.1084    0.1132    -0.1596 0.7503    8.8199 -0.0010   False      False
  u56 TOP20     S4 10.0000 0.4000 0.1149  1.2455 -0.1491  1.3126 1.1978      1.2447    0.1214    -0.1491 0.7503    8.7799  0.0083    True      False
  u56 TOP20     S4 25.0000 0.4000 0.1003  1.1000 -0.1504  1.1444 1.0702      1.1143    0.1075    -0.1504 0.7503    8.7799 -0.0063   False      False
  u56 TOP20     S4 10.0000 0.5000 0.1035  1.2592 -0.1307  1.3023 1.2286      1.2673    0.1091    -0.1307 0.7502    8.7020 -0.0031   False      False
  u56 TOP20     S4 25.0000 0.5000 0.0892  1.0973 -0.1320  1.1149 1.0877      1.1228    0.0957    -0.1320 0.7502    8.7020 -0.0174   False      False
  u56 TOP20     S4 10.0000 0.6000 0.0913  1.2577 -0.1123  1.2622 1.2574      1.2840    0.0962    -0.1123 0.7502    8.6210 -0.0153   False       True
  u56 TOP20     S4 25.0000 0.6000 0.0773  1.0763 -0.1136  1.0528 1.1003      1.1222    0.0833    -0.1136 0.7502    8.6210 -0.0293   False      False
  u56 TOP20     S4 10.0000 0.7500 0.0711  1.1789 -0.0846  1.0876 1.2679      1.2631    0.0756    -0.0846 0.7502    8.4964 -0.0355   False      False
  u56 TOP20     S4 25.0000 0.7500 0.0575  0.9646 -0.0859  0.8446 1.0814      1.0698    0.0634    -0.0859 0.7502    8.4964 -0.1120   False      False
  u56 TOP20     S4 10.0000 1.0000 0.0269  0.4909 -0.1970  0.2107 0.8316      0.7278    0.0366    -0.0711 0.7468    8.0865 -0.7459   False      False
  u56 TOP20     S4 25.0000 1.0000 0.0145  0.2795 -0.2381 -0.0191 0.6401      0.5282    0.0261    -0.0769 0.7468    8.0865 -0.9757   False      False

--- broad / EWall ---
panel  book sleeve    cost      f   CAGR  Sharpe   MaxDD      H1     H2  OOS_Sharpe  OOS_CAGR  OOS_MaxDD  gross  turnover   m_min  pass4b  pass4a_v2
broad EWall     S3 10.0000 0.0000 0.1416  1.1220 -0.2537  1.2312 1.0240      1.1022    0.1393    -0.2537 0.7502    0.8657 -0.0514   False      False
broad EWall     S3 25.0000 0.0000 0.1401  1.1115 -0.2539  1.2210 1.0133      1.0914    0.1378    -0.2539 0.7502    0.8657 -0.0516   False      False
broad EWall     S3 10.0000 0.0500 0.1374  1.1429 -0.2396  1.2567 1.0411      1.1197    0.1349    -0.2396 0.7502    1.0883 -0.0374   False      False
broad EWall     S3 25.0000 0.0500 0.1355  1.1290 -0.2399  1.2426 1.0274      1.1059    0.1331    -0.2399 0.7502    1.0883 -0.0376   False      False
broad EWall     S3 10.0000 0.1000 0.1330  1.1646 -0.2258  1.2834 1.0587      1.1376    0.1304    -0.2258 0.7502    1.3677 -0.0235   False      False
broad EWall     S3 25.0000 0.1000 0.1307  1.1463 -0.2261  1.2639 1.0413      1.1198    0.1281    -0.2261 0.7502    1.3677 -0.0238   False      False
broad EWall     S3 10.0000 0.1500 0.1285  1.1875 -0.2120  1.3114 1.0772      1.1562    0.1258    -0.2120 0.7502    1.6754 -0.0097   False      False
broad EWall     S3 25.0000 0.1500 0.1257  1.1637 -0.2125  1.2856 1.0553      1.1337    0.1231    -0.2125 0.7502    1.6754 -0.0102   False      False
broad EWall     S3 10.0000 0.2000 0.1240  1.2115 -0.1985  1.3410 1.0969      1.1756    0.1210    -0.1985 0.7502    1.9991  0.0038    True      False
broad EWall     S3 25.0000 0.2000 0.1206  1.1815 -0.1990  1.3077 1.0697      1.1476    0.1179    -0.1990 0.7502    1.9991  0.0033    True      False
broad EWall     S3 10.0000 0.2500 0.1193  1.2370 -0.1850  1.3721 1.1177      1.1959    0.1162    -0.1850 0.7502    2.3328  0.0127    True      False
broad EWall     S3 25.0000 0.2500 0.1154  1.1997 -0.1857  1.3302 1.0846      1.1616    0.1126    -0.1857 0.7502    2.3328  0.0088    True      False
broad EWall     S3 10.0000 0.3000 0.1146  1.2636 -0.1718  1.4045 1.1398      1.2171    0.1113    -0.1718 0.7502    2.6732  0.0080    True      False
broad EWall     S3 25.0000 0.3000 0.1101  1.2181 -0.1724  1.3526 1.0999      1.1757    0.1072    -0.1724 0.7502    2.6732  0.0035    True      False
broad EWall     S3 10.0000 0.3500 0.1097  1.2914 -0.1586  1.4375 1.1633      1.2391    0.1063    -0.1586 0.7502    3.0178  0.0031    True      False
broad EWall     S3 25.0000 0.3500 0.1047  1.2365 -0.1593  1.3743 1.1158      1.1896    0.1017    -0.1593 0.7502    3.0178 -0.0019   False      False
broad EWall     S3 10.0000 0.4000 0.1047  1.3198 -0.1455  1.4702 1.1881      1.2617    0.1012    -0.1455 0.7502    3.3654 -0.0019   False      False
broad EWall     S3 25.0000 0.4000 0.0991  1.2542 -0.1463  1.3940 1.1319      1.2031    0.0961    -0.1463 0.7502    3.3654 -0.0075   False      False
broad EWall     S3 10.0000 0.5000 0.0943  1.3740 -0.1262  1.5261 1.2401      1.3062    0.0905    -0.1262 0.7502    4.0677 -0.0123   False      False
broad EWall     S3 25.0000 0.5000 0.0876  1.2823 -0.1269  1.4181 1.1629      1.2255    0.0846    -0.1269 0.7502    4.0677 -0.0190   False      False
broad EWall     S3 10.0000 0.6000 0.0832  1.4077 -0.1075  1.5399 1.2876      1.3396    0.0793    -0.1075 0.7501    4.7787 -0.0234   False       True
broad EWall     S3 25.0000 0.6000 0.0754  1.2827 -0.1083  1.3923 1.1832      1.2302    0.0725    -0.1083 0.7501    4.7787 -0.0312   False       True
broad EWall     S3 10.0000 0.7500 0.0646  1.3091 -0.0799  1.3379 1.2794      1.2872    0.0606    -0.0799 0.7501    5.8721 -0.0420   False       True
broad EWall     S3 25.0000 0.7500 0.0553  1.1265 -0.0808  1.1300 1.1229      1.1233    0.0526    -0.0808 0.7501    5.8721 -0.0513   False      False
broad EWall     S3 10.0000 1.0000 0.0220  0.3947 -0.1877  0.3135 0.5059      0.4192    0.0204    -0.1505 0.7446    7.5100 -0.6431   False      False
broad EWall     S3 25.0000 1.0000 0.0106  0.2060 -0.2204  0.1152 0.3263      0.2324    0.0107    -0.1646 0.7446    7.5100 -0.8415   False      False
broad EWall     S4 10.0000 0.0000 0.1416  1.1220 -0.2537  1.2312 1.0240      1.1022    0.1393    -0.2537 0.7502    0.8657 -0.0514   False      False
broad EWall     S4 25.0000 0.0000 0.1401  1.1115 -0.2539  1.2210 1.0133      1.0914    0.1378    -0.2539 0.7502    0.8657 -0.0516   False      False
broad EWall     S4 10.0000 0.0500 0.1377  1.1387 -0.2418  1.2475 1.0411      1.1187    0.1355    -0.2418 0.7502    1.0876 -0.0395   False      False
broad EWall     S4 25.0000 0.0500 0.1358  1.1250 -0.2420  1.2336 1.0275      1.1049    0.1336    -0.2420 0.7502    1.0876 -0.0398   False      False
broad EWall     S4 10.0000 0.1000 0.1336  1.1561 -0.2298  1.2642 1.0590      1.1358    0.1315    -0.2298 0.7502    1.3616 -0.0275   False      False
broad EWall     S4 25.0000 0.1000 0.1313  1.1380 -0.2302  1.2454 1.0417      1.1181    0.1292    -0.2302 0.7502    1.3616 -0.0279   False      False
broad EWall     S4 10.0000 0.1500 0.1294  1.1742 -0.2178  1.2813 1.0780      1.1538    0.1274    -0.2178 0.7502    1.6634 -0.0155   False      False
broad EWall     S4 25.0000 0.1500 0.1266  1.1511 -0.2182  1.2566 1.0563      1.1315    0.1247    -0.2182 0.7502    1.6634 -0.0159   False      False
