file,status,n_cells,n_arms
2026-09-05_band-width-at-g085_cloud.grid.csv,no arm column,0,0
2026-09-05_band-width-at-g085_cloud.matched_gross.csv,no arm column,0,0
2026-09-05_band-width-at-g085_cloud.walkforward.csv,no arm column,0,0
2026-09-05_cagr-floor-calibration_B.calibration.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_cagr-floor-calibration_B.grid.csv,ADMITTED,43,284
2026-09-05_cagr-floor-calibration_B.ladder.csv,no arm column,0,0
2026-09-05_cagr-floor-calibration_B.riskwork.csv,ADMITTED,29,299
2026-09-05_cagr-floor-calibration_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_cagr-floor-constrained-selector_cloud.grid.csv,no arm column,0,0
2026-09-05_cagr-floor-constrained-selector_cloud.paired.csv,no arm column,0,0
2026-09-05_cagr-floor-constrained-selector_cloud.picks.csv,no arm column,0,0
2026-09-05_candidate-count-vs-dispersion_B.gridA.csv,no arm column,0,0
2026-09-05_candidate-count-vs-dispersion_B.gridB.csv,no arm column,0,0
2026-09-05_candidate-count-vs-dispersion_B.walkforward.csv,no arm column,0,0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.exact.csv,no arm column,0,0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.grid.csv,no arm column,0,0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.keep.csv,no arm column,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.betas.csv,no arm column,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.diagnostics.csv,no arm column,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.grid.csv,no arm column,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.paired.csv,no arm column,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.picks.csv,no usable cell,351,0
2026-09-05_crisis-depth-as-the-price-denominator_B.episodes.csv,no arm column,0,0
2026-09-05_crisis-depth-as-the-price-denominator_B.epprice.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,ADMITTED,69,242
2026-09-05_crisis-depth-as-the-price-denominator_B.pricelist.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_crisis-depth-as-the-price-denominator_B.regime.csv,no arm column,0,0
2026-09-05_crisis-depth-as-the-price-denominator_B.stability.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_crisis-depth-as-the-price-denominator_B.walkforward.csv,no arm column,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.bargrid.csv,no arm column,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.binding_bar.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.breakevens.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.cross.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.walkforward_panel.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.convention.csv,no arm column,0,0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.crossover.csv,no arm column,0,0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,no arm column,0,0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,no usable cell,90,0
2026-09-05_defensive-class-census_B.grid.csv,ADMITTED,358,1976
2026-09-05_defensive-class-census_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_defensive-overlays-are-rule-8-invisible_B.deltas.csv,no arm column,0,0
2026-09-05_defensive-overlays-are-rule-8-invisible_B.grid.csv,no arm column,0,0
2026-09-05_defensive-overlays-are-rule-8-invisible_B.walkforward.csv,no usable cell,103,0
2026-09-05_defensive-overlays-are-rule-8-invisible_B.years.csv,no arm column,0,0
2026-09-05_delete-the-scaler-on-small_cloud.capacity.csv,no arm column,0,0
2026-09-05_delete-the-scaler-on-small_cloud.costladder.csv,no arm column,0,0
2026-09-05_delete-the-scaler-on-small_cloud.grid.csv,no arm column,0,0
2026-09-05_delete-the-scaler-on-small_cloud.norankcontrol.csv,no arm column,0,0
2026-09-05_delete-the-scaler-on-small_cloud.scalerpremium.csv,no arm column,0,0
2026-09-05_delete-the-scaler-on-small_cloud.walkforward.csv,no arm column,0,0
2026-09-05_delete-the-scaler-on-small_cloud.years.csv,no arm column,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.choices.csv,no usable cell,36,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.geometry.csv,no arm column,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,no arm column,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,no arm column,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.paired.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.regression.csv,no arm column,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.repro_O.csv,no arm column,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.repro_T.csv,no arm column,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.repro_Tclause.csv,no arm column,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.reproduction.csv,no arm column,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.census.csv,no arm column,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.clause.csv,no arm column,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.grid.csv,no arm column,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.keyic.csv,no arm column,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.swap.csv,no arm column,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.verdicts.csv,no arm column,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.corpus.csv,ADMITTED,429,481
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.instruments.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.ladder.csv,no arm column,0,0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.null.csv,no arm column,0,0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.percell.csv,no arm column,0,0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.walkforward.csv,no arm column,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.choices.csv,ADMITTED,74,21
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.deviations.csv,no arm column,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,no arm column,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.ladder.csv,no arm column,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.modes.csv,no arm column,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.paired.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.ladder.csv,no arm column,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.modes.csv,no arm column,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.paired.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-book-share-price-a-tilt_C.grid.csv,no arm column,0,0
2026-09-05_does-book-share-price-a-tilt_C.matched.csv,no arm column,0,0
2026-09-05_does-book-share-price-a-tilt_C.overlap.csv,no arm column,0,0
2026-09-05_does-book-share-price-a-tilt_C.regression.csv,no arm column,0,0
2026-09-05_does-book-share-price-a-tilt_C.transfer.csv,no arm column,0,0
2026-09-05_does-book-share-price-a-tilt_C.walkforward.csv,no arm column,0,0
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.choices.csv,no usable cell,21,0
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.constants.csv,no arm column,0,0
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.keep.csv,no arm column,0,0
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.ladder.csv,no arm column,0,0
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.paired.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-share-price-any-key-or-only-vol_B.delta.csv,no arm column,0,0
2026-09-05_does-share-price-any-key-or-only-vol_B.grid.csv,no arm column,0,0
2026-09-05_does-share-price-any-key-or-only-vol_B.ic.csv,no arm column,0,0
2026-09-05_does-share-price-any-key-or-only-vol_B.overlap.csv,no arm column,0,0
2026-09-05_does-share-price-any-key-or-only-vol_B.regression.csv,no arm column,0,0
2026-09-05_does-share-price-any-key-or-only-vol_B.walkforward.csv,no arm column,0,0
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C.cells.csv,no arm column,0,0
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C.choices.csv,no arm column,0,0
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C.grid.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C.ladder.csv,no arm column,0,0
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C.walkforward.csv,no usable cell,21,0
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.arms.csv,no arm column,0,0
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.keep.csv,no arm column,0,0
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud.keep.csv,no arm column,0,0
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud.ladder.csv,no arm column,0,0
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud.modes.csv,no arm column,0,0
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud.paired.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud.refs.csv,no arm column,0,0
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.grid.csv,ADMITTED,142,496
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.paramgrid.csv,no arm column,0,0
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.pricelist.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.stability.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C.financing.csv,no arm column,0,0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C.keep.csv,no arm column,0,0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C.ladder.csv,no arm column,0,0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C.paired.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C.picks.csv,no arm column,0,0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_fixed-gross-S4-blend_cloud.cadence.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_fixed-gross-S4-blend_cloud.costladder.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_fixed-gross-S4-blend_cloud.grid.csv,no usable cell,311,0
2026-09-05_fixed-gross-S4-blend_cloud.oos.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_fixed-gross-S4-blend_cloud.walkforward.csv,no usable cell,87,0
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.census.csv,no arm column,0,0
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.grid.csv,no arm column,0,0
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.spread.csv,no arm column,0,0
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.walkforward.csv,no usable cell,216,0
2026-09-05_gross-as-the-missing-third-bar_B.calibration.csv,no arm column,0,0
2026-09-05_gross-as-the-missing-third-bar_B.grid.csv,ADMITTED,43,284
2026-09-05_gross-as-the-missing-third-bar_B.ladder.csv,no arm column,0,0
2026-09-05_gross-as-the-missing-third-bar_B.ladder_calibration.csv,no arm column,0,0
2026-09-05_gross-as-the-missing-third-bar_B.paired.csv,no arm column,0,0
2026-09-05_gross-as-the-missing-third-bar_B.separation.csv,no arm column,0,0
2026-09-05_gross-as-the-missing-third-bar_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-dispersion-not-gross-level_cloud.frontier.csv,no arm column,0,0
2026-09-05_gross-dispersion-not-gross-level_cloud.grid.csv,ADMITTED,43,284
2026-09-05_gross-dispersion-not-gross-level_cloud.is_frontier.csv,no arm column,0,0
2026-09-05_gross-dispersion-not-gross-level_cloud.ladder.csv,no arm column,0,0
2026-09-05_gross-dispersion-not-gross-level_cloud.sensitivity.csv,no arm column,0,0
2026-09-05_gross-dispersion-not-gross-level_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-interval-as-a-keep-bar_B.grid.csv,no arm column,0,0
2026-09-05_gross-interval-as-a-keep-bar_B.intervals.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-interval-as-a-keep-bar_B.intervals4a.csv,no arm column,0,0
2026-09-05_gross-interval-as-a-keep-bar_B.joint.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-interval-as-a-keep-bar_B.selectors.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-interval-as-a-keep-bar_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.bargrid.csv,no arm column,0,0
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.intervals.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.is_oos.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.band.csv,no arm column,0,0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.flip.csv,no arm column,0,0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.keep.csv,no arm column,0,0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.zone.csv,no arm column,0,0
2026-09-05_is-075-the-argmax-on-every-corpus_cloud.argmax.csv,no arm column,0,0
2026-09-05_is-075-the-argmax-on-every-corpus_cloud.corpus.csv,no arm column,0,0
2026-09-05_is-075-the-argmax-on-every-corpus_cloud.ladder.csv,no arm column,0,0
2026-09-05_is-075-the-argmax-on-every-corpus_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.books.csv,no arm column,0,0
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.coeff.csv,no arm column,0,0
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,no arm column,0,0
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.walkforward.csv,no arm column,0,0
2026-09-05_is-Calmar-immunity-general_C.alignment.csv,no arm column,0,0
2026-09-05_is-Calmar-immunity-general_C.cells.csv,no arm column,0,0
2026-09-05_is-Calmar-immunity-general_C.grid.csv,ADMITTED,18,306
2026-09-05_is-Calmar-immunity-general_C.immunity.csv,no arm column,0,0
2026-09-05_is-Calmar-immunity-general_C.walkforward.csv,no arm column,0,0
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.arms.csv,no arm column,0,0
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.decomp.csv,no arm column,0,0
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.reproduction.csv,no arm column,0,0
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.audit.csv,no arm column,0,0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.corpus.csv,ADMITTED,316,686
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.repro.csv,no arm column,0,0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.cellrho.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.census.csv,no arm column,0,0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.confound.csv,no arm column,0,0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.corpus.csv,ADMITTED,167,136
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.summary.csv,no arm column,0,0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.clause.csv,no arm column,0,0
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.grid.csv,no arm column,0,0
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.keep.csv,no arm column,0,0
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.null.csv,no arm column,0,0
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-the-defensive-class-one-book_cloud.census.csv,ADMITTED,25,117
2026-09-05_is-the-defensive-class-one-book_cloud.grid.csv,ADMITTED,83,778
2026-09-05_is-the-defensive-class-one-book_cloud.ladder.csv,no arm column,0,0
2026-09-05_is-the-defensive-class-one-book_cloud.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.bars.csv,no arm column,0,0
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.books.csv,no arm column,0,0
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.grid.csv,no arm column,0,0
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.rescale.csv,no arm column,0,0
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.walkforward.csv,no arm column,0,0
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.cells.csv,no arm column,0,0
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.detect.csv,no arm column,0,0
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.record.csv,no arm column,0,0
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.sweep.csv,no arm column,0,0
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.walkforward.csv,no matched IS_/OOS_ pair,0,0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.anchorposition.csv,no arm column,0,0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.census.csv,no arm column,0,0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.grid.csv,no arm column,0,0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.instances.csv,no arm column,0,0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.summary.csv,no arm column,0,0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.walkforward.csv,no arm column,0,0
2026-09-05_is-the-ladder-even-a-candidate_C.collapse.csv,no arm column,0,0
2026-09-05_is-the-ladder-even-a-candidate_C.corpus.csv,ADMITTED,43,284
